"gene_id","scer_gene_name","functional_category","category_order","name_raw","desc_raw"
"YDR471W","RPL27B","Translation / Ribosome",3,"YDR471W   RPL27B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L27B                  S0002879","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L27B S0002879"
"YGL103W","RPL28","Translation / Ribosome",3,"YGL103W   RPL28      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L28                   S0003071","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L28 S0003071"
"YIL018W","RPL2B","Translation / Ribosome",3,"YIL018W   RPL2B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L2B                   S0001280","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L2B S0001280"
"YOR063W","RPL3","Translation / Ribosome",3,"YOR063W   RPL3       PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L3                    S0005589","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L3 S0005589"
"YGL030W","RPL30","Translation / Ribosome",3,"YGL030W   RPL30      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L30                   S0002998","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L30 S0002998"
"YDL075W","RPL31A","Translation / Ribosome",3,"YDL075W   RPL31A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L31A                  S0002233","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L31A S0002233"
"YBL092W","RPL32","Translation / Ribosome",3,"YBL092W   RPL32      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L23                   S0000188","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L23 S0000188"
"YPL143W","RPL33A","Translation / Ribosome",3,"YPL143W   RPL33A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L33A                  S0006064","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L33A S0006064"
"YOR234C","RPL33B","Translation / Ribosome",3,"YOR234C   RPL33B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L33B                  S0005760","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L33B S0005760"
"YIL052C","RPL34B","Translation / Ribosome",3,"YIL052C   RPL34B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L34B                  S0001314","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L34B S0001314"
"YDL191W","RPL35A","Translation / Ribosome",3,"YDL191W   RPL35A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L35A                  S0002350","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L35A S0002350"
"YDL136W","RPL35B","Translation / Ribosome",3,"YDL136W   RPL35B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L35B                  S0002295","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L35B S0002295"
"YMR194W","RPL36A","Translation / Ribosome",3,"YMR194W   RPL36A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L36A                  S0004807","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L36A S0004807"
"YLR185W","RPL37A","Translation / Ribosome",3,"YLR185W   RPL37A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L37A                  S0004175","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L37A S0004175"
"YDR500C","RPL37B","Translation / Ribosome",3,"YDR500C   RPL37B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L37B                  S0002908","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L37B S0002908"
"YLR325C","RPL38","Translation / Ribosome",3,"YLR325C   RPL38      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L38                   S0004317","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L38 S0004317"
"YJL189W","RPL39","Translation / Ribosome",3,"YJL189W   RPL39      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L39                   S0003725","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L39 S0003725"
"YIL148W","RPL40A","Translation / Ribosome",3,"YIL148W   RPL40A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L40A                  S0001410","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L40A S0001410"
"YKR094C","RPL40B","Translation / Ribosome",3,"YKR094C   RPL40B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L40B                  S0001802","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L40B S0001802"
"YNL162W","RPL42A","Translation / Ribosome",3,"YNL162W   RPL42A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L42A                  S0005106","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L42A S0005106"
"YHR141C","RPL42B","Translation / Ribosome",3,"YHR141C   RPL42B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L42B                  S0001183","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L42B S0001183"
"YPR043W","RPL43A","Translation / Ribosome",3,"YPR043W   RPL43A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L34A                  S0006247","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L34A S0006247"
"YBR031W","RPL4A","Translation / Ribosome",3,"YBR031W   RPL4A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L4A                   S0000235","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L4A S0000235"
"YDR012W","RPL4B","Translation / Ribosome",3,"YDR012W   RPL4B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L4B                   S0002419","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L4B S0002419"
"YML073C","RPL6A","Translation / Ribosome",3,"YML073C   RPL6A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L6A                   S0004538","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L6A S0004538"
"YLR448W","RPL6B","Translation / Ribosome",3,"YLR448W   RPL6B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L6B                   S0004440","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L6B S0004440"
"YGL076C","RPL7A","Translation / Ribosome",3,"YGL076C   RPL7A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L7A                   S0003044","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L7A S0003044"
"YPL198W","RPL7B","Translation / Ribosome",3,"YPL198W   RPL7B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L7B                   S0006119","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L7B S0006119"
"YHL033C","RPL8A","Translation / Ribosome",3,"YHL033C   RPL8A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L8A                   S0001025","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L8A S0001025"
"YLL045C","RPL8B","Translation / Ribosome",3,"YLL045C   RPL8B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L8B                   S0003968","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L8B S0003968"
"YGL147C","RPL9A","Translation / Ribosome",3,"YGL147C   RPL9A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L9A                   S0003115","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L9A S0003115"
"YNL067W","RPL9B","Translation / Ribosome",3,"YNL067W   RPL9B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L9B                   S0005011","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L9B S0005011"
"YLR340W","RPP0","Translation / Ribosome",3,"YLR340W   RPP0       PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L10, ACIDIC           S0004332","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L10, ACIDIC S0004332"
"YDL081C","RPP1A","Translation / Ribosome",3,"YDL081C   RPP1A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN P1A, ACIDIC           S0002239","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN P1A, ACIDIC S0002239"
"YOL039W","RPP2A","Translation / Ribosome",3,"YOL039W   RPP2A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN P2A/L44, ACIDIC       S0005399","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN P2A/L44, ACIDIC S0005399"
"YDR382W","RPP2B","Translation / Ribosome",3,"YDR382W   RPP2B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN L45, ACIDIC           S0002790","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN L45, ACIDIC S0002790"
"YGR214W","RPS0A","Translation / Ribosome",3,"YGR214W   RPS0A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S0A                   S0003446","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S0A S0003446"
"YLR048W","RPS0B","Translation / Ribosome",3,"YLR048W   RPS0B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S0B                   S0004038","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S0B S0004038"
"YOR293W","RPS10A","Translation / Ribosome",3,"YOR293W   RPS10A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S10A                  S0005819","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S10A S0005819"
"YMR230W","RPS10B","Translation / Ribosome",3,"YMR230W   RPS10B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S10B                  S0004843","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S10B S0004843"
"YDR025W","RPS11A","Translation / Ribosome",3,"YDR025W   RPS11A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S11A                  S0002432","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S11A S0002432"
"YBR048W","RPS11B","Translation / Ribosome",3,"YBR048W   RPS11B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S11B                  S0000252","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S11B S0000252"
"YOR369C","RPS12","Translation / Ribosome",3,"YOR369C   RPS12      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S12                   S0005896","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S12 S0005896"
"YDR064W","RPS13","Translation / Ribosome",3,"YDR064W   RPS13      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S13                   S0002471","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S13 S0002471"
"YCR031C","RPS14A","Translation / Ribosome",3,"YCR031C   RPS14A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S14A                  S0000627","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S14A S0000627"
"YJL191W","RPS14B","Translation / Ribosome",3,"YJL191W   RPS14B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S14B                  S0003727","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S14B S0003727"
"YOL040C","RPS15","Translation / Ribosome",3,"YOL040C   RPS15      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S15                   S0005400","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S15 S0005400"
"YMR143W","RPS16A","Translation / Ribosome",3,"YMR143W   RPS16A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S16A                  S0004751","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S16A S0004751"
"YDL083C","RPS16B","Translation / Ribosome",3,"YDL083C   RPS16B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S16B                  S0002241","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S16B S0002241"
"YML024W","RPS17A","Translation / Ribosome",3,"YML024W   RPS17A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S17A                  S0004486","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S17A S0004486"
"YDR447C","RPS17B","Translation / Ribosome",3,"YDR447C   RPS17B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S17B                  S0002855","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S17B S0002855"
"YDR450W","RPS18A","Translation / Ribosome",3,"YDR450W   RPS18A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S18A                  S0002858","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S18A S0002858"
"YML026C","RPS18B","Translation / Ribosome",3,"YML026C   RPS18B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S18B                  S0004488","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S18B S0004488"
"YOL121C","RPS19A","Translation / Ribosome",3,"YOL121C   RPS19A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S19A                  S0005481","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S19A S0005481"
"YNL302C","RPS19B","Translation / Ribosome",3,"YNL302C   RPS19B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S19B                  S0005246","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S19B S0005246"
"YLR441C","RPS1A","Translation / Ribosome",3,"YLR441C   RPS1A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S1A                   S0004433","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S1A S0004433"
"YML063W","RPS1B","Translation / Ribosome",3,"YML063W   RPS1B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S1B                   S0004528","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S1B S0004528"
"YGL123W","RPS2","Translation / Ribosome",3,"YGL123W   RPS2       PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S2                    S0003091","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S2 S0003091"
"YKR057W","RPS21A","Translation / Ribosome",3,"YKR057W   RPS21A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S21A                  S0001765","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S21A S0001765"
"YJL136C","RPS21B","Translation / Ribosome",3,"YJL136C   RPS21B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S21B                  S0003672","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S21B S0003672"
"YJL190C","RPS22A","Translation / Ribosome",3,"YJL190C   RPS22A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S22A                  S0003726","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S22A S0003726"
"YLR367W","RPS22B","Translation / Ribosome",3,"YLR367W   RPS22B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S22B                  S0004359","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S22B S0004359"
"YGR118W","RPS23A","Translation / Ribosome",3,"YGR118W   RPS23A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S23A                  S0003350","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S23A S0003350"
"YPR132W","RPS23B","Translation / Ribosome",3,"YPR132W   RPS23B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S23B                  S0006336","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S23B S0006336"
"YER074W","RPS24A","Translation / Ribosome",3,"YER074W   RPS24A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S24A                  S0000876","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S24A S0000876"
"YGR027C","RPS25A","Translation / Ribosome",3,"YGR027C   RPS25A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S25A                  S0003259","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S25A S0003259"
"YLR333C","RPS25B","Translation / Ribosome",3,"YLR333C   RPS25B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S25B                  S0004325","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S25B S0004325"
"YGL189C","RPS26A","Translation / Ribosome",3,"YGL189C   RPS26A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S26A                  S0003157","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S26A S0003157"
"YER131W","RPS26B","Translation / Ribosome",3,"YER131W   RPS26B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S26B                  S0000933","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S26B S0000933"
"YKL156W","RPS27A","Translation / Ribosome",3,"YKL156W   RPS27A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S27A                  S0001639","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S27A S0001639"
"YHR021C","RPS27B","Translation / Ribosome",3,"YHR021C   RPS27B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S27B                  S0001063","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S27B S0001063"
"YOR167C","RPS28A","Translation / Ribosome",3,"YOR167C   RPS28A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S28A                  S0005693","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S28A S0005693"
"YLR264W","RPS28B","Translation / Ribosome",3,"YLR264W   RPS28B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S28B                  S0004254","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S28B S0004254"
"YLR388W","RPS29A","Translation / Ribosome",3,"YLR388W   RPS29A     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S29A                  S0004380","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S29A S0004380"
"YDL061C","RPS29B","Translation / Ribosome",3,"YDL061C   RPS29B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S29B                  S0002219","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S29B S0002219"
"YNL178W","RPS3","Translation / Ribosome",3,"YNL178W   RPS3       PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S3                    S0005122","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S3 S0005122"
"YOR182C","RPS30B","Translation / Ribosome",3,"YOR182C   RPS30B     PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S30B                  S0005708","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S30B S0005708"
"YLR167W","RPS31","Translation / Ribosome",3,"YLR167W   RPS31      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S31                   S0004157","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S31 S0004157"
"YJR145C","RPS4A","Translation / Ribosome",3,"YJR145C   RPS4A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S4A                   S0003906","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S4A S0003906"
"YHR203C","RPS4B","Translation / Ribosome",3,"YHR203C   RPS4B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S4B                   S0001246","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S4B S0001246"
"YJR123W","RPS5","Translation / Ribosome",3,"YJR123W   RPS5       PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S5                    S0003884","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S5 S0003884"
"YPL090C","RPS6A","Translation / Ribosome",3,"YPL090C   RPS6A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S6A                   S0006011","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S6A S0006011"
"YBR181C","RPS6B","Translation / Ribosome",3,"YBR181C   RPS6B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S6B                   S0000385","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S6B S0000385"
"YOR096W","RPS7A","Translation / Ribosome",3,"YOR096W   RPS7A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S7A                   S0005622","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S7A S0005622"
"YNL096C","RPS7B","Translation / Ribosome",3,"YNL096C   RPS7B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S7B                   S0005040","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S7B S0005040"
"YBL072C","RPS8A","Translation / Ribosome",3,"YBL072C   RPS8A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S8                    S0000168","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S8 S0000168"
"YER102W","RPS8B","Translation / Ribosome",3,"YER102W   RPS8B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S8B                   S0000904","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S8B S0000904"
"YPL081W","RPS9A","Translation / Ribosome",3,"YPL081W   RPS9A      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S9A                   S0006002","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S9A S0006002"
"YBR189W","RPS9B","Translation / Ribosome",3,"YBR189W   RPS9B      PROTEIN SYNTHESIS                       RIBOSOMAL PROTEIN S9B                   S0000393","PROTEIN SYNTHESIS RIBOSOMAL PROTEIN S9B S0000393"
"YDR087C","RRP1","Translation / Ribosome",3,"YDR087C   RRP1       RRNA PROCESSING                         UNKNOWN                                 S0002494","RRNA PROCESSING UNKNOWN S0002494"
"YHR065C","RRP3","Translation / Ribosome",3,"YHR065C   RRP3       RRNA PROCESSING                         RNA HELICASE                            S0001107","RRNA PROCESSING RNA HELICASE S0001107"
"YDL111C","RRP42","Translation / Ribosome",3,"YDL111C   RRP42      RRNA PROCESSING                         EXORIBONUCLEASE                         S0002269","RRNA PROCESSING EXORIBONUCLEASE S0002269"
"YCR035C","RRP43","Translation / Ribosome",3,"YCR035C   RRP43      RRNA PROCESSING                         EXORIBONUCLEASE                         S0000631","RRNA PROCESSING EXORIBONUCLEASE S0000631"
"YDR280W","RRP45","Translation / Ribosome",3,"YDR280W   RRP45      RRNA PROCESSING                         3'->5' EXORIBONUCLEASE                  S0002688","RRNA PROCESSING 3'->5' EXORIBONUCLEASE S0002688"
"YMR229C","RRP5","Translation / Ribosome",3,"YMR229C   RRP5       RRNA PROCESSING                         UNKNOWN; REQUIRED FOR PRE-RRNA CLEAVAGE S0004842","RRNA PROCESSING UNKNOWN; REQUIRED FOR PRE-RRNA CLEAVAGE S0004842"
"YOR001W","RRP6","Translation / Ribosome",3,"YOR001W   RRP6       RRNA PROCESSING, 5.8S                   UNKNOWN                                 S0005527","RRNA PROCESSING, 5.8S UNKNOWN S0005527"
"YCL031C","RRP7","Translation / Ribosome",3,"YCL031C   RRP7       RRNA PROCESSING                         UNKNOWN                                 S0000536","RRNA PROCESSING UNKNOWN S0000536"
"YOR294W","RRS1","Translation / Ribosome",3,"YOR294W   RRS1       RIBOSOME BIOGENESIS (PUTATIVE)          UNKNOWN                                 S0005820","RIBOSOME BIOGENESIS (PUTATIVE) UNKNOWN S0005820"
"YDR023W","SES1","Translation / Ribosome",3,"YDR023W   SES1       PROTEIN SYNTHESIS                       TRNA SYNTHETASE, SERYL                  S0002430","PROTEIN SYNTHESIS TRNA SYNTHETASE, SERYL S0002430"
"YLR197W","SIK1","Translation / Ribosome",3,"YLR197W   SIK1       RRNA PROCESSING                         NUCLEOLAR PROTEIN                       S0004187","RRNA PROCESSING NUCLEOLAR PROTEIN S0004187"
"YGR195W","SKI6","Translation / Ribosome",3,"YGR195W   SKI6       RRNA PROCESSING                         EXORIBONUCLEASE                         S0003427","RRNA PROCESSING EXORIBONUCLEASE S0003427"
"YLL011W","SOF1","Translation / Ribosome",3,"YLL011W   SOF1       RRNA PROCESSING                         NUCLEOLAR SNRNP PROTEIN                 S0003934","RRNA PROCESSING NUCLEOLAR SNRNP PROTEIN S0003934"
"YCL054W","SPB1","Translation / Ribosome",3,"YCL054W   SPB1       RIBOSOME BIOGENESIS                     RRNA METHYLTRANSFERASE (PUTATIVE)       S0000559","RIBOSOME BIOGENESIS RRNA METHYLTRANSFERASE (PUTATIVE) S0000559"
"YFL002C","SPB4","Translation / Ribosome",3,"YFL002C   SPB4       RRNA PROCESSING, 25S                    RNA HELICASE                            S0001894","RRNA PROCESSING, 25S RNA HELICASE S0001894"
"YIR012W","SQT1","Translation / Ribosome",3,"YIR012W   SQT1       RIBOSOME BIOGENESIS (PUTATIVE)          UNKNOWN                                 S0001451","RIBOSOME BIOGENESIS (PUTATIVE) UNKNOWN S0001451"
"YNL209W","SSB2","Translation / Ribosome",3,"YNL209W   SSB2       TRANSLATION                             CYTOSOLIC HSP70                         S0005153","TRANSLATION CYTOSOLIC HSP70 S0005153"
"YGL169W","SUA5","Translation / Ribosome",3,"YGL169W   SUA5       PROTEIN SYNTHESIS                       TRANSLATION INITIATION PROTEIN          S0003137","PROTEIN SYNTHESIS TRANSLATION INITIATION PROTEIN S0003137"
"YJR007W","SUI2","Translation / Ribosome",3,"YJR007W   SUI2       PROTEIN SYNTHESIS                       TRANSLATION INITIATION FACTOR EIF-2 ALPHS0003767","PROTEIN SYNTHESIS TRANSLATION INITIATION FACTOR EIF-2 ALPHS0003767"
"YPL237W","SUI3","Translation / Ribosome",3,"YPL237W   SUI3       PROTEIN SYNTHESIS                       TRANSLATION INITIATION FACTOR EIF2 BETA S0006158","PROTEIN SYNTHESIS TRANSLATION INITIATION FACTOR EIF2 BETA S0006158"
"YDR172W","SUP35","Translation / Ribosome",3,"YDR172W   SUP35      PROTEIN SYNTHESIS                       TRANSLATION RELEASE FACTOR              S0002579","PROTEIN SYNTHESIS TRANSLATION RELEASE FACTOR S0002579"
"YBR143C","SUP45","Translation / Ribosome",3,"YBR143C   SUP45      PROTEIN SYNTHESIS                       TRANSLATION RELEASE FACTOR ERF1 SUBUNIT S0000347","PROTEIN SYNTHESIS TRANSLATION RELEASE FACTOR ERF1 SUBUNIT S0000347"
"YPR080W","TEF1","Translation / Ribosome",3,"YPR080W   TEF1       PROTEIN SYNTHESIS                       TRANSLATION ELONGATION FACTOR EF-1 ALPH S0006284","PROTEIN SYNTHESIS TRANSLATION ELONGATION FACTOR EF-1 ALPH S0006284"
"YBR118W","TEF2","Translation / Ribosome",3,"YBR118W   TEF2       PROTEIN SYNTHESIS                       TRANSLATION ELONGATION FACTOR EF-1 ALPHAS0000322","PROTEIN SYNTHESIS TRANSLATION ELONGATION FACTOR EF-1 ALPHAS0000322"
"YKL081W","TEF4","Translation / Ribosome",3,"YKL081W   TEF4       PROTEIN SYNTHESIS                       TRANSLATION ELONGATION FACTOR EF-1GAMMA S0001564","PROTEIN SYNTHESIS TRANSLATION ELONGATION FACTOR EF-1GAMMA S0001564"
"YIL078W","THS1","Translation / Ribosome",3,"YIL078W   THS1       PROTEIN SYNTHESIS                       TRNA SYNTHETASE, THREONYL               S0001340","PROTEIN SYNTHESIS TRNA SYNTHETASE, THREONYL S0001340"
"YKR059W","TIF1","Translation / Ribosome",3,"YKR059W   TIF1       PROTEIN SYNTHESIS                       TRANSLATION INITIATION FACTOR EIF4A     S0001767","PROTEIN SYNTHESIS TRANSLATION INITIATION FACTOR EIF4A S0001767"
"YJL138C","TIF2","Translation / Ribosome",3,"YJL138C   TIF2       PROTEIN SYNTHESIS                       TRANSLATION INITIATION FACTOR EIF4A     S0003674","PROTEIN SYNTHESIS TRANSLATION INITIATION FACTOR EIF4A S0003674"
"YPR163C","TIF3","Translation / Ribosome",3,"YPR163C   TIF3       PROTEIN SYNTHESIS                       TRANSLATION INITIATION FACTOR EIF4B     S0006367","PROTEIN SYNTHESIS TRANSLATION INITIATION FACTOR EIF4B S0006367"
"YMR146C","TIF34","Translation / Ribosome",3,"YMR146C   TIF34      PROTEIN SYNTHESIS                       TRANSLATION INITIATION FACTOR EIF3, P39 S0004754","PROTEIN SYNTHESIS TRANSLATION INITIATION FACTOR EIF3, P39 S0004754"
"YDR429C","TIF35","Translation / Ribosome",3,"YDR429C   TIF35      PROTEIN SYNTHESIS                       TRANSLATION INITIATION FACTOR EIF3 SUBUNS0002837","PROTEIN SYNTHESIS TRANSLATION INITIATION FACTOR EIF3 SUBUNS0002837"
