"gene_id","scer_gene_name","functional_category","category_order","name_raw","desc_raw"
"YPR074C","TKL1","Other",11,"YPR074C   TKL1       PENTOSE PHOSPHATE CYCLE                 TRANSKETOLASE                           S0006278","PENTOSE PHOSPHATE CYCLE TRANSKETOLASE S0006278"
"YGR194C","XKS1","Other",11,"YGR194C   XKS1       XYLULOSE UTILIZATION                    XYLULOKINASE                            S0003426","XYLULOSE UTILIZATION XYLULOKINASE S0003426"
"YJL141C","YAK1","Other",11,"YJL141C   YAK1       SIGNALING                               SERINE-THREONINE PROTEIN KINASE         S0003677","SIGNALING SERINE-THREONINE PROTEIN KINASE S0003677"
"YIL113W","YIL113W","Other",11,"YIL113W              UNKNOWN                                 PROTEIN PHOSPHATASE                     S0001375","PROTEIN PHOSPHATASE S0001375"
"YIL120W","YIL120W","Other",11,"YIL120W              UNKNOWN                                 MAJOR FACILITATOR SUPERFAMILY           S0001382","MAJOR FACILITATOR SUPERFAMILY S0001382"
"YKL078W","YKL078W","Other",11,"YKL078W              UNKNOWN                                 PUTATIVE RNA HELICASE                   S0001561","PUTATIVE RNA HELICASE S0001561"
"YMR253C","YMR253C","Other",11,"YMR253C              UNKNOWN                                 MAJOR FACILITATOR SUPERFAMILY           S0004866","MAJOR FACILITATOR SUPERFAMILY S0004866"
"YNL274C","YNL274C","Other",11,"YNL274C              UNKNOWN                                 PUTATIVE ALPHA-KETOISOCAPROATE REDUCTASES0005218","PUTATIVE ALPHA-KETOISOCAPROATE REDUCTASES0005218"
"YOL084W","YOL084W","Other",11,"YOL084W              UNKNOWN                                 MAJOR FACILITATOR SUPERFAMILY           S0005444","MAJOR FACILITATOR SUPERFAMILY S0005444"
"YOR272W","YTM1","Other",11,"YOR272W   YTM1       CYTOSKELETON (PUTATIVE)                 MICROTUBULE-ASSOCIATED PROTEIN          S0005798","CYTOSKELETON (PUTATIVE) MICROTUBULE-ASSOCIATED PROTEIN S0005798"
"YIR026C","YVH1","Other",11,"YIR026C   YVH1       SPORULATION                             PROTEIN PHOSPHATASE                     S0001465","SPORULATION PROTEIN PHOSPHATASE S0001465"
"YNL241C","ZWF1","Other",11,"YNL241C   ZWF1       PENTOSE PHOSPHATE CYCLE                 GLUCOSE-6-PHOSPHATE DEHYDROGENASE       S0005185","PENTOSE PHOSPHATE CYCLE GLUCOSE-6-PHOSPHATE DEHYDROGENASE S0005185"
"YMR173W-A","-A","Unknown",12,"YMR173W-A            UNKNOWN                                 UNKNOWN                                 S0004785","UNKNOWN UNKNOWN S0004785"
"YMR251W-A","-A","Unknown",12,"YMR251W-A HOR7       UNKNOWN                                 HYPEROSMOLARITY-RESPONSIVE              S0004864","HOR7 UNKNOWN HYPEROSMOLARITY-RESPONSIVE S0004864"
"YLR397C","AFG2","Unknown",12,"YLR397C   AFG2       UNKNOWN                                 (PUTATIVE) AAA ATPASE                   S0004389","UNKNOWN (PUTATIVE) AAA ATPASE S0004389"
"YLR267W","BOP2","Unknown",12,"YLR267W   BOP2       UNKNOWN                                 UNKNOWN; BYPASS OF PAM1                 S0004257","UNKNOWN UNKNOWN; BYPASS OF PAM1 S0004257"
"YBR155W","CNS1","Unknown",12,"YBR155W   CNS1       UNKNOWN                                 UNKNOWN; SIMILAR TO STI1P; SUPPRESSES CYS0000359","UNKNOWN UNKNOWN; SIMILAR TO STI1P; SUPPRESSES CYS0000359"
"YDL031W","DBP10","Unknown",12,"YDL031W   DBP10      UNKNOWN                                 UNKNOWN; SIMILAR TO RNA HELICASES       S0002189","UNKNOWN UNKNOWN; SIMILAR TO RNA HELICASES S0002189"
"YHR169W","DBP8","Unknown",12,"YHR169W   DBP8       UNKNOWN                                 RNA HELICASE                            S0001212","UNKNOWN RNA HELICASE S0001212"
"YLR276C","DBP9","Unknown",12,"YLR276C   DBP9       UNKNOWN                                 PUTATIVE RNA HELICASE                   S0004266","UNKNOWN PUTATIVE RNA HELICASE S0004266"
"YLR129W","DIP2","Unknown",12,"YLR129W   DIP2       UNKNOWN                                 INTERACTS WITH DOM3P                    S0004119","UNKNOWN INTERACTS WITH DOM3P S0004119"
"YNL001W","DOM34","Unknown",12,"YNL001W   DOM34      PROTEIN SYNTHESIS (PUTATIVE)            UNKNOWN                                 S0004946","PROTEIN SYNTHESIS (PUTATIVE) UNKNOWN S0004946"
"YKL172W","EBP2","Unknown",12,"YKL172W   EBP2       UNKNOWN                                 UNKNOWN; EBNA1-BINDING PROTEIN HOMOLOG  S0001655","UNKNOWN UNKNOWN; EBNA1-BINDING PROTEIN HOMOLOG S0001655"
"YLL038C","ENT4","Unknown",12,"YLL038C   ENT4       ENDOCYTOSIS (PUTATIVE)                  UNKNOWN; EPSIN HOMOLOG                  S0003961","ENDOCYTOSIS (PUTATIVE) UNKNOWN; EPSIN HOMOLOG S0003961"
"YAL036C","FUN11","Unknown",12,"YAL036C   FUN11      UNKNOWN                                 UNKNOWN; SIMILAR TO XENOPUS LAEVIS GTP-BS0000034","UNKNOWN UNKNOWN; SIMILAR TO XENOPUS LAEVIS GTP-BS0000034"
"YAL035W","FUN12","Unknown",12,"YAL035W   FUN12      UNKNOWN                                 UNKNOWN; SIMILAR TO BACILLUS SUBTILIS IFS0000033","UNKNOWN UNKNOWN; SIMILAR TO BACILLUS SUBTILIS IFS0000033"
"YNR002C","FUN34","Unknown",12,"YNR002C   FUN34      UNKNOWN                                 UNKNOWN                                 S0005285","UNKNOWN UNKNOWN S0005285"
"YMR307W","GAS1","Unknown",12,"YMR307W   GAS1       UNKNOWN                                 CELL SURFACE GLYCOPROTEIN               S0004924","UNKNOWN CELL SURFACE GLYCOPROTEIN S0004924"
"YMR136W","GAT2","Unknown",12,"YMR136W   GAT2       UNKNOWN                                 UNKNOWN                                 S0004744","UNKNOWN UNKNOWN S0004744"
"YDR096W","GIS1","Unknown",12,"YDR096W   GIS1       UNKNOWN                                 UNKNOWN                                 S0002503","UNKNOWN UNKNOWN S0002503"
"YNL255C","GIS2","Unknown",12,"YNL255C   GIS2       UNKNOWN                                 UNKNOWN; GIG3 SUPPRESSOR                S0005199","UNKNOWN UNKNOWN; GIG3 SUPPRESSOR S0005199"
"YMR290C","HAS1","Unknown",12,"YMR290C   HAS1       UNKNOWN                                 RNA HELICASE                            S0004903","UNKNOWN RNA HELICASE S0004903"
"YGR187C","HGH1","Unknown",12,"YGR187C   HGH1       UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN HMG1P AND HMG2S0003419","UNKNOWN UNKNOWN; SIMILAR TO HUMAN HMG1P AND HMG2S0003419"
"YPR067W","ISA2","Unknown",12,"YPR067W   ISA2       UNKNOWN                                 UNKNOWN; IRON SULFUR ASSEMBLY -- ISCA/NIS0006271","UNKNOWN UNKNOWN; IRON SULFUR ASSEMBLY -- ISCA/NIS0006271"
"YPL263C","KEL3","Unknown",12,"YPL263C   KEL3       UNKNOWN                                 UNKNOWN; SIMILAR TO KEL1P AND KEL2P     S0006184","UNKNOWN UNKNOWN; SIMILAR TO KEL1P AND KEL2P S0006184"
"YOR233W","KIN4","Unknown",12,"YOR233W   KIN4       UNKNOWN                                 PROTEIN KINASE                          S0005759","UNKNOWN PROTEIN KINASE S0005759"
"YCR091W","KIN82","Unknown",12,"YCR091W   KIN82      UNKNOWN                                 PROTEIN KINASE                          S0000687","UNKNOWN PROTEIN KINASE S0000687"
"YLL019C","KNS1","Unknown",12,"YLL019C   KNS1       UNKNOWN                                 PROTEIN KINASE                          S0003942","UNKNOWN PROTEIN KINASE S0003942"
"YCL059C","KRR1","Unknown",12,"YCL059C   KRR1       UNKNOWN                                 ESSENTIAL                               S0000564","UNKNOWN ESSENTIAL S0000564"
"YPL054W","LEE1","Unknown",12,"YPL054W   LEE1       UNKNOWN                                 UNKNOWN                                 S0005975","UNKNOWN UNKNOWN S0005975"
"YKL143W","LTV1","Unknown",12,"YKL143W   LTV1       UNKNOWN                                 UNKNOWN; REQUIRED FOR VIABILITY AT LOW TS0001626","UNKNOWN UNKNOWN; REQUIRED FOR VIABILITY AT LOW TS0001626"
"YKL021C","MAK11","Unknown",12,"YKL021C   MAK11      DSRNA VIRUS PROPAGATION                 UNKNOWN; ESSENTIAL GENE                 S0001504","DSRNA VIRUS PROPAGATION UNKNOWN; ESSENTIAL GENE S0001504"
"YAL025C","MAK16","Unknown",12,"YAL025C   MAK16      DSRNA VIRUS PROPAGATION                 UNKNOWN; ESSENTIAL GENE                 S0000023","DSRNA VIRUS PROPAGATION UNKNOWN; ESSENTIAL GENE S0000023"
"YJL183W","MNN11","Unknown",12,"YJL183W   MNN11      UNKNOWN                                 MANNOSYLTRANSFERASE COMPLEX SUBUNIT     S0003719","UNKNOWN MANNOSYLTRANSFERASE COMPLEX SUBUNIT S0003719"
"YOR188W","MSB1","Unknown",12,"YOR188W   MSB1       POLARIZED GROWTH                        UNKNOWN                                 S0005714","POLARIZED GROWTH UNKNOWN S0005714"
"YGR023W","MTL1","Unknown",12,"YGR023W   MTL1       SIGNALING (PUTATIVE)                    UNKNOWN; ACTS WITH MID2P                S0003255","SIGNALING (PUTATIVE) UNKNOWN; ACTS WITH MID2P S0003255"
"YBL024W","NCL1","Unknown",12,"YBL024W   NCL1       UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN PROLIFERATING S0000120","UNKNOWN UNKNOWN; SIMILAR TO HUMAN PROLIFERATING S0000120"
"YMR309C","NIP1","Unknown",12,"YMR309C   NIP1       NUCLEAR PROTEIN TARGETING               UNKNOWN, SIMILAR TO NSR1                S0004926","NUCLEAR PROTEIN TARGETING UNKNOWN, SIMILAR TO NSR1 S0004926"
"YDL167C","NRP1","Unknown",12,"YDL167C   NRP1       UNKNOWN                                 UNKNOWN                                 S0002326","UNKNOWN UNKNOWN S0002326"
"YGR123C","PPT1","Unknown",12,"YGR123C   PPT1       UNKNOWN                                 PROTEIN PHOSPHATASE                     S0003355","UNKNOWN PROTEIN PHOSPHATASE S0003355"
"YLR196W","PWP1","Unknown",12,"YLR196W   PWP1       UNKNOWN                                 UNKNOWN; SIMILAR TO BETA-TRANSDUCIN SUPES0004186","UNKNOWN UNKNOWN; SIMILAR TO BETA-TRANSDUCIN SUPES0004186"
"YCR057C","PWP2","Unknown",12,"YCR057C   PWP2       CYTOSKELETON (PUTATIVE)                 UNKNOWN                                 S0000653","CYTOSKELETON (PUTATIVE) UNKNOWN S0000653"
"YKR056W","RNC1","Unknown",12,"YKR056W   RNC1       UNKNOWN                                 ENDO-EXONUCLEASE                        S0001764","UNKNOWN ENDO-EXONUCLEASE S0001764"
"YPL152W","RRD2","Unknown",12,"YPL152W   RRD2       DRUG RESISTANCE                         UNKNOWN                                 S0006073","DRUG RESISTANCE UNKNOWN S0006073"
"YGR248W","SOL4","Unknown",12,"YGR248W   SOL4       UNKNOWN                                 UNKNOWN; SIMILAR TO SOL3P               S0003480","UNKNOWN UNKNOWN; SIMILAR TO SOL3P S0003480"
"YER150W","SPI1","Unknown",12,"YER150W   SPI1       UNKNOWN                                 UNKNOWN; SIMILAR TO SED1P; INDUCED IN STS0000952","UNKNOWN UNKNOWN; SIMILAR TO SED1P; INDUCED IN STS0000952"
"YHR066W","SSF1","Unknown",12,"YHR066W   SSF1       MATING (PUTATIVE)                       UNKNOWN                                 S0001108","MATING (PUTATIVE) UNKNOWN S0001108"
"YKL124W","SSH4","Unknown",12,"YKL124W   SSH4       UNKNOWN                                 SUPPRESSES SHR3 MUTATION                S0001607","UNKNOWN SUPPRESSES SHR3 MUTATION S0001607"
"YMR053C","STB2","Unknown",12,"YMR053C   STB2       UNKNOWN                                 BINDS SIN3P                             S0004657","UNKNOWN BINDS SIN3P S0004657"
"YDR169C","STB3","Unknown",12,"YDR169C   STB3       UNKNOWN                                 BINDS SIN3P                             S0002576","UNKNOWN BINDS SIN3P S0002576"
"YLR150W","STM1","Unknown",12,"YLR150W   STM1       UNKNOWN                                 UNKNOWN; SUPPRESSOR OF TOM1 AND POP2 MUTS0004140","UNKNOWN UNKNOWN; SUPPRESSOR OF TOM1 AND POP2 MUTS0004140"
"YNL066W","SUN4","Unknown",12,"YNL066W   SUN4       AGING                                   UNKNOWN                                 S0005010","AGING UNKNOWN S0005010"
"YDR161W","TCI1","Unknown",12,"YDR161W   TCI1       UNKNOWN                                 INTERACTS WITH PP2C                     S0002568","UNKNOWN INTERACTS WITH PP2C S0002568"
"YDR350C","TCM10","Unknown",12,"YDR350C   TCM10      UNKNOWN                                 UNKNOWN                                 S0002758","UNKNOWN UNKNOWN S0002758"
"YPL230W","USV1","Unknown",12,"YPL230W   USV1       UNKNOWN                                 UNKNOWN; EXPRESSION INCREASES UPON STARVS0006151","UNKNOWN UNKNOWN; EXPRESSION INCREASES UPON STARVS0006151"
"YEL040W","UTR2","Unknown",12,"YEL040W   UTR2       UNKNOWN                                 UNKNOWN                                 S0000766","UNKNOWN UNKNOWN S0000766"
"YAL061W","YAL061W","Unknown",12,"YAL061W              UNKNOWN                                 UNKNOWN; SIMILAR TO ALCOHOL/SORBITOL DEHS0000057","UNKNOWN; SIMILAR TO ALCOHOL/SORBITOL DEHS0000057"
"YAR073W","YAR073W","Unknown",12,"YAR073W              UNKNOWN                                 UNKNOWN; SIMILAR TO PUR5P, MAY BE AN  INS0000095","UNKNOWN; SIMILAR TO PUR5P, MAY BE AN INS0000095"
"YAR075W","YAR075W","Unknown",12,"YAR075W              UNKNOWN                                 UNKNOWN                                 S0002145","UNKNOWN S0002145"
"YBL028C","YBL028C","Unknown",12,"YBL028C              UNKNOWN                                 UNKNOWN                                 S0000124","UNKNOWN S0000124"
"YBL049W","YBL049W","Unknown",12,"YBL049W              UNKNOWN                                 UNKNOWN                                 S0000145","UNKNOWN S0000145"
"YBL054W","YBL054W","Unknown",12,"YBL054W              UNKNOWN                                 UNKNOWN                                 S0000150","UNKNOWN S0000150"
"YBL064C","YBL064C","Unknown",12,"YBL064C              UNKNOWN                                 UNKNOWN; SIMILAR TO TSA1P               S0000160","UNKNOWN; SIMILAR TO TSA1P S0000160"
"YBL077W","YBL077W","Unknown",12,"YBL077W              UNKNOWN                                 UNKNOWN                                 S0000173","UNKNOWN S0000173"
"YBR006W","YBR006W","Unknown",12,"YBR006W              UNKNOWN                                 UNKNOWN; SIMILAR TO ALDEHYDE DEHYDROGENAS0000210","UNKNOWN; SIMILAR TO ALDEHYDE DEHYDROGENAS0000210"
"YBR025C","YBR025C","Unknown",12,"YBR025C              UNKNOWN                                 UNKNOWN                                 S0000229","UNKNOWN S0000229"
"YBR030W","YBR030W","Unknown",12,"YBR030W              UNKNOWN                                 UNKNOWN; SIMILAR TO SIN3P               S0000234","UNKNOWN; SIMILAR TO SIN3P S0000234"
"YBR052C","YBR052C","Unknown",12,"YBR052C              UNKNOWN                                 UNKNOWN; SIMILAR TO YCP4P, S. POMBE OBR1S0000256","UNKNOWN; SIMILAR TO YCP4P, S. POMBE OBR1S0000256"
"YBR053C","YBR053C","Unknown",12,"YBR053C              UNKNOWN                                 UNKNOWN; SIMILAR TO RAT CALCIUM-BINDING S0000257","UNKNOWN; SIMILAR TO RAT CALCIUM-BINDING S0000257"
"YBR056W","YBR056W","Unknown",12,"YBR056W              UNKNOWN                                 UNKNOWN; SIMILAR TO GLUCAN-1,3-BETA-GLUCS0000260","UNKNOWN; SIMILAR TO GLUCAN-1,3-BETA-GLUCS0000260"
"YBR061C","YBR061C","Unknown",12,"YBR061C              UNKNOWN                                 UNKNOWN; SIMILAR TO CTR86P AND E. COLI FS0000265","UNKNOWN; SIMILAR TO CTR86P AND E. COLI FS0000265"
"YBR089W","YBR089W","Unknown",12,"YBR089W              UNKNOWN                                 UNKNOWN                                 S0000293","UNKNOWN S0000293"
"YBR139W","YBR139W","Unknown",12,"YBR139W              UNKNOWN                                 UNKNOWN; SIMILAR TO SERINE-TYPE CARBOXYPS0000343","UNKNOWN; SIMILAR TO SERINE-TYPE CARBOXYPS0000343"
"YBR183W","YBR183W","Unknown",12,"YBR183W              UNKNOWN                                 UNKNOWN; SIMILAR TO H. INFLUENZAE LIC-1 S0000387","UNKNOWN; SIMILAR TO H. INFLUENZAE LIC-1 S0000387"
"YBR230C","YBR230C","Unknown",12,"YBR230C              UNKNOWN                                 UNKNOWN                                 S0000434","UNKNOWN S0000434"
"YBR238C","YBR238C","Unknown",12,"YBR238C              UNKNOWN                                 UNKNOWN                                 S0000442","UNKNOWN S0000442"
"YBR246W","YBR246W","Unknown",12,"YBR246W              UNKNOWN                                 UNKNOWN                                 S0000450","UNKNOWN S0000450"
"YBR266C","YBR266C","Unknown",12,"YBR266C              UNKNOWN                                 UNKNOWN                                 S0000470","UNKNOWN S0000470"
"YBR267W","YBR267W","Unknown",12,"YBR267W              UNKNOWN                                 UNKNOWN                                 S0000471","UNKNOWN S0000471"
"YBR269C","YBR269C","Unknown",12,"YBR269C              UNKNOWN                                 UNKNOWN                                 S0000473","UNKNOWN S0000473"
"YBR285W","YBR285W","Unknown",12,"YBR285W              UNKNOWN                                 UNKNOWN                                 S0000489","UNKNOWN S0000489"
"YBR287W","YBR287W","Unknown",12,"YBR287W              UNKNOWN                                 UNKNOWN                                 S0000491","UNKNOWN S0000491"
"YCL035C","YCL035C","Unknown",12,"YCL035C              UNKNOWN                                 UNKNOWN; SIMILAR TO THIOLTRANSFERASE TTRS0000540","UNKNOWN; SIMILAR TO THIOLTRANSFERASE TTRS0000540"
"YCL042W","YCL042W","Unknown",12,"YCL042W              UNKNOWN                                 UNKNOWN                                 S0000547","UNKNOWN S0000547"
"YCL045C","YCL045C","Unknown",12,"YCL045C              UNKNOWN                                 UNKNOWN                                 S0000550","UNKNOWN S0000550"
"YCR004C","YCP4","Unknown",12,"YCR004C   YCP4       UNKNOWN                                 UNKNOWN; SIMILAR TO S. POMBE BREFELDIN AS0000597","UNKNOWN UNKNOWN; SIMILAR TO S. POMBE BREFELDIN AS0000597"
"YCR016W","YCR016W","Unknown",12,"YCR016W              UNKNOWN                                 UNKNOWN                                 S0000609","UNKNOWN S0000609"
"YCR061W","YCR061W","Unknown",12,"YCR061W              UNKNOWN                                 UNKNOWN                                 S0000657","UNKNOWN S0000657"
"YCR062W","YCR062W","Unknown",12,"YCR062W              UNKNOWN                                 UNKNOWN                                 S0000658","UNKNOWN S0000658"
"YDL023C","YDL023C","Unknown",12,"YDL023C              UNKNOWN                                 UNKNOWN                                 S0002181","UNKNOWN S0002181"
"YDL027C","YDL027C","Unknown",12,"YDL027C              UNKNOWN                                 UNKNOWN                                 S0002185","UNKNOWN S0002185"
"YDL050C","YDL050C","Unknown",12,"YDL050C              UNKNOWN                                 UNKNOWN                                 S0002208","UNKNOWN S0002208"
"YDL060W","YDL060W","Unknown",12,"YDL060W              UNKNOWN                                 UNKNOWN                                 S0002218","UNKNOWN S0002218"
"YDL062W","YDL062W","Unknown",12,"YDL062W              UNKNOWN                                 UNKNOWN                                 S0002220","UNKNOWN S0002220"
"YDL063C","YDL063C","Unknown",12,"YDL063C              UNKNOWN                                 UNKNOWN                                 S0002221","UNKNOWN S0002221"
"YDL110C","YDL110C","Unknown",12,"YDL110C              UNKNOWN                                 UNKNOWN                                 S0002268","UNKNOWN S0002268"
"YDL124W","YDL124W","Unknown",12,"YDL124W              UNKNOWN                                 UNKNOWN                                 S0002282","UNKNOWN S0002282"
"YDL151C","YDL151C","Unknown",12,"YDL151C              UNKNOWN                                 UNKNOWN                                 S0002310","UNKNOWN S0002310"
"YDL199C","YDL199C","Unknown",12,"YDL199C              UNKNOWN                                 UNKNOWN; SIMILAR TO MEMBERS OF THE SUGARS0002358","UNKNOWN; SIMILAR TO MEMBERS OF THE SUGARS0002358"
"YDL201W","YDL201W","Unknown",12,"YDL201W              UNKNOWN                                 UNKNOWN                                 S0002360","UNKNOWN S0002360"
"YDL204W","YDL204W","Unknown",12,"YDL204W              UNKNOWN                                 UNKNOWN                                 S0002363","UNKNOWN S0002363"
"YDL222C","YDL222C","Unknown",12,"YDL222C              UNKNOWN                                 UNKNOWN; SIMILAR TO SUR7P               S0002381","UNKNOWN; SIMILAR TO SUR7P S0002381"
"YDR003W","YDR003W","Unknown",12,"YDR003W              UNKNOWN                                 UNKNOWN; SIMILAR TO YBR005P             S0002410","UNKNOWN; SIMILAR TO YBR005P S0002410"
"YDR032C","YDR032C","Unknown",12,"YDR032C              UNKNOWN                                 UNKNOWN; SIMILAR TO YCP4P AND S. POMBE OS0002439","UNKNOWN; SIMILAR TO YCP4P AND S. POMBE OS0002439"
"YDR070C","YDR070C","Unknown",12,"YDR070C              UNKNOWN                                 UNKNOWN                                 S0002477","UNKNOWN S0002477"
"YDR083W","YDR083W","Unknown",12,"YDR083W              UNKNOWN                                 UNKNOWN                                 S0002490","UNKNOWN S0002490"
"YDR091C","YDR091C","Unknown",12,"YDR091C              UNKNOWN                                 UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0002498","UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0002498"
"YDR101C","YDR101C","Unknown",12,"YDR101C              UNKNOWN                                 UNKNOWN                                 S0002508","UNKNOWN S0002508"
"YDR152W","YDR152W","Unknown",12,"YDR152W              UNKNOWN                                 UNKNOWN                                 S0002559","UNKNOWN S0002559"
"YDR165W","YDR165W","Unknown",12,"YDR165W              UNKNOWN                                 UNKNOWN                                 S0002572","UNKNOWN S0002572"
"YDR190C","YDR190C","Unknown",12,"YDR190C              UNKNOWN                                 UNKNOWN                                 S0002598","UNKNOWN S0002598"
"YDR233C","YDR233C","Unknown",12,"YDR233C              UNKNOWN                                 UNKNOWN                                 S0002641","UNKNOWN S0002641"
"YDR255C","YDR255C","Unknown",12,"YDR255C              UNKNOWN                                 UNKNOWN                                 S0002663","UNKNOWN S0002663"
"YDR286C","YDR286C","Unknown",12,"YDR286C              UNKNOWN                                 UNKNOWN                                 S0002694","UNKNOWN S0002694"
"YDR287W","YDR287W","Unknown",12,"YDR287W              UNKNOWN                                 UNKNOWN; SIMILAR TO INOSITOL MONOPHOSPHAS0002695","UNKNOWN; SIMILAR TO INOSITOL MONOPHOSPHAS0002695"
"YDR324C","YDR324C","Unknown",12,"YDR324C              UNKNOWN                                 UNKNOWN; SIMILAR TO G-PROTEIN BETA SUBUNS0002732","UNKNOWN; SIMILAR TO G-PROTEIN BETA SUBUNS0002732"
"YDR339C","YDR339C","Unknown",12,"YDR339C              UNKNOWN                                 UNKNOWN                                 S0002747","UNKNOWN S0002747"
"YDR346C","YDR346C","Unknown",12,"YDR346C              UNKNOWN                                 UNKNOWN                                 S0002754","UNKNOWN S0002754"
"YDR358W","YDR358W","Unknown",12,"YDR358W              UNKNOWN                                 UNKNOWN                                 S0002766","UNKNOWN S0002766"
"YDR361C","YDR361C","Unknown",12,"YDR361C              UNKNOWN                                 UNKNOWN                                 S0002769","UNKNOWN S0002769"
"YDR365C","YDR365C","Unknown",12,"YDR365C              UNKNOWN                                 UNKNOWN                                 S0002773","UNKNOWN S0002773"
"YDR380W","YDR380W","Unknown",12,"YDR380W              UNKNOWN                                 UNKNOWN; SIMILAR TO PYRUVATE DECARBOXYLAS0002788","UNKNOWN; SIMILAR TO PYRUVATE DECARBOXYLAS0002788"
"YDR398W","YDR398W","Unknown",12,"YDR398W              UNKNOWN                                 UNKNOWN                                 S0002806","UNKNOWN S0002806"
"YDR412W","YDR412W","Unknown",12,"YDR412W              UNKNOWN                                 UNKNOWN                                 S0002820","UNKNOWN S0002820"
"YDR413C","YDR413C","Unknown",12,"YDR413C              UNKNOWN                                 UNKNOWN                                 S0002821","UNKNOWN S0002821"
"YDR417C","YDR417C","Unknown",12,"YDR417C              UNKNOWN                                 UNKNOWN                                 S0002825","UNKNOWN S0002825"
"YDR449C","YDR449C","Unknown",12,"YDR449C              UNKNOWN                                 UNKNOWN                                 S0002857","UNKNOWN S0002857"
"YDR453C","YDR453C","Unknown",12,"YDR453C              UNKNOWN                                 UNKNOWN; SIMILAR TO TSA1P               S0002861","UNKNOWN; SIMILAR TO TSA1P S0002861"
"YDR474C","YDR474C","Unknown",12,"YDR474C              UNKNOWN                                 UNKNOWN                                 S0002882","UNKNOWN S0002882"
"YDR496C","YDR496C","Unknown",12,"YDR496C              UNKNOWN                                 UNKNOWN                                 S0002904","UNKNOWN S0002904"
"YDR512C","YDR512C","Unknown",12,"YDR512C              UNKNOWN                                 UNKNOWN                                 S0002920","UNKNOWN S0002920"
"YDR516C","YDR516C","Unknown",12,"YDR516C              UNKNOWN                                 UNKNOWN; SIMILAR TO GLK1P               S0002924","UNKNOWN; SIMILAR TO GLK1P S0002924"
"YDR533C","YDR533C","Unknown",12,"YDR533C              UNKNOWN                                 UNKNOWN                                 S0002941","UNKNOWN S0002941"
"YER006W","YER006W","Unknown",12,"YER006W              UNKNOWN                                 UNKNOWN; SIMILAR TO MOUSE MMR1P PROTEIN S0000808","UNKNOWN; SIMILAR TO MOUSE MMR1P PROTEIN S0000808"
"YER035W","YER035W","Unknown",12,"YER035W              UNKNOWN                                 UNKNOWN                                 S0000837","UNKNOWN S0000837"
"YER036C","YER036C","Unknown",12,"YER036C              UNKNOWN                                 UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0000838","UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0000838"
"YER037W","YER037W","Unknown",12,"YER037W              UNKNOWN                                 UNKNOWN                                 S0000839","UNKNOWN S0000839"
"YER038C","YER038C","Unknown",12,"YER038C              UNKNOWN                                 UNKNOWN                                 S0000840","UNKNOWN S0000840"
"YER049W","YER049W","Unknown",12,"YER049W              UNKNOWN                                 UNKNOWN                                 S0000851","UNKNOWN S0000851"
"YER079W","YER079W","Unknown",12,"YER079W              UNKNOWN                                 UNKNOWN                                 S0000881","UNKNOWN S0000881"
"YER082C","YER082C","Unknown",12,"YER082C              UNKNOWN                                 UNKNOWN                                 S0000884","UNKNOWN S0000884"
"YER119C","YER119C","Unknown",12,"YER119C              UNKNOWN                                 UNKNOWN; SIMILAR TO MEMBERS OF THE MAJORS0000921","UNKNOWN; SIMILAR TO MEMBERS OF THE MAJORS0000921"
"YER126C","YER126C","Unknown",12,"YER126C              UNKNOWN                                 UNKNOWN                                 S0000928","UNKNOWN S0000928"
"YER158C","YER158C","Unknown",12,"YER158C              UNKNOWN                                 UNKNOWN; SIMILAR TO AFR1P               S0000960","UNKNOWN; SIMILAR TO AFR1P S0000960"
"YFL023W","YFL023W","Unknown",12,"YFL023W              UNKNOWN                                 UNKNOWN                                 S0001871","UNKNOWN S0001871"
"YFL044C","YFL044C","Unknown",12,"YFL044C              UNKNOWN                                 UNKNOWN                                 S0001850","UNKNOWN S0001850"
"YFR001W","YFR001W","Unknown",12,"YFR001W              UNKNOWN                                 UNKNOWN; SIMILAR TO S.POMBE PAD1 PROTEINS0001897","UNKNOWN; SIMILAR TO S.POMBE PAD1 PROTEINS0001897"
"YGL010W","YGL010W","Unknown",12,"YGL010W              UNKNOWN                                 UNKNOWN                                 S0002978","UNKNOWN S0002978"
"YGL037C","YGL037C","Unknown",12,"YGL037C              UNKNOWN                                 UNKNOWN                                 S0003005","UNKNOWN S0003005"
"YGL059W","YGL059W","Unknown",12,"YGL059W              UNKNOWN                                 UNKNOWN; SIMILAR TO RAT BRANCHED-CHAIN AS0003027","UNKNOWN; SIMILAR TO RAT BRANCHED-CHAIN AS0003027"
"YGL096W","YGL096W","Unknown",12,"YGL096W              UNKNOWN                                 UNKNOWN; SIMILAR TO CUP9P               S0003064","UNKNOWN; SIMILAR TO CUP9P S0003064"
"YGL099W","YGL099W","Unknown",12,"YGL099W              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN POSSIBLE GTP-BS0003067","UNKNOWN; SIMILAR TO HUMAN POSSIBLE GTP-BS0003067"
