"gene_id","name_raw","gene_name","desc_raw","scer_gene_name","functional_category","category_order"
"YNL182C","YNL182C              UNKNOWN                                 UNKNOWN                                 S0005126","YNL182C","UNKNOWN S0005126","YNL182C","Unknown",12
"YNL194C","YNL194C              UNKNOWN                                 UNKNOWN; SIMILAR TO SUR7P               S0005138","YNL194C","UNKNOWN; SIMILAR TO SUR7P S0005138","YNL194C","Unknown",12
"YNL195C","YNL195C              UNKNOWN                                 UNKNOWN                                 S0005139","YNL195C","UNKNOWN S0005139","YNL195C","Unknown",12
"YNL200C","YNL200C              UNKNOWN                                 UNKNOWN                                 S0005144","YNL200C","UNKNOWN S0005144","YNL200C","Unknown",12
"YNL208W","YNL208W              UNKNOWN                                 UNKNOWN                                 S0005152","YNL208W","UNKNOWN S0005152","YNL208W","Unknown",12
"YNL228W","YNL228W              UNKNOWN                                 UNKNOWN                                 S0005172","YNL228W","UNKNOWN S0005172","YNL228W","Unknown",12
"YNL256W","YNL256W              UNKNOWN                                 UNKNOWN                                 S0005200","YNL256W","UNKNOWN S0005200","YNL256W","Unknown",12
"YNL303W","YNL303W              UNKNOWN                                 UNKNOWN                                 S0005247","YNL303W","UNKNOWN S0005247","YNL303W","Unknown",12
"YNL305C","YNL305C              UNKNOWN                                 UNKNOWN; SIMILAR TO ASPERGILLUS NIDULANSS0005249","YNL305C","UNKNOWN; SIMILAR TO ASPERGILLUS NIDULANSS0005249","YNL305C","Unknown",12
"YNL308C","YNL308C              UNKNOWN                                 UNKNOWN; SIMILAR TO MGM1P               S0005252","YNL308C","UNKNOWN; SIMILAR TO MGM1P S0005252","YNL308C","Unknown",12
"YNL313C","YNL313C              UNKNOWN                                 UNKNOWN                                 S0005257","YNL313C","UNKNOWN S0005257","YNL313C","Unknown",12
"YNR009W","YNR009W              UNKNOWN                                 UNKNOWN                                 S0005292","YNR009W","UNKNOWN S0005292","YNR009W","Unknown",12
"YNR024W","YNR024W              UNKNOWN                                 UNKNOWN                                 S0005307","YNR024W","UNKNOWN S0005307","YNR024W","Unknown",12
"YNR053C","YNR053C              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN BREAST TUMOR-AS0005336","YNR053C","UNKNOWN; SIMILAR TO HUMAN BREAST TUMOR-AS0005336","YNR053C","Unknown",12
"YNR054C","YNR054C              UNKNOWN                                 UNKNOWN                                 S0005337","YNR054C","UNKNOWN S0005337","YNR054C","Unknown",12
"YOL022C","YOL022C              UNKNOWN                                 UNKNOWN                                 S0005382","YOL022C","UNKNOWN S0005382","YOL022C","Unknown",12
"YOL041C","YOL041C              UNKNOWN                                 UNKNOWN                                 S0005401","YOL041C","UNKNOWN S0005401","YOL041C","Unknown",12
"YOL048C","YOL048C              UNKNOWN                                 UNKNOWN                                 S0005408","YOL048C","UNKNOWN S0005408","YOL048C","Unknown",12
"YOL077C","YOL077C              UNKNOWN                                 UNKNOWN; SIMILAR TO C. ELEGANS KQ2H4.3 PS0005437","YOL077C","UNKNOWN; SIMILAR TO C. ELEGANS KQ2H4.3 PS0005437","YOL077C","Unknown",12
"YOL082W","YOL082W              UNKNOWN                                 UNKNOWN                                 S0005442","YOL082W","UNKNOWN S0005442","YOL082W","Unknown",12
"YOL083W","YOL083W              UNKNOWN                                 UNKNOWN                                 S0005443","YOL083W","UNKNOWN S0005443","YOL083W","Unknown",12
"YOL124C","YOL124C              UNKNOWN                                 UNKNOWN                                 S0005484","YOL124C","UNKNOWN S0005484","YOL124C","Unknown",12
"YOL150C","YOL150C              UNKNOWN                                 UNKNOWN                                 S0005510","YOL150C","UNKNOWN S0005510","YOL150C","Unknown",12
"YOL153C","YOL153C              UNKNOWN                                 UNKNOWN                                 S0005513","YOL153C","UNKNOWN S0005513","YOL153C","Unknown",12
"YOR004W","YOR004W              UNKNOWN                                 UNKNOWN                                 S0005530","YOR004W","UNKNOWN S0005530","YOR004W","Unknown",12
"YOR021C","YOR021C              UNKNOWN                                 UNKNOWN                                 S0005547","YOR021C","UNKNOWN S0005547","YOR021C","Unknown",12
"YOR052C","YOR052C              UNKNOWN                                 UNKNOWN                                 S0005578","YOR052C","UNKNOWN S0005578","YOR052C","Unknown",12
"YOR145C","YOR145C              UNKNOWN                                 UNKNOWN                                 S0005671","YOR145C","UNKNOWN S0005671","YOR145C","Unknown",12
"YOR146W","YOR146W              UNKNOWN                                 UNKNOWN                                 S0005672","YOR146W","UNKNOWN S0005672","YOR146W","Unknown",12
"YOR152C","YOR152C              UNKNOWN                                 UNKNOWN                                 S0005678","YOR152C","UNKNOWN S0005678","YOR152C","Unknown",12
"YOR161C","YOR161C              UNKNOWN                                 UNKNOWN                                 S0005687","YOR161C","UNKNOWN S0005687","YOR161C","Unknown",12
"YOR169C","YOR169C              UNKNOWN                                 UNKNOWN                                 S0005695","YOR169C","UNKNOWN S0005695","YOR169C","Unknown",12
"YOR173W","YOR173W              UNKNOWN                                 UNKNOWN                                 S0005699","YOR173W","UNKNOWN S0005699","YOR173W","Unknown",12
"YOR206W","YOR206W              UNKNOWN                                 UNKNOWN                                 S0005732","YOR206W","UNKNOWN S0005732","YOR206W","Unknown",12
"YOR220W","YOR220W              UNKNOWN                                 UNKNOWN                                 S0005746","YOR220W","UNKNOWN S0005746","YOR220W","Unknown",12
"YOR243C","YOR243C              UNKNOWN                                 UNKNOWN                                 S0005769","YOR243C","UNKNOWN S0005769","YOR243C","Unknown",12
"YOR252W","YOR252W              UNKNOWN                                 UNKNOWN                                 S0005778","YOR252W","UNKNOWN S0005778","YOR252W","Unknown",12
"YOR253W","YOR253W              UNKNOWN                                 UNKNOWN                                 S0005779","YOR253W","UNKNOWN S0005779","YOR253W","Unknown",12
"YOR271C","YOR271C              UNKNOWN                                 UNKNOWN; SIMILAR TO RAT TRICARBOXYLATE CS0005797","YOR271C","UNKNOWN; SIMILAR TO RAT TRICARBOXYLATE CS0005797","YOR271C","Unknown",12
"YOR277C","YOR277C              UNKNOWN                                 UNKNOWN                                 S0005803","YOR277C","UNKNOWN S0005803","YOR277C","Unknown",12
"YOR285W","YOR285W              UNKNOWN                                 UNKNOWN; SIMILAR TO DROSOPHILA MELANOGASS0005811","YOR285W","UNKNOWN; SIMILAR TO DROSOPHILA MELANOGASS0005811","YOR285W","Unknown",12
"YOR287C","YOR287C              UNKNOWN                                 UNKNOWN; SIMILAR TO PITSLRE PROTEIN KINAS0005813","YOR287C","UNKNOWN; SIMILAR TO PITSLRE PROTEIN KINAS0005813","YOR287C","Unknown",12
"YOR289W","YOR289W              UNKNOWN                                 UNKNOWN                                 S0005815","YOR289W","UNKNOWN S0005815","YOR289W","Unknown",12
"YOR309C","YOR309C              UNKNOWN                                 UNKNOWN                                 S0005836","YOR309C","UNKNOWN S0005836","YOR309C","Unknown",12
"YPL004C","YPL004C              UNKNOWN                                 UNKNOWN; SIMILAR TO TROPOMYOSIN         S0005925","YPL004C","UNKNOWN; SIMILAR TO TROPOMYOSIN S0005925","YPL004C","Unknown",12
"YPL044C","YPL044C              UNKNOWN                                 UNKNOWN                                 S0005965","YPL044C","UNKNOWN S0005965","YPL044C","Unknown",12
"YPL087W","YPL087W              UNKNOWN                                 UNKNOWN; SIMILAR TO YBR183P             S0006008","YPL087W","UNKNOWN; SIMILAR TO YBR183P S0006008","YPL087W","Unknown",12
"YPL142C","YPL142C              UNKNOWN                                 UNKNOWN                                 S0006063","YPL142C","UNKNOWN S0006063","YPL142C","Unknown",12
"YPL146C","YPL146C              UNKNOWN                                 UNKNOWN                                 S0006067","YPL146C","UNKNOWN S0006067","YPL146C","Unknown",12
"YPL165C","YPL165C              UNKNOWN                                 UNKNOWN                                 S0006086","YPL165C","UNKNOWN S0006086","YPL165C","Unknown",12
"YPL166W","YPL166W              UNKNOWN                                 UNKNOWN                                 S0006087","YPL166W","UNKNOWN S0006087","YPL166W","Unknown",12
"YPL183C","YPL183C              UNKNOWN                                 UNKNOWN                                 S0006104","YPL183C","UNKNOWN S0006104","YPL183C","Unknown",12
"YPL186C","YPL186C              UNKNOWN                                 UNKNOWN                                 S0006107","YPL186C","UNKNOWN S0006107","YPL186C","Unknown",12
"YPL196W","YPL196W              UNKNOWN                                 UNKNOWN                                 S0006117","YPL196W","UNKNOWN S0006117","YPL196W","Unknown",12
"YPL207W","YPL207W              UNKNOWN                                 UNKNOWN                                 S0006128","YPL207W","UNKNOWN S0006128","YPL207W","Unknown",12
"YPL217C","YPL217C              UNKNOWN                                 UNKNOWN                                 S0006138","YPL217C","UNKNOWN S0006138","YPL217C","Unknown",12
"YPL226W","YPL226W              UNKNOWN                                 UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0006147","YPL226W","UNKNOWN; SIMILAR TO MEMBERS OF THE ATP-BS0006147","YPL226W","Unknown",12
"YPL235W","YPL235W              UNKNOWN                                 UNKNOWN                                 S0006156","YPL235W","UNKNOWN S0006156","YPL235W","Unknown",12
"YPL238C","YPL238C              UNKNOWN                                 UNKNOWN                                 S0006159","YPL238C","UNKNOWN S0006159","YPL238C","Unknown",12
"YPL245W","YPL245W              UNKNOWN                                 UNKNOWN                                 S0006166","YPL245W","UNKNOWN S0006166","YPL245W","Unknown",12
"YPL273W","YPL273W              UNKNOWN                                 UNKNOWN                                 S0006194","YPL273W","UNKNOWN S0006194","YPL273W","Unknown",12
"YPR044C","YPR044C              UNKNOWN                                 UNKNOWN                                 S0006248","YPR044C","UNKNOWN S0006248","YPR044C","Unknown",12
"YPR098C","YPR098C              UNKNOWN                                 UNKNOWN                                 S0006302","YPR098C","UNKNOWN S0006302","YPR098C","Unknown",12
"YDR368W","YDR368W   YPR1       UNKNOWN                                 UNKNOWN; SIMILAR TO ALDO-KETO REDUCTASESS0002776","YPR1","UNKNOWN UNKNOWN; SIMILAR TO ALDO-KETO REDUCTASESS0002776","YPR1","Unknown",12
"YPR112C","YPR112C              UNKNOWN                                 UNKNOWN; SIMILAR TO PAB1P, PUB1P, NSR1P,S0006316","YPR112C","UNKNOWN; SIMILAR TO PAB1P, PUB1P, NSR1P,S0006316","YPR112C","Unknown",12
"YPR118W","YPR118W              UNKNOWN                                 UNKNOWN                                 S0006322","YPR118W","UNKNOWN S0006322","YPR118W","Unknown",12
"YPR136C","YPR136C              UNKNOWN                                 UNKNOWN                                 S0006340","YPR136C","UNKNOWN S0006340","YPR136C","Unknown",12
"YPR137W","YPR137W              UNKNOWN                                 UNKNOWN                                 S0006341","YPR137W","UNKNOWN S0006341","YPR137W","Unknown",12
"YPR142C","YPR142C              UNKNOWN                                 UNKNOWN                                 S0006346","YPR142C","UNKNOWN S0006346","YPR142C","Unknown",12
"YPR143W","YPR143W              UNKNOWN                                 UNKNOWN                                 S0006347","YPR143W","UNKNOWN S0006347","YPR143W","Unknown",12
"YPR150W","YPR150W              UNKNOWN                                 UNKNOWN                                 S0006354","YPR150W","UNKNOWN S0006354","YPR150W","Unknown",12
"YPR151C","YPR151C              UNKNOWN                                 UNKNOWN                                 S0006355","YPR151C","UNKNOWN S0006355","YPR151C","Unknown",12
"YPR169W","YPR169W              UNKNOWN                                 UNKNOWN                                 S0006373","YPR169W","UNKNOWN S0006373","YPR169W","Unknown",12
"YPR184W","YPR184W              UNKNOWN                                 UNKNOWN; SIMILAR TO GLYCOGEN DEBRANCHINGS0006388","YPR184W","UNKNOWN; SIMILAR TO GLYCOGEN DEBRANCHINGS0006388","YPR184W","Unknown",12
"YMR243C","YMR243C   ZRC1       ZINC AND CADMIUM ION HOMEOSTASIS        UNKNOWN                                 S0004856","ZRC1","ZINC AND CADMIUM ION HOMEOSTASIS UNKNOWN S0004856","ZRC1","Unknown",12
