"","GSM578408","GSM578409","GSM578410","GSM578411","GSM578412","GSM578413","GSM578414","GSM578415","GSM578416","GSM578417","GSM578418","GSM578419","GSM578420","GSM578421","GSM578422","GSM578423","GSM578424","GSM578425","GSM578426","GSM578427","GSM578428","GSM578429","GSM578430","GSM578431","GSM578432","GSM578433","GSM578434","GSM578435","GSM578436","GSM578437","GSM578438","GSM578439","GSM578440","GSM578441","GSM578442","GSM578443","GSM578444","GSM578445","GSM578446","GSM578447","GSM578448","GSM578449","GSM578450","GSM578451","GSM578452","GSM578453","GSM578454","GSM578455","GSM578456","GSM578457","GSM578458","GSM578459","GSM578460","GSM578461","GSM578462","GSM578463","GSM578464","GSM578465","GSM578466","GSM578467","GSM578468","GSM578469","GSM578470","GSM578471","GSM578472","GSM578473"
"A_06_P6718",-0.582905507,0.122046783,-0.058335784,0.151249631,0.163212489,0.056163182,-0.053746427,-0.493074585,-0.383519604,0.01428691,-0.062591973,-0.367286182,0.091593827,0.0176344,-0.232063315,-0.149258447,-0.420796852,0.058494441,0.118154636,0.150309439,0.135270339,0.16188291,0.074101459,-0.194581171,-0.290002392,0.180700652,0.172207648,-0.330688042,0.0677635,0.136820772,-0.426947702,-0.330445407,-0.179073708,0.222741239,0.188882612,0.344027727,0.226421404,0.21466703,0.194795144,-0.316175774,-0.360104059,-0.028749194,0.098159127,-0.48119926,-0.115836499,0.054064739,-0.353509725,-0.399947582,-0.566357251,-0.53193355,-0.600984082,-0.557949621,-0.327438228,-0.296305761,-0.524639365,-0.344756267,-0.541087131,-0.605129465,-0.549430655,-0.330830922,0.111947146,0.138470043,-0.474289369,-0.481976684,0.206614045,0.247497548
"A_06_P6719",-0.045774937,-0.002739783,0.121109628,0.039460158,0.056314643,0.143100574,0.055665467,-0.127500692,8.97e-05,0.201048825,0.067872129,-0.02578834,0.277533741,0.173389101,0.080097769,0.033003707,-0.007328975,0.072495635,0.228681354,0.048923969,0.143811484,-0.017239923,0.236186214,-0.023594563,-0.018092603,0.097563824,0.222186773,-0.151000739,0.124671575,0.179277043,-0.187586196,-0.075262327,-0.407007954,0.215743399,0.1807899,0.010580692,0.155383691,0.103101585,0.394736575,-0.346228378,-0.323850021,0.032079316,0.109888217,-0.407507813,0.153256599,0.262632627,-0.366263565,-0.440245577,-0.199209733,-0.103823357,-0.180374123,-0.186546553,-0.183221808,-0.07813186,0.063244608,-0.043288041,-0.213206674,-0.246540431,-0.221688951,-0.164298863,-0.19254859,-0.22789427,-0.084234299,-0.14692427,-0.084482367,-0.239287735
"A_06_P6720",-0.612476069,-0.093429786,0.333020973,0.09773209,0.075719986,-0.15432761,0.05611967,-0.80794151,-1.048179475,0.088186774,0.012709945,-0.922381255,-0.135391746,-0.120931338,-0.963852204,0.27092063,-0.785230183,0.120769321,0.143696739,0.040043344,0.163274575,-0.140594872,0.122985325,-1.301821087,-1.081896093,0.095725535,-0.084105418,-1.016555801,-0.188668612,0.01617492,-1.080354207,-0.944763949,-0.723507111,0.245488917,0.24908399,0.211407173,-0.001746272,0.369623994,0.03252259,-1.131428509,-1.106006963,0.212322782,0.067676494,-0.891353651,0.149607141,-0.024334117,-1.147711854,-0.963215599,-0.848551931,-0.863245771,-0.929376948,-0.970326167,-0.349429241,-0.348665242,-0.573782366,-0.285124736,0.040881272,-0.359983283,-0.077992398,0.015201229,0.257031511,0.4067788,-0.558287132,-0.264595324,-0.432596969,-0.213148407
"A_06_P6721",0.10519024,0.218961113,-0.142316197,-0.113444102,-0.081767423,-0.070471856,-0.275219919,0.123444128,0.37155439,-0.04096558,0.003378718,-0.001481304,0.178119122,-0.242327244,0.074194399,-0.288227009,0.074493868,-0.117096775,-0.066441887,0.000445365,-0.134381763,0.08532759,-0.15617435,-0.09331123,0.098417368,-0.053614465,-0.043570442,0.155774495,0.044814535,-0.105800741,0.015737165,0.118732796,0.056826177,-0.105081524,0.056585783,-0.183126758,0.394571834,-0.323471156,0.217590208,0.35533982,0.164774581,0.178809512,0.482934303,0.066907032,0.419627289,0.277503288,0.568122053,0.004317747,0.174367282,0.110137155,0.096251614,0.17695328,0.023186144,-0.092238618,-0.056418842,0.064572065,-0.016381611,-0.059601229,0.034284232,-0.012722158,0.051677385,-0.020068109,-0.072982373,-0.269567024,-0.178470571,-0.120836335
"A_06_P6722",-0.098683131,-0.099408621,0.007197982,0.001685828,-0.192054889,0.048136191,-0.065848911,-0.039524468,-0.017268405,-0.028241001,-0.088042469,-0.067327805,-0.116470661,-0.013170188,-0.06117376,-0.057858664,-0.167878101,-0.028595356,-0.095303042,-0.10134649,-0.112679823,-0.044467449,-0.115876322,-0.125431696,0.107288913,0.010794781,0.006317286,-0.046424264,-0.068294209,-0.016194396,-0.000657021,0.010260658,-0.106376165,-0.109040414,-0.074601886,-0.027162867,-0.062160699,-0.023819828,-0.205012871,0.106908346,0.2964129,0.168659305,-0.30468573,0.108999011,0.028808249,-0.140307049,-0.255471911,0.061442171,-0.004601129,-0.059537461,-0.082475692,-0.13051058,-0.148957839,-0.044985322,-0.2129302,-0.080544647,-0.063951508,-0.228824658,-0.064259685,-0.001427134,0.199217318,0.198991605,-0.191025584,-0.111100276,-0.059829348,-0.05237745
"A_06_P6723",-0.280900577,-0.200371455,-0.142051519,-0.043139724,-0.060696119,-0.034062536,-0.155713098,-0.311333102,-0.371044843,0.168159605,0.014335818,-0.268777608,0.051671954,-0.104644747,-0.028824267,-0.152082238,-0.034030655,0.046365127,0.20304536,-0.000944061,0.272413679,0.010362921,0.232799276,-0.1092775,-0.042844634,-0.000445009,0.152440313,-0.40950715,0.101317767,-0.125808022,-0.204629037,-0.327655433,-0.927254217,-0.271370252,0.0364095,-0.199867409,-0.111997423,-0.010817182,0.485369436,-0.7407827,-0.57094111,0.068208409,0.059776041,-0.48704969,-0.044231657,0.140058029,-0.685820122,-0.474645432,-0.355370124,-0.434140835,-0.36870649,-0.52306478,-0.20503146,-0.094754669,-0.063578836,-0.170823525,-0.161625022,-0.09783949,-0.24797934,-0.191920757,-0.545577439,-0.363950596,0.001594077,0.216154241,-0.360631273,-0.441766794
"A_06_P6724",0.058190087,-0.131016246,0.222543994,0.186080569,0.070256949,0.133257931,0.188316206,-0.029831419,-0.17827401,0.17061635,0.055366458,0.03812196,0.12509057,0.097857264,0.046613088,0.102390747,-0.020340754,0.089457171,0.044354671,0.029802465,0.159895957,0.186508863,0.106338285,-0.031289076,0.034397944,0.14222157,0.16338796,-0.09471422,0.096165447,-0.003602188,-0.022952153,-0.065657217,0.086181132,0.096363367,0.006922209,0.063976444,-0.037681789,-0.14144731,0.077540338,0.107414966,0.067709722,-0.014500241,0.024632285,0.157978439,-0.083990984,0.002384843,0.114968604,0.169297118,-0.134144013,-0.132473254,-0.114234845,-0.220954952,-0.289616539,-0.451583484,-0.267157864,-0.308519709,-0.167104742,-0.243250945,-0.295476495,-0.320109361,-0.100318027,0.005806501,0.000338854,0.00824221,0.346699026,0.41203297
"A_06_P6725",-0.243018766,0.068859085,0.096179681,0.018747138,0.203608577,0.015760313,-0.218990555,-0.192062812,-0.133923874,0.225285549,0.27770946,-0.32677227,0.246351591,-0.031216225,-0.1272656,0.159726678,-0.323170164,0.180942242,0.207907894,-0.039486744,0.130174086,-0.051150557,-0.052773381,-0.154417554,-0.048805836,-0.019164748,0.021499642,-0.321698253,0.059423501,0.037532302,-0.316409557,-0.326434855,-0.514899475,-0.027260119,0.130426134,0.03840932,0.158058057,0.180076177,0.124536836,-0.515913579,-0.431037868,0.305867314,0.24086062,-0.445189555,0.153211967,0.196847834,-0.351563823,-0.477207522,-0.363237756,-0.418165088,-0.467615697,-0.395646782,-0.428264417,-0.369368194,-0.098981735,-0.422703032,-0.530491374,-0.412539398,-0.637673139,-0.626237397,-0.559236952,-0.563410959,-0.097472575,0.035106995,0.17675385,0.141608941
"A_06_P6726",0.210246322,0.113476682,0.157251019,0.160617425,0.118029501,0.226985448,0.111817491,0.343836608,0.269052469,0.020302813,0.020418604,0.292491752,0.136930346,0.060520347,0.311131628,0.109815419,0.16984864,-0.084701766,-0.079041635,0.163367263,0.082938608,0.037850908,0.003589282,0.320154056,0.263842673,0.050088235,0.006541783,0.316310787,0.037707442,0.067494524,0.329779283,0.324325145,0.624249058,-0.128400874,-0.134770579,-0.044545178,-0.014717625,-0.150992424,-0.259350604,0.512538171,0.521082172,-0.057415034,-0.181305468,0.254387069,-0.218377779,0.106587527,0.524700248,0.336639423,0.353945216,0.343487466,0.358349714,0.379061285,-0.014681816,-0.057159378,-0.091161195,-0.02304494,-0.173065904,-0.150038307,-0.131110558,-0.066286835,0.087479938,-0.033517076,-0.075312019,-0.147929859,0.211265869,0.135419743
"A_06_P6727",-0.068410337,0.034889489,-0.109730422,0.013003428,-0.09917378,-0.085810838,-0.237834194,-0.173080335,0.019806814,-0.13469628,-0.108579066,0.012549023,-0.064622123,-0.01978512,-0.211451986,-0.086321401,-0.129444435,0.038498812,0.064847674,-0.093727754,-0.089743344,0.120168648,0.020377704,-0.102203285,-0.02041304,-0.041632333,0.074112697,0.0466254,0.050000404,-0.165415829,0.107292733,0.022651145,0.095768478,-0.059831758,0.172807901,0.10243529,0.02361463,0.081053822,0.02230821,-0.13506953,0.036507594,-0.033304651,-0.007695818,0.244230133,-0.239088374,-0.126449584,-0.094322233,0.173887134,0.061895447,-0.046731996,-0.04866027,-0.047412161,0.071188476,0.121134619,-0.00342794,0.123405423,0.184087226,0.033872675,0.195935945,0.143966662,0.020326923,0.047512612,-0.143307759,-0.075039884,0.013922986,-0.059048774
"A_06_P6728",0.007113171,0.002453402,0.037658914,-0.115225347,0.023256319,0.056233541,0.044600409,-0.078986804,0.169388082,-0.139849266,0.126553936,-0.221255359,0.19362533,-0.056481555,-0.176638086,0.033386743,-0.192980763,-0.096217334,0.10386386,0.081291212,-0.002273167,0.07741824,0.114396751,-0.194704508,-0.031850227,-0.011903207,0.144027055,-1.040888581,0.189145582,0.029177562,0.048626509,-0.131014229,-0.143395586,-0.023858159,0.125667909,-0.417610483,0.313980815,-0.063536231,0.141609512,-0.336562697,-0.209828903,-0.167927683,0.076366069,0.318503583,0.426082921,0.209662116,0.068174583,0.446213774,-0.242070326,-0.203012479,-0.110861771,-0.096756486,-0.077302823,-0.033745743,-0.11438506,-0.07876309,0.051526207,0.025214923,0.078656036,0.110525257,-0.133469761,-0.091969619,-0.118237462,-0.15207833,-0.323882757,-0.523582961
"A_06_P6729",-0.23849763,-0.28490827,-0.276053668,-0.185355364,-0.107464212,-0.089843948,-0.211288254,-0.337345756,-0.450187487,-0.002483654,-0.329122922,-0.176461685,-0.123319077,-0.056864989,-0.083273599,0.014668288,-0.365020266,-0.335542246,-0.356460668,-0.260188008,-0.262232238,-0.304619782,-0.255493336,-0.249092284,-0.272851032,-0.183493546,-0.389186642,-0.249696593,-0.33785907,-0.08232286,-0.236958971,-0.193959988,0.266535701,0.711247809,0.58166047,0.798297016,0.626669702,0.985291859,0.805359356,0.228084499,0.151209178,0.523974224,0.398526937,0.271113009,0.358361107,0.453454464,-0.05123688,0.247837304,-0.073987912,-0.149070435,-0.138247074,-0.179570608,-0.086123476,-0.124354275,0.00039622,-0.142282663,-0.097365088,0.059401973,-0.106549003,-0.190966678,-0.371650596,-0.443614403,0.000716177,0.103833299,-0.197580225,-0.034443519
"A_06_P6730",-0.281219611,0.036618193,-0.05946044,-0.022178761,0.01598474,0.107534547,0.017324141,-0.198513971,-0.228621761,-0.164332019,-0.210298412,-0.15469705,-0.060030409,0.125540568,-0.237116792,0.038926358,-0.210208044,-0.104017901,-0.057097277,-0.044070494,-0.068554886,0.050024533,-0.035364181,-0.079208285,-0.162124198,-0.023887598,-0.181632433,-0.199786065,-0.090216572,-0.008858666,-0.241750896,-0.163128272,-0.191676505,-0.085466201,-0.144346548,0.140510779,-0.133727175,0.050612268,-0.116289638,-0.531038063,-0.493954954,-0.216284289,-0.042703173,-0.467417619,-0.255099358,-0.092511638,-0.416575056,-0.483914665,-0.170347371,-0.139208926,-0.152147452,-0.14588189,-0.046086444,-0.066690868,-0.006511926,0.070460433,0.103369092,0.03446437,0.037326384,0.116065106,-0.044485417,-0.07276886,-0.06392975,-0.077203597,-0.231477096,-0.495375493
"A_06_P6731",-0.076635635,0.144437307,-0.199646168,0.004478468,-0.140371178,-0.115940761,-0.1553415,0.087956361,-0.059498334,-0.172507916,-0.100384497,0.037860142,-0.261461352,-0.115162261,-0.166294498,-0.087779393,-0.085727506,-0.121052447,-0.141125694,-0.047683532,-0.18042856,-0.124379793,-0.270936981,0.00337706,-0.044245059,-0.154031227,-0.240472787,0.201740332,-0.194085501,-0.146677285,-0.072634742,0.067205003,0.111136427,0.013485773,-0.250903216,0.032469939,0.001835284,-0.199325097,0.012391728,0.328441311,0.134668956,0.269277299,0.283702407,-0.094144467,0.10601943,0.130585381,0.314247037,-0.037969219,0.216427546,0.244276617,0.076710462,0.21590252,0.170008736,-0.02395767,-0.040546846,0.063167179,0.081040844,0.054691973,0.021201482,0.204332705,0.23012358,0.225026325,-0.362837224,-0.218299922,0.168215874,0.232793438
"A_06_P6732",-0.094687685,0.100365989,-0.042521175,-0.052514658,-0.01193267,0.099464774,-0.089679759,0.047836381,-0.120548139,-0.131669458,-0.056133651,-0.133084587,0.166147839,-0.006085779,-0.043705289,-0.095548234,-0.135859619,0.01168805,-0.008060854,-0.123049915,-0.143093351,0.00984283,-0.053328063,-0.043174176,-0.077357364,-0.0519062,-0.149526606,-0.166176086,-0.078006004,0.034948165,-0.165815301,-0.044758035,-0.025278135,0.032871013,-0.372219861,-0.010513842,-0.403684172,-0.188092901,-0.298265301,-0.244202859,0.102936028,-0.37626183,-0.235634823,0.278781056,-0.371155788,-0.070674798,0.116920556,0.30973381,0.070500756,0.132146798,0.09399992,0.086860037,-0.291114373,-0.257251107,-0.265679812,-0.218074091,-0.229916983,-0.359449069,-0.384680061,-0.277960233,0.011278085,0.127128841,0.071662559,-0.060752549,0.363697644,0.384935924
"A_06_P6733",-0.454187327,0.042239168,-0.41272984,-0.354626172,-0.436342377,-0.555327362,-0.131072675,-0.346254,-0.145614283,-0.523641933,-0.031952243,-0.531660082,-0.26724682,-0.63632607,-0.612171666,-0.474220335,-0.356683855,0.062713082,-0.125397698,-0.307244291,-0.421311379,-0.160866627,-0.311287581,-0.432376473,-0.330629378,-0.055961928,-0.082954586,-0.460300982,-0.17777285,-0.214433822,-0.316344928,-0.471462093,-0.557174935,-0.745961159,-0.845985931,-0.711680005,-0.915195764,-1.199436853,-1.132411973,-1.088843602,-0.854751884,-0.647984301,-1.147566614,-0.388198,-1.189287571,-0.778000528,-0.907019297,-0.81829893,-0.226297129,-0.255191857,-0.26532257,-0.179689811,-0.175049238,-0.190844513,-0.085597028,-0.272764032,-0.271424508,-0.248821585,-0.224642243,-0.302131776,-0.240118493,-0.163788284,-0.20963547,-0.149183428,-0.24509839,-0.155262303
"A_06_P6734",-0.200646872,0.085701425,-0.185510186,0.064774021,-0.024114597,0.001903253,-0.077231551,-0.052501031,0.019804499,-0.064004708,0.110886278,-0.154962087,-0.077053208,-0.052659527,-0.22284365,-0.099094126,-0.191190067,-0.082590101,-0.13408203,0.012369356,-0.136695774,0.124770442,-0.158878128,-0.083010506,-0.22911962,0.012935827,0.035407736,-0.085829454,-0.109158623,-0.046910306,-0.100614429,-0.076343213,-0.449731313,0.050441383,0.360283379,-0.018644736,0.316127398,0.1190521,0.302951923,-0.337637511,-0.328014007,0.02579537,-0.056633089,-0.241063684,0.002726074,-0.011957751,-0.431764697,-0.261384402,-0.138933385,-0.130597753,-0.128467583,-0.070705583,-0.185770418,-0.151803295,-0.182008233,-0.013157487,0.002986033,-0.186836496,-0.041541433,-0.067053099,-0.210207642,-0.064962623,-0.153310763,-0.049670621,0.070930432,0.084654795
"A_06_P6735",-0.057405826,-0.159216106,-0.038944439,-0.088772474,-0.042025556,-0.00853049,0.021853395,-0.063310504,-0.069620857,-0.026783088,0.029531806,0.054016273,0.050191007,0.135278295,0.042592639,0.024102648,0.044534146,0.029824755,0.026804032,-0.012203594,0.040862615,-0.03993688,0.000521268,0.014279774,-0.062064427,-0.125438551,0.019484166,0.04186429,-0.031240861,0.012206767,-0.043071184,-0.114852407,-0.252085814,0.087158932,0.385025175,-0.09807975,0.070945593,0.186088172,0.425175729,-0.087653926,-0.063706269,0.083859276,0.160033469,-0.139741556,0.224478305,0.290176274,-0.134281625,-0.086593446,-0.000893378,-0.092061384,-0.046934934,-0.109741443,0.023131375,0.192393748,0.107268969,0.15883954,0.121336564,0.025431358,0.183512382,0.139219173,-0.059047217,-0.08830902,0.137935701,0.232595404,-0.054416913,-0.084813545
"A_06_P6736",-0.085820188,-0.110643588,-0.093735567,-0.271980372,-0.00186233,0.119050007,-0.036019572,0.04350235,-0.155346374,0.004261934,0.012583562,0.176891399,-0.059183953,0.270428376,0.03720454,0.045593562,-0.004377077,0.031707516,0.035148803,0.11494833,-0.041670926,-0.037133311,0.005372723,0.169907884,0.122826083,-0.043468444,-0.011933504,0.138158035,-0.005750556,0.043959158,0.039364093,0.13447812,-0.090780381,0.081829628,-0.054889181,-0.022322516,-0.124720104,0.204615646,0.04379884,-0.139506239,-0.141967396,-0.11865881,-0.082085793,0.006752895,0.08569872,0.224970207,-0.104650651,-0.008085788,0.059074764,0.012674355,0.094934606,-0.00834613,0.013911277,-0.031442665,-0.068669774,0.043179161,0.101891829,0.068302807,0.1255648,0.108860115,0.077429133,0.13607124,-0.017463995,-0.09241111,0.02886892,-0.050443649
"A_06_P6737",0.120718827,-0.296851626,0.010154383,-0.144386148,-0.106454584,-0.209744064,0.001498138,0.121790524,0.038229334,-0.175756765,0.137702932,0.158306502,-0.135872754,0.108250341,0.191490872,-0.003472814,0.23923158,0.083175976,-0.056068219,0.006748543,0.053146529,0.028088978,0.115796162,0.118965973,0.044677439,-0.10321094,0.075035216,0.19108341,-0.100302339,0.064042955,0.148638008,0.24368705,-0.439175493,-0.221120856,-0.069846547,-0.315055461,-0.042513485,-0.069576167,0.055973173,-0.234031311,-0.299929383,0.089380972,0.137243898,-0.211308767,0.068235763,0.064697391,-0.216069649,-0.07175426,0.103518883,0.190899941,0.170146378,0.156476056,-0.153379972,-0.078102371,-0.169140279,-0.054877545,-0.058978876,-0.071768347,-0.060024173,-0.091201666,-0.117574968,0.018888114,-0.030210856,0.098726332,0.038994796,0.062196622
"A_06_P6738",0.805071663,0.116350397,-0.073570406,0.293486957,0.45637392,-0.08295894,-0.353252539,0.745704587,0.966432523,-0.324816431,-0.160078758,0.573993949,-0.461773455,-0.579481339,0.908186713,-0.242509171,0.392309044,-0.226618016,-0.118358701,0.424423276,0.122459771,0.092594506,-0.01930326,0.383371799,0.523970549,0.078797901,0.091554258,0.54697883,-0.415160239,-0.219774495,0.377247386,0.604345005,0.176936908,0.094323125,0.031184733,-0.462055585,-0.132679358,0.057745985,-0.023907506,0.114631294,0.021372458,-0.202346427,-0.103323437,0.519339532,0.414750013,0.144924115,0.181556612,0.602739262,0.877987309,0.708919419,0.624855546,0.844993135,0.767832414,0.953151788,0.356672361,0.828251565,0.437866013,0.385496563,0.815957177,0.630246906,3.091234723,3.168895984,-0.381066801,-0.385682011,0.544771542,0.721357885
"A_06_P6739",0.064615407,0.341990767,0.284685812,-0.059349185,-0.190348508,0.250841264,0.0051434,-0.088685502,0.130403345,-0.119799878,-0.092495564,0.122388709,0.171813196,0.216710104,0.161270251,0.058534395,-0.016708211,0.246650101,0.055785439,0.014360821,-0.237936059,0.261913102,-0.027113868,0.155492964,0.192854023,-0.045737634,-0.000490214,0.150954493,0.142236224,0.240674667,0.115560071,0.105854038,-0.200534072,-0.771708472,0.331346478,0.047816,0.481560055,-0.321133846,-0.188258916,0.076262881,0.346728162,0.404228175,0.231693333,0.738950717,-0.012899618,-0.256579135,0.177535563,0.714816642,-0.041563506,-0.072379674,-0.039859331,-0.002972337,-0.126863073,-0.164505108,-0.013407313,-0.104684492,-0.486916157,-0.177988224,-0.437153899,-0.536114605,-0.079120586,-0.070923631,0.260916176,0.166177587,0.144267993,0.140324454
"A_06_P6740",0.0396336,-0.009961893,0.071624273,0.084948434,-0.054958919,-0.098189687,-0.062619788,-0.129210898,-0.157716036,-0.112693041,-0.205115088,-0.075852741,-0.131740591,-0.248575837,-0.219202578,-0.005572651,-0.124219671,-0.087664588,-0.0186437,0.063539348,-0.051824316,-0.085782504,-0.031546258,-0.092673921,0.023411508,-0.029145313,0.049071538,0.020662109,0.056344312,-0.011598366,-0.097562374,0.039116565,-0.071119782,-0.170200633,-0.186260691,-0.031194854,-0.033801482,-0.05234171,-0.089363187,-0.11081186,-0.068935586,0.087035668,-0.15085826,-0.064301109,-0.21942648,-0.204175262,-0.212817312,-0.105248712,0.019205537,0.05908164,0.006270404,-0.001432044,-0.002333024,-0.070405582,-0.083480936,-0.055515885,-0.03360996,-0.124193606,-0.011704101,-0.05549803,0.029097831,-0.037663189,0.060761576,0.08160207,0.036134115,0.097339418
"A_06_P6741",-0.117637838,-0.2610939,0.085489523,-0.062994109,-0.082535768,0.022013128,0.046547419,-0.09403821,-0.300715794,-0.134049763,-0.056240762,-0.079751364,-0.089129653,0.137870092,-0.109549479,0.025638738,-0.155575783,-0.034828319,-0.029618005,-0.132198806,-0.023426587,-0.119637229,-0.081237221,-0.048867239,-0.085388919,-0.280954104,-0.190872488,-0.09766961,-0.10495016,-0.093046322,-0.102164171,-0.069695872,-0.007167194,-0.061789219,-0.203578098,0.089200682,-0.418336967,-0.047634009,-0.444598548,-0.151798203,-0.130918804,-0.132220839,-0.381877042,0.126977268,-0.197435534,-0.338655503,-0.237404184,0.132944558,-0.103244974,-0.095608823,-0.09124341,-0.090135476,-0.208480744,-0.141989875,0.009665792,-0.259336973,-0.289892076,-0.097976073,-0.182196946,-0.250583661,-0.015620276,-0.203375024,0.208754097,0.217194276,-0.082970477,-0.00794575
"A_06_P6742",-0.10597585,-0.079681024,0.063272213,-0.252611377,-0.192627537,-0.180340208,0.117002077,-0.083523803,-0.025287459,-0.013329767,-0.202048444,-0.255852925,-0.119636332,0.029832968,-0.262995614,-0.280270879,-0.179366866,0.216892052,-0.075352576,-0.116715468,-0.044775051,0.089998182,-0.096855034,-0.174523267,-0.13973867,0.12950772,0.023379836,0.111631182,-0.060849806,-0.050882688,-0.031808797,-0.086377514,-0.297798175,0.013550659,0.149444994,0.010314311,0.159729569,0.08870633,0.052829181,-0.500449161,-0.343789117,0.134320236,0.076706862,-0.31576913,0.030103405,-0.161712981,-0.525793099,-0.082274778,-0.093333902,-0.113687829,-0.181853145,-0.218514823,-0.111142135,-0.247212888,0.162880841,-0.322860086,-0.381210867,-0.271615061,-0.222904301,-0.377243697,-0.255445281,-0.28362515,0.031361953,0.199013912,-0.004838131,-0.028952445
"A_06_P6743",-0.088739111,-0.213869713,0.084966598,-0.266229818,0.186216342,-0.213899496,0.148461533,-0.151265659,-0.151532396,-0.030119259,0.194827384,-0.428265895,-0.045677732,-0.005125895,-0.006896004,-0.035238737,0.103446617,0.013807454,0.153974426,-0.196265525,0.223436932,0.044926304,0.248958543,-0.226811689,0.067523958,0.135342027,0.325266552,-0.260237339,0.268891189,0.134335772,0.055218101,-0.187959043,-0.19251551,-0.123198056,0.291924185,-0.110590335,0.227743085,0.137823109,0.243980024,-0.16032912,-0.244632938,0.230437121,0.216196054,-0.0475169,0.246408468,0.118873995,-0.156720902,-0.080430212,-0.188794017,-0.362138232,-0.269786131,-0.278343066,0.09614853,0.204281703,0.171676971,0.0552475,0.122742058,0.264441214,0.211593751,0.180303904,-0.274343836,-0.195664564,-0.057088265,0.036233573,-0.273047594,-0.428566134
"A_06_P6744",-0.381483191,-0.034990624,-0.297379149,-0.057099611,-0.262860999,-0.037178378,-0.300283186,-0.27395054,-0.300062887,-0.120628981,-0.198644448,-0.399088556,-0.133961064,0.014413433,-0.429737139,-0.124088659,-0.370513858,-0.154634399,-0.206860917,-0.168370596,-0.376017035,-0.133765771,-0.269801842,-0.334306573,-0.387105754,-0.071537368,-0.246672665,-0.343274758,-0.203662292,-0.070475378,-0.390321204,-0.372585634,-0.153493504,-0.015291301,-0.122249429,-0.155189321,-0.355389291,0.042164286,-0.101040567,-0.263814324,-0.262764924,0.068019126,-0.117175017,0.088432253,0.157466628,-0.083900423,-0.200731204,0.049690487,-0.119522729,-0.090597839,-0.098432205,-0.096011699,0.021911815,-0.166236062,-0.046457409,-0.049679722,0.012654988,-0.087089718,0.056004897,0.012817555,0.101258472,0.121317078,-0.20249663,-0.038995334,0.097265053,0.070187312
"A_06_P6745",0.57852895,0.135741243,-0.480328219,0.009459411,-0.401734075,-0.003444388,-0.48477318,0.867617734,1.018596147,0.047041348,-0.274355986,1.218857781,0.057756211,-0.075193069,1.384503737,-0.812600441,0.941601621,-0.030532262,-0.174520604,-0.049439686,-0.072864624,0.10159566,-0.295072775,1.361370543,1.084420988,0.162870668,-0.062785773,1.099342643,0.144788932,-0.206367572,1.068539646,0.988688239,1.397869307,-0.14002429,0.289347355,0.04632169,-0.018917073,0.007383254,-0.04847463,1.50278996,1.445698049,-0.183551508,-0.193554857,1.67623033,-0.049702285,-0.091167611,1.388357407,1.844015814,0.60067128,0.97598606,0.819310699,0.829991471,0.130355542,0.145997556,0.05549437,0.048841033,-0.083156165,0.059542097,0.136380359,0.136424576,0.014280164,0.207883393,0.373354714,0.259184433,0.191049035,0.228127484
"A_06_P6746",3.961847458,-0.052283679,-1.262821344,-0.01504902,-1.661439257,-0.063113842,-1.15302536,4.225043112,3.988642082,-0.017305548,0.09578081,4.591469092,-0.083380454,0.512876858,4.356345371,-1.112289517,3.96988564,-0.057738346,-0.980076569,-0.067502774,-1.586228169,0.026107659,-1.110589305,4.602096539,4.272382684,-0.050498322,0.006260898,4.68651788,-0.034151725,0.539228562,4.480717553,4.791955556,2.00701762,-0.108716685,0.657463643,0.003766965,0.800913557,-0.0792486,0.49743176,2.16908525,2.613410202,-0.042307621,-0.169050343,2.564544828,-0.136667784,-0.300191434,2.850022834,2.609977848,4.023957323,4.112933747,4.103454338,4.103454338,1.120438048,0.632425544,1.216068196,0.91306992,0.54352768,1.034901563,0.946174272,0.402174229,0.242372208,0.391913371,0.239393434,0.315772761,0.233036367,0.603192286
"A_06_P6747",1.060246702,-0.489205017,-1.30965611,-0.358657467,-1.526426569,-0.322106733,-1.182332093,1.058352643,1.168472377,-0.420902487,-0.123886066,1.622215585,-0.21166706,0.311150282,1.321674142,-1.139829469,1.150396888,-0.328651714,-1.298589484,-0.28922021,-1.534334829,-0.18863443,-1.208036352,1.296817442,1.27301885,-0.47469986,-0.342073803,1.644606273,-0.236342253,0.065110936,1.46445299,1.661432867,0.425643501,-0.546355856,0.417380734,-0.699719165,0.47054859,-0.459880929,-0.037459619,1.236255389,0.921651788,-0.38924278,-0.500442112,1.432790266,-0.213141127,-0.649436237,0.915144198,1.693086508,1.54866905,1.502721287,1.520743743,1.402618581,0.124384585,0.082056359,0.055315697,0.042771348,0.241694057,0.171481714,0.23577889,0.269068395,0.31298579,0.165345565,-0.001781643,0.234157358,0.118588109,0.320825923
