Orthogroup,gene_id,original_id,cagl_id,scer_gene_name,functional_category,category_order
NA,YML060W,NA,NA,OGG1,Genome / Cell cycle,5
NA,YNL102W,NA,NA,POL1,Genome / Cell cycle,5
NA,YBL035C,NA,NA,POL12,Genome / Cell cycle,5
NA,YJR043C,NA,NA,POL32,Genome / Cell cycle,5
NA,YLL036C,NA,NA,PRP19,Genome / Cell cycle,5
NA,YOR217W,NA,NA,RFC1,Genome / Cell cycle,5
NA,YMR234W,NA,NA,RNH1,Genome / Cell cycle,5
NA,YML043C,NA,NA,RRN11,Genome / Cell cycle,5
NA,YJL080C,NA,NA,SCP160,Genome / Cell cycle,5
NA,YGL213C,NA,NA,SKI8,Genome / Cell cycle,5
NA,YLR178C,NA,NA,TFS1,Genome / Cell cycle,5
NA,YJR066W,NA,NA,TOR1,Genome / Cell cycle,5
NA,YNL299W,NA,NA,TRF5,Genome / Cell cycle,5
NA,YGR209C,NA,NA,TRX2,Genome / Cell cycle,5
NA,YNL227C,NA,NA,YNL227C,Genome / Cell cycle,5
NA,YGR285C,NA,NA,ZUO1,Genome / Cell cycle,5
NA,YGL156W,NA,NA,AMS1,Membrane / Trafficking,6
NA,YDR184C,NA,NA,ATC1,Membrane / Trafficking,6
NA,YML042W,NA,NA,CAT2,Membrane / Trafficking,6
NA,YAL059W,NA,NA,ECM1,Membrane / Trafficking,6
NA,YMR128W,NA,NA,ECM16,Membrane / Trafficking,6
NA,YKR076W,NA,NA,ECM4,Membrane / Trafficking,6
NA,YLR083C,NA,NA,EMP70,Membrane / Trafficking,6
NA,YCR034W,NA,NA,FEN1,Membrane / Trafficking,6
NA,YEL042W,NA,NA,GDA1,Membrane / Trafficking,6
NA,YEL011W,NA,NA,GLC3,Membrane / Trafficking,6
NA,YGL225W,NA,NA,GOG5,Membrane / Trafficking,6
NA,YHR096C,NA,NA,HXT5,Membrane / Trafficking,6
NA,YKL110C,NA,NA,KTI12,Membrane / Trafficking,6
