tx	gene_id	Cgla.t0000.b1.L001	Cgla.t0000.b1.L002	Cgla.t0000.b4.L001	Cgla.t0000.b4.L002	Cgla.t0015.b1.L001	Cgla.t0015.b1.L002	Cgla.t0015.b2.L001	Cgla.t0015.b2.L002	Cgla.t0030.b1.L001	Cgla.t0030.b1.L002	Cgla.t0030.b2.L001	Cgla.t0030.b2.L002	Cgla.t0045.b1.L001	Cgla.t0045.b1.L002	Cgla.t0045.b2.L001	Cgla.t0045.b2.L002	Cgla.t0060.b1.L001	Cgla.t0060.b1.L002	Cgla.t0060.b2.L001	Cgla.t0060.b2.L002	Cgla.t0090.b1.L001	Cgla.t0090.b1.L002	Cgla.t0090.b2.L001	Cgla.t0090.b2.L002	Cgla.t0120.b1.L001	Cgla.t0120.b1.L002	Cgla.t0120.b2.L001	Cgla.t0120.b2.L002	Cgla.t0180.b1.L001	Cgla.t0180.b1.L002	Cgla.t0180.b2.L001	Cgla.t0180.b2.L002	Cgla.t0240.b1.L001	Cgla.t0240.b1.L002	Cgla.t0240.b2.L001	Cgla.t0240.b2.L002	Cgla.t0360.b1.L001	Cgla.t0360.b1.L002	Cgla.t0360.b2.L001	Cgla.t0360.b2.L002	Cgla.t0480.b1.L001	Cgla.t0480.b1.L002	Cgla.t0480.b2.L001	Cgla.t0480.b2.L002
rna-gnl|PRJNA600925|mrna.GWK60_F00209	gene-GWK60_F00209	22.815198	28.103095	24.43224	28.626303	22.442682	25.822044	21.935049	27.727947	52.694925	53.87158	40.114071	55.50523	12.671579	22.750436	25.574452	21.767105	6.469873	14.930241	16.667684	20.413703	28.319025	18.02385	15.985806	27.267782	41.406251	49.985829	44.654151	57.368732	110.354312	103.822533	105.692299	123.267228	126.469194	151.598723	129.999453	150.934818	132.991289	148.880791	151.700761	149.321574	120.752387	122.132813	146.915386	124.375068
rna-gnl|PRJNA600925|mrna.GWK60_F00231	gene-GWK60_F00231	463.809409	476.240954	462.958563	443.811518	279.224059	287.354825	313.011131	297.585487	864.960529	869.879987	891.117834	867.891326	2374.154918	2344.377921	2373.163832	2331.137137	3093.015402	3127.087432	3095.247709	3081.350461	1143.889781	1184.97362	1218.649419	1232.348821	552.307312	539.379161	550.342205	533.847798	308.680212	308.063996	364.047825	386.995244	433.412302	430.004318	401.363618	423.568572	382.834538	385.737844	354.208135	365.978315	329.516433	331.015268	328.803489	320.339686
rna-GWK60_F00253	gene-GWK60_F00253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.909716	0	5.863933	5.286648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-gnl|PRJNA600925|mrna.GWK60_F00275	gene-GWK60_F00275	216.984177	212.276078	213.266376	212.156379	259.529659	264.236446	265.325313	266.731268	583.361934	585.002385	564.936783	561.524308	304.945779	316.046396	287.077678	295.196982	41.517273	39.170381	33.967764	35.61764	32.705826	30.773863	31.638451	35.636485	51.948202	65.218618	65.536057	69.646679	190.774365	187.486238	176.35719	178.914871	312.107361	300.349355	296.741201	294.061177	334.808188	336.43499	341.461872	349.223524	337.977223	340.924966	348.797541	334.01891
rna-gnl|PRJNA600925|mrna.GWK60_F00297	gene-GWK60_F00297	100.300839	99.392258	97.243446	94.324536	98.119676	94.721185	98.515217	99.258533	128.051189	129.196401	146.558772	142.924269	104.729399	96.395346	84.758581	82.373673	43.082979	52.940504	52.44581	50.772219	35.467323	29.374097	33.627174	32.007187	29.572453	32.081862	28.631267	36.417894	42.239762	45.158088	36.597129	36.300624	52.040948	48.38156	46.944611	51.579293	56.38023	49.671698	50.526929	45.328261	38.884215	43.130267	43.224536	45.6713
rna-gnl|PRJNA600925|mrna.GWK60_F00319	gene-GWK60_F00319	51.293402	52.673126	47.994587	51.788861	44.997571	43.07647	44.140515	43.296182	47.815266	48.508469	47.287424	45.861154	43.36025	42.862293	43.324316	40.335144	26.36164	26.621331	23.062306	24.831764	15.309799	18.611609	18.585725	16.712765	22.98039	23.291815	22.334379	24.521323	33.18642	34.795082	33.359232	32.59311	36.425846	35.536807	35.637238	35.977084	32.257946	28.864368	29.662419	32.183946	22.584503	24.366766	21.745208	25.809703
rna-gnl|PRJNA600925|mrna.GWK60_F00341	gene-GWK60_F00341	27.130076	25.874362	23.6748	24.63361	38.541899	28.619517	30.148167	38.619274	35.764254	40.545555	34.543007	32.552161	21.735081	19.734215	19.955143	17.259965	11.203988	10.47995	12.013135	9.567382	14.599788	9.60987	11.152051	9.458467	10.515792	15.060336	14.169797	15.842061	28.576744	25.492226	30.568127	33.915112	43.901111	34.232013	46.040306	34.878796	36.461548	39.103729	37.118365	35.347806	28.87731	42.046453	28.628261	35.929529
rna-gnl|PRJNA600925|mrna.GWK60_F00363	gene-GWK60_F00363	12.315283	12.558679	12.900922	13.367929	17.405111	16.701937	14.276862	15.879645	12.469531	11.796737	10.99114	12.050997	15.471101	16.287318	18.108885	18.535784	16.201895	16.14367	18.649668	18.789606	18.957745	18.80631	18.53753	18.521292	18.235608	17.696442	16.4108	17.302371	18.242771	18.165298	16.933126	17.855735	17.099862	17.482432	17.108201	16.827745	16.866638	17.687357	18.587208	18.936847	19.551598	20.306695	16.494773	17.043051
rna-gnl|PRJNA600925|mrna.GWK60_F00385	gene-GWK60_F00385	201.391602	198.217559	193.012167	202.470717	273.320656	281.032374	261.874563	270.510208	151.397399	145.886009	143.645516	144.511745	262.019532	255.415367	277.790662	276.283647	358.917567	370.231365	381.129346	374.292928	348.835066	361.646556	346.951725	360.238341	310.123608	310.821609	307.212662	312.171315	269.74636	270.890442	262.929408	254.008952	231.926479	235.166918	221.054331	223.334496	194.005986	194.511374	173.255284	178.005187	178.783716	179.336819	175.606859	178.351114
rna-gnl|PRJNA600925|mrna.GWK60_F00407	gene-GWK60_F00407	155.939079	171.111504	174.282254	165.058714	194.549816	190.97764	185.486516	192.572639	137.278679	137.385731	146.897146	146.919296	121.011911	123.824255	126.291203	126.605694	109.617245	113.855382	117.470173	116.609494	90.486123	89.173493	93.379054	94.051415	94.490314	93.702427	94.58901	95.857814	103.947336	97.757184	95.428439	93.435803	90.683364	98.13471	89.038858	86.12469	72.667517	76.038869	75.809918	75.327369	64.151229	67.272697	67.144027	65.66358
rna-gnl|PRJNA600925|mrna.GWK60_F00429	gene-GWK60_F00429	48.649893	46.706351	55.253504	41.490497	56.709294	61.020239	73.830957	70.708234	107.428206	111.086731	107.643076	113.380052	25.060512	23.764801	26.239745	22.029114	1.014511	4.610398	4.127112	0.934982	3.570722	3.162983	6.010103	8.271584	8.392109	11.182884	7.79262	6.602637	21.444173	24.978151	20.875054	16.574457	31.117774	28.860656	25.545101	29.709937	40.806341	34.710146	34.736637	32.369	35.274156	36.837731	35.574924	37.755328
rna-gnl|PRJNA600925|mrna.GWK60_F00451	gene-GWK60_F00451	73.792873	77.31293	72.328894	75.726418	81.291941	73.141387	78.376697	75.159766	69.762658	75.131706	69.211535	72.232854	123.571477	127.051405	125.130727	122.605845	135.455373	140.551857	133.880327	138.794789	114.56921	99.039999	103.515927	109.356699	97.101283	96.628933	104.213037	103.017521	88.546303	85.45787	97.230568	88.306942	94.133158	95.208652	91.076629	92.6253	76.451401	84.601383	79.628937	87.57532	74.195112	72.884941	68.648259	66.940227
rna-gnl|PRJNA600925|mrna.GWK60_F00473	gene-GWK60_F00473	332.584398	326.831389	331.227076	327.48994	857.304683	850.87268	737.451414	717.840689	110.498019	108.449151	121.444838	117.168124	669.673621	651.123168	697.182123	708.777552	2338.984441	2368.80782	2493.710897	2490.669415	2779.532467	2754.618029	2687.274908	2733.440548	2159.848871	2165.075656	2076.803655	2050.189846	1565.800487	1555.499917	1305.892997	1298.860908	1146.067855	1145.406533	1005.045166	1000.125816	895.238274	900.822249	916.831664	920.306987	1021.045281	1006.129627	1030.079578	1029.530626
rna-gnl|PRJNA600925|mrna.GWK60_F00495	gene-GWK60_F00495	59.385616	58.01515	63.338023	64.364917	76.604194	76.838466	66.601919	73.31154	73.802375	70.698172	61.540511	61.668086	61.918828	61.982626	67.309768	65.742585	35.568006	36.676421	40.614035	37.920768	24.994374	25.135223	23.212556	25.222329	22.353614	23.265367	19.920583	22.16672	19.127106	20.949208	24.111099	24.498449	30.280385	28.35737	28.749489	25.595654	29.134472	26.391188	31.046705	35.261994	35.443801	29.874275	28.121304	26.512682
rna-gnl|PRJNA600925|mrna.GWK60_F00517	gene-GWK60_F00517	1.538795	1.62007	0.734756	0.994433	0.770204	0.967527	0.440596	1.214744	0.68585	0.533494	0.803963	0.76189	1.638826	1.371655	0.801255	0.817495	1.430909	1.223122	1.434937	1.60357	1.378639	2.125721	2.148838	1.5368	1.752208	1.776257	1.536722	2.276661	2.319571	2.957568	1.21592	1.560028	1.374233	1.993936	2.158665	2.689522	2.229222	1.929694	2.376144	2.212866	2.78298	2.226843	2.3397	1.687979
rna-gnl|PRJNA600925|mrna.GWK60_F00539	gene-GWK60_F00539	59.358013	57.725083	62.417458	63.048554	54.55337	55.306909	50.554938	48.461626	46.007611	49.652531	45.089844	46.154609	61.462533	65.448706	70.281452	71.186368	59.119565	61.675327	63.152764	64.731801	35.039742	37.068265	34.418861	33.994539	36.969256	39.106513	40.445853	40.488734	50.102788	50.838337	52.36378	52.136412	52.595894	51.120485	53.486557	52.904462	40.381507	41.989883	47.569099	46.672951	35.884104	35.481814	31.716785	32.486125
rna-gnl|PRJNA600925|mrna.GWK60_F00561	gene-GWK60_F00561	214.446747	214.441657	205.145077	204.168341	499.555863	493.889741	471.7441	463.531818	170.136869	172.281244	165.984432	163.373095	265.446244	265.552622	275.542089	265.698856	402.976303	418.547109	405.634468	411.528276	400.550327	397.509037	388.960937	400.758516	422.625069	419.137109	391.563827	394.643064	435.451328	431.333819	385.916121	371.864145	350.878118	351.311637	351.656844	353.616578	298.924573	303.728377	303.479172	302.764259	271.149916	277.132348	270.038882	271.606666
rna-gnl|PRJNA600925|mrna.GWK60_F00583	gene-GWK60_F00583	14.57717	14.002575	13.207427	15.445857	16.260107	19.572907	16.855227	17.566693	11.292449	11.123059	11.785121	10.561722	3.007402	3.355495	2.934059	4.983299	1.240184	0.978036	1.624985	1.402347	1.685388	0.730938	2.778612	1.63187	2.820749	1.988711	1.876952	2.145192	2.888706	4.187958	3.714883	4.35689	5.751663	6.205596	5.362693	5.445497	6.740167	5.09827	5.41733	4.606621	4.974093	5.681692	4.206289	5.29323
rna-gnl|PRJNA600925|mrna.GWK60_F00605	gene-GWK60_F00605	28.388649	29.116231	30.495912	29.260068	30.560027	29.933269	30.37836	31.937562	29.130699	27.293724	24.693303	25.115101	29.595659	31.690636	32.7869	34.812163	25.393281	25.374724	24.144056	25.927787	20.990853	23.692167	22.538615	22.428277	23.080317	23.737136	25.562686	24.287836	24.513003	25.151334	28.764504	26.986805	28.226049	26.911962	29.116648	31.392626	28.554676	28.829791	26.692519	29.158714	28.29625	28.778883	26.245867	26.148618
rna-gnl|PRJNA600925|mrna.GWK60_F00627	gene-GWK60_F00627	127.054942	129.32177	137.177495	135.204103	111.249086	108.620652	109.078922	112.142075	115.439752	116.067288	103.209676	111.477066	151.516049	151.635734	156.949321	155.767606	162.192455	161.88884	171.592342	174.0348	147.125712	146.327148	142.413064	139.196373	108.220573	109.486979	116.299653	115.919008	91.377197	87.990098	98.134681	100.251567	92.745452	90.14415	96.860165	92.025348	74.996519	72.404742	84.286696	75.370348	68.644399	70.822793	71.707281	70.2091
rna-gnl|PRJNA600925|mrna.GWK60_F00649	gene-GWK60_F00649	26.232001	25.704759	29.039061	26.561238	24.18845	23.961838	22.080702	23.13886	18.730304	21.138716	15.960105	16.068951	32.317648	30.821543	33.763041	31.918802	44.433692	44.907042	47.509417	46.979086	52.74248	51.697239	49.164865	49.720455	56.410825	52.05966	53.36367	55.094707	47.047407	46.133902	59.754309	62.276306	59.862271	62.348477	57.375468	58.012787	56.06928	57.774405	68.486631	65.904787	75.779997	73.022489	66.180683	61.698024
rna-gnl|PRJNA600925|mrna.GWK60_F00671	gene-GWK60_F00671	55.581743	60.230166	56.5929	57.838493	44.223701	43.121912	40.366439	40.036126	34.0536	34.377302	36.500473	36.941591	45.167912	45.556738	49.054647	52.165241	63.560984	58.69785	62.67178	67.089167	58.674372	58.015554	61.823254	65.427614	56.284703	60.869427	62.931021	61.695312	54.834993	52.88441	46.933535	49.206645	44.632625	45.116701	43.986661	48.654911	39.330159	38.226171	34.599496	36.057651	36.225388	34.716394	34.454489	34.78978
rna-gnl|PRJNA600925|mrna.GWK60_F00693	gene-GWK60_F00693	13.095046	11.406763	8.35793	12.133514	22.242612	24.029253	26.122305	21.06405	12.137675	17.005126	14.955964	15.500851	52.087522	45.835557	53.415253	56.204874	238.521429	248.095917	252.885387	253.254896	508.236167	487.995829	520.476112	494.359813	577.945356	562.010159	579.035251	614.297287	403.691789	409.208607	535.612532	524.406011	459.177175	452.42394	452.7951	474.994538	449.110299	440.266692	413.028217	437.370609	467.424897	470.404981	466.375814	459.98751
rna-gnl|PRJNA600925|mrna.GWK60_F00715	gene-GWK60_F00715	0.307711	0.393088	0.267786	0.271597	0.258042	0	0	0	0	0.077435	0.15575	0.237113	0.16435	0.083099	0.290925	0	0.546631	0.110918	0.396768	0.708309	0.190853	0.28969	0.231628	0.117584	0.195107	0.593273	0.651188	0.945069	1.003558	0.579729	0.235612	0.476831	0.380182	0.579144	0.202431	0.41129	0.809772	0.494917	0.815538	1.040699	0.384938	0.686278	1.323821	1.108472
rna-gnl|PRJNA600925|mrna.GWK60_F00737	gene-GWK60_F00737	8.792701	8.182112	9.740019	10.116927	11.204038	12.679309	9.579526	10.268231	9.125598	10.218117	9.787445	9.643406	7.664598	8.134601	8.071965	7.168803	5.723817	5.124002	6.08488	5.358666	8.108117	8.758022	8.283245	7.15719	9.996146	10.378466	9.072741	11.063178	14.456052	14.855625	12.374218	12.582715	15.563338	15.52137	13.39407	14.877	16.865713	17.438478	19.973252	18.373608	22.54379	22.537872	21.396142	22.519564
rna-gnl|PRJNA600925|mrna.GWK60_F00759	gene-GWK60_F00759	12.231526	12.578831	11.425525	11.044954	12.386033	12.462687	10.980303	11.423959	11.181904	10.608567	10.045883	8.298941	18.982476	20.774753	19.685951	19.280817	29.62537	28.616973	30.551143	30.052535	34.808586	30.803743	37.755347	33.276345	34.143747	35.003132	34.512946	32.604892	38.210699	37.617949	33.339104	37.908065	38.968654	38.320027	37.146044	40.100796	36.844637	35.963993	35.170066	33.822717	36.087952	36.060106	36.779199	34.712689
rna-gnl|PRJNA600925|mrna.GWK60_F00781	gene-GWK60_F00781	91.522604	92.34582	89.813766	90.991703	116.142094	110.644702	104.588439	108.529822	78.946574	83.128827	94.456985	88.672354	113.451353	114.50792	119.724999	118.483745	141.022516	148.192984	142.667693	147.246478	121.453299	123.001998	122.186305	120.968595	118.110701	121.088674	114.425423	113.514355	137.3413	140.00749	116.715253	113.740903	114.052016	119.560433	113.425027	111.875329	92.165033	95.391798	94.397271	95.558651	88.0182	89.364835	85.511218	86.49276
rna-gnl|PRJNA600925|mrna.GWK60_F00803	gene-GWK60_F00803	10.31885	11.659659	12.054871	9.919399	16.339686	17.005033	15.908378	15.973959	12.015842	13.832273	13.319678	15.386858	15.062504	13.34772	12.097157	11.588082	17.254681	13.838865	20.343336	14.823857	24.255265	26.551358	28.884423	25.220335	35.883562	39.270483	31.91073	35.722678	44.022932	48.091266	36.846357	38.192565	49.940385	44.606452	44.663245	41.878629	45.453076	47.623192	39.757508	39.608252	48.29194	44.173159	43.411252	42.346729
rna-gnl|PRJNA600925|mrna.GWK60_F00825	gene-GWK60_F00825	27.98408	26.449396	30.318805	25.605976	26.664943	24.716462	26.449046	20.596221	28.249711	32.711067	32.165957	33.723667	32.4782	35.550549	37.096882	32.313239	26.539738	28.904349	26.892931	27.645447	18.956895	20.603814	19.35855	23.359013	24.182195	24.302468	27.669114	25.129649	39.352823	41.159681	38.755538	37.080717	54.238823	52.951381	56.171196	49.061463	52.511716	55.052882	49.745921	46.073911	49.152179	51.591905	47.237042	48.24876
rna-gnl|PRJNA600925|mrna.GWK60_F00847	gene-GWK60_F00847	39.194395	41.816796	40.136676	40.884024	52.283221	52.613476	53.724338	51.071683	90.177044	89.947583	96.10979	99.398101	18.02484	18.925951	17.111927	17.911407	1.224906	1.34652	0.926185	1.039344	1.22319	0.902273	0.756579	1.097583	2.187447	2.032461	1.302697	2.117469	12.237423	11.450661	10.7773	11.909566	23.604006	26.675291	25.415607	23.32623	32.20378	34.419257	33.28094	34.36772	37.376721	33.119122	32.838136	29.319443
rna-gnl|PRJNA600925|mrna.GWK60_F00869	gene-GWK60_F00869	3714.136043	3634.903956	3513.935997	3498.176729	3344.905261	3349.377345	3336.897287	3451.5206	3647.112106	3690.17432	3225.707261	3283.794817	3298.347945	3294.211206	2905.154351	2910.14094	526.869627	527.513835	466.786059	466.528335	41.357697	42.254625	31.59624	32.356117	42.912205	26.379532	35.122174	41.888357	112.034177	100.039255	72.311162	73.19555	194.196328	194.037804	205.503254	228.3782	342.612023	311.08518	318.244032	330.969263	342.429997	333.913338	352.226751	333.019147
rna-gnl|PRJNA600925|mrna.GWK60_F00891	gene-GWK60_F00891	94.031023	98.755147	93.03737	92.694629	142.249886	137.313424	140.159854	144.109922	92.036457	90.079692	89.137062	87.511114	63.406718	65.991626	68.993595	63.194146	54.478716	58.63074	61.276131	64.099514	46.604423	50.423597	51.751577	49.072684	53.713425	57.557345	53.186064	52.753886	71.906553	74.406501	60.98389	58.996826	58.084194	57.352789	55.937856	57.74154	51.504175	50.887502	52.391446	50.41772	44.921067	41.981147	47.816117	50.442522
rna-gnl|PRJNA600925|mrna.GWK60_F00913	gene-GWK60_F00913	35.74445	35.825651	27.627648	34.559491	33.481235	35.687125	36.21575	37.680881	14.027274	14.721867	13.880427	14.350865	35.741633	32.461959	42.056035	41.250095	66.448449	66.524315	67.064591	65.351327	85.129765	80.010727	83.897514	85.811865	90.93489	92.141355	93.055465	98.546491	76.278806	80.50955	91.523676	101.207197	83.462533	83.718724	93.676196	100.490102	70.03572	73.564429	58.114805	61.298964	63.956188	65.271941	61.495414	60.816879
rna-gnl|PRJNA600925|mrna.GWK60_F00935	gene-GWK60_F00935	11.021883	12.303273	11.82952	11.829329	10.823757	12.443124	12.768435	12.048297	10.247113	10.362177	8.399719	9.104615	17.874475	20.055467	19.067506	19.455041	23.96256	21.758303	26.675054	25.676321	23.353369	21.650655	22.264276	20.2963	19.185576	17.609343	16.560416	19.512774	13.043587	13.061621	14.02846	14.684259	13.527752	12.908963	12.58634	12.589268	8.948304	10.640605	10.545835	10.223195	10.6396	8.953819	9.837835	9.583757
rna-gnl|PRJNA600925|mrna.GWK60_F00957	gene-GWK60_F00957	19.569476	20.747425	20.377261	19.822577	18.641672	16.445383	16.485081	18.112673	16.852287	17.206204	17.402778	17.608955	19.780433	19.10754	21.489739	20.470582	13.632276	14.779735	16.304184	16.610463	13.683667	13.987244	13.238767	13.820513	13.33146	14.529157	12.973098	13.004472	17.058147	16.733784	18.509708	17.778053	18.346202	19.985565	18.030951	18.247067	16.121444	18.37292	16.575147	18.81321	16.888813	16.561272	16.716569	17.060332
rna-gnl|PRJNA600925|mrna.GWK60_F00979	gene-GWK60_F00979	16.637375	16.266163	18.420674	18.452897	32.738923	31.907981	29.712511	30.695446	27.958661	28.212615	25.121711	24.6082	7.12299	8.276509	8.563924	8.742589	1.392646	1.780047	2.120544	1.872797	3.796597	3.748607	2.938459	3.085454	6.532219	6.949736	8.143643	7.31268	12.206311	13.429651	13.435413	13.620653	17.449206	17.763782	17.475791	16.631072	17.746068	17.425814	16.487352	20.79498	17.629667	16.547112	16.782132	15.758749
rna-gnl|PRJNA600925|mrna.GWK60_F01001	gene-GWK60_F01001	538.684391	539.333057	542.788044	528.231828	772.897565	775.919322	788.770784	749.434807	392.727364	386.19567	368.460451	338.137938	551.520062	559.085659	559.47307	550.677815	860.726099	836.094106	813.271886	795.242529	888.798384	846.335986	814.12808	814.728262	794.033721	825.314881	746.215536	755.326176	702.421391	701.857988	637.014463	643.471583	502.938516	502.299105	521.952342	517.618193	423.150642	418.422648	439.800655	427.652088	359.536974	366.631809	296.896263	305.40878
rna-gnl|PRJNA600925|mrna.GWK60_F01023	gene-GWK60_F01023	304.531683	308.428093	328.047906	348.150898	385.080657	382.077676	387.232589	394.031272	215.511433	236.158201	210.088487	202.641553	271.428302	280.322183	272.255282	284.701124	433.599686	462.446281	401.547751	432.297072	543.943751	535.992458	561.38055	537.780089	600.924717	583.871757	577.155358	561.695835	608.400223	614.839064	599.639998	563.235466	489.640551	469.956077	503.481447	511.453938	555.818701	576.645289	528.588331	527.214058	489.205536	469.349259	529.737375	482.4766
rna-gnl|PRJNA600925|mrna.GWK60_F01045	gene-GWK60_F01045	74.37807	79.924058	78.241741	79.897951	73.580622	73.967414	60.383606	64.86159	52.041345	48.46616	45.563428	46.265855	94.318801	91.202951	97.099947	96.57804	103.903758	104.069067	107.331026	100.151177	98.168579	101.454805	94.999044	90.635041	114.761467	113.45351	106.954615	106.623149	154.538919	152.157789	122.969039	121.563158	149.687236	144.978309	145.399688	144.0725	120.456647	127.626469	138.246253	130.358273	118.577814	119.937011	120.708536	120.632738
rna-gnl|PRJNA600925|mrna.GWK60_F01067	gene-GWK60_F01067	61.383364	55.748949	61.598353	59.450866	99.531689	98.484979	92.463152	94.000031	54.997741	55.876116	49.382967	50.588609	78.551389	79.76773	81.308172	78.427403	105.143534	112.638449	109.406681	117.368612	141.388398	147.667602	131.007834	135.088389	125.745361	131.113179	125.258929	126.462834	105.468161	112.709622	139.90223	145.137458	129.718694	137.159101	142.862344	141.764613	154.849515	150.649473	164.720267	165.933127	166.067831	170.110876	157.35939	150.442365
rna-gnl|PRJNA600925|mrna.GWK60_F01089	gene-GWK60_F01089	268.146758	284.751625	302.525206	301.049887	223.162237	218.929926	231.896864	228.464335	280.443159	281.329389	234.154843	246.976092	309.904097	311.311243	321.80755	325.269705	324.659557	327.106935	335.132522	339.9	315.312927	313.236383	305.501806	311.914362	206.058217	201.488905	229.089389	229.704163	197.120144	185.041267	269.166313	267.970409	240.561921	241.952077	264.380625	259.198214	241.063245	234.761665	250.07224	254.010796	183.509976	186.003805	194.919511	192.028097
