tx	gene_id	Cgla.t0000.b1.L001	Cgla.t0000.b1.L002	Cgla.t0000.b4.L001	Cgla.t0000.b4.L002	Cgla.t0015.b1.L001	Cgla.t0015.b1.L002	Cgla.t0015.b2.L001	Cgla.t0015.b2.L002	Cgla.t0030.b1.L001	Cgla.t0030.b1.L002	Cgla.t0030.b2.L001	Cgla.t0030.b2.L002	Cgla.t0045.b1.L001	Cgla.t0045.b1.L002	Cgla.t0045.b2.L001	Cgla.t0045.b2.L002	Cgla.t0060.b1.L001	Cgla.t0060.b1.L002	Cgla.t0060.b2.L001	Cgla.t0060.b2.L002	Cgla.t0090.b1.L001	Cgla.t0090.b1.L002	Cgla.t0090.b2.L001	Cgla.t0090.b2.L002	Cgla.t0120.b1.L001	Cgla.t0120.b1.L002	Cgla.t0120.b2.L001	Cgla.t0120.b2.L002	Cgla.t0180.b1.L001	Cgla.t0180.b1.L002	Cgla.t0180.b2.L001	Cgla.t0180.b2.L002	Cgla.t0240.b1.L001	Cgla.t0240.b1.L002	Cgla.t0240.b2.L001	Cgla.t0240.b2.L002	Cgla.t0360.b1.L001	Cgla.t0360.b1.L002	Cgla.t0360.b2.L001	Cgla.t0360.b2.L002	Cgla.t0480.b1.L001	Cgla.t0480.b1.L002	Cgla.t0480.b2.L001	Cgla.t0480.b2.L002
rna-gnl|PRJNA600925|mrna.GWK60_E05357	gene-GWK60_E05357	8.390847	8.66689	7.867955	9.711842	12.258478	11.190492	9.048427	10.913646	9.096809	9.468602	10.275353	9.931297	7.885631	8.167544	6.906786	6.589957	4.49596	3.665665	4.540411	5.336917	4.249855	3.406684	5.350727	4.827894	7.092694	6.615158	5.168718	6.030671	8.944095	8.704852	9.132724	10.013345	11.006401	8.719765	9.659736	10.593723	7.872525	8.68473	7.804844	8.273163	8.470051	9.193811	7.471973	8.484948
rna-gnl|PRJNA600925|mrna.GWK60_E05379	gene-GWK60_E05379	14.60821	15.426517	15.823949	16.142384	17.141775	14.621182	16.985253	13.810286	14.940104	14.859843	14.782768	15.419052	11.700953	12.270515	11.862363	9.382889	9.798953	10.291214	10.982028	7.788374	6.201568	8.247338	9.040541	6.572802	16.038694	13.025804	11.968718	16.94314	16.872689	17.909701	26.339393	22.751526	26.961258	25.344461	26.580329	25.915596	25.53417	27.837933	26.895431	26.356066	23.543536	20.872364	20.937498	21.653535
rna-gnl|PRJNA600925|mrna.GWK60_E05401	gene-GWK60_E05401	87.389888	89.362432	87.292915	93.912313	79.977505	78.374221	76.122047	78.878201	76.432959	82.402897	78.401387	74.163239	77.007769	80.133251	83.780495	85.138612	72.750254	68.167168	74.207108	75.563945	57.152908	59.282279	56.813995	60.639652	54.38442	54.712194	55.230812	53.598476	48.510528	45.8844	52.964775	53.928023	51.658222	53.239374	57.472845	58.704215	50.992994	48.247182	48.591899	48.765659	47.501769	51.764111	46.529129	45.88053
rna-gnl|PRJNA600925|mrna.GWK60_E05423	gene-GWK60_E05423	40.670725	39.765212	42.806387	41.036235	34.905836	37.760704	35.849246	36.240735	73.620735	76.576825	78.113736	75.532135	41.201	41.934115	41.195217	41.781692	13.272527	12.909919	10.714432	10.932797	14.372096	14.049638	13.877071	15.531146	22.145308	20.230138	21.978445	22.810343	38.459146	41.128227	42.035469	42.508111	50.147982	51.180871	48.705098	49.639666	51.183779	51.122986	53.065516	50.168799	52.56089	50.022883	45.147405	48.066328
rna-gnl|PRJNA600925|mrna.GWK60_E05445	gene-GWK60_E05445	15.661248	18.306738	14.348978	19.423798	22.046684	25.177752	21.535944	21.547937	32.674833	34.452158	35.188074	32.773856	29.720534	28.385962	34.702033	29.579194	27.86043	27.551948	32.117223	32.904607	16.878399	23.187943	18.381923	24.05743	22.644349	23.701923	24.874336	20.913414	35.539026	36.187143	37.85612	33.850168	49.92841	49.50963	46.853703	57.824113	54.391725	49.466025	54.574856	55.022663	55.127731	54.764293	58.189609	53.804448
rna-gnl|PRJNA600925|mrna.GWK60_E05467	gene-GWK60_E05467	32.855997	34.754691	32.456873	33.653867	33.213603	34.75847	34.506368	29.251092	33.715905	36.061697	31.969144	35.136956	55.60323	53.479653	58.19684	58.994612	77.796457	72.562622	76.93598	78.239618	53.738259	56.447962	56.111914	57.186585	51.751364	54.400793	50.721085	50.850492	45.485893	44.602291	47.27631	45.718355	41.75623	42.285064	40.808606	38.87151	34.979716	34.602837	35.458409	37.096662	35.515911	37.381806	33.291529	34.993111
rna-gnl|PRJNA600925|mrna.GWK60_E05489	gene-GWK60_E05489	52.142543	54.057295	49.149298	52.489034	60.183656	59.030603	59.880046	58.069872	56.964575	58.915696	59.389949	57.545195	133.982718	123.652524	133.959871	128.890414	204.190128	202.568474	201.028487	213.710349	126.516641	134.897153	142.015395	132.10933	95.6682	103.607441	93.410032	99.183997	74.601077	72.120144	67.320913	59.015629	61.281067	55.604042	65.293607	62.524092	57.983932	51.689804	48.258654	51.421799	42.818143	45.275214	48.797666	48.251204
rna-gnl|PRJNA600925|mrna.GWK60_E05511	gene-GWK60_E05511	31.521857	31.454398	32.726517	30.712389	35.477558	36.076707	32.640217	35.238343	66.366364	65.909206	68.47882	69.635685	25.096893	24.874455	24.298594	23.897465	5.29772	5.322359	5.254322	5.079063	9.259644	8.768043	9.424943	8.934245	14.889315	15.542884	16.543583	14.389794	40.545997	40.497018	29.046111	29.859008	43.847093	44.431775	42.623011	43.380668	40.922238	40.739888	40.46125	41.96224	39.766443	38.337941	39.263155	40.356787
rna-gnl|PRJNA600925|mrna.GWK60_E05533	gene-GWK60_E05533	683.560707	665.813882	659.230889	608.917665	508.583062	525.553337	511.136612	498.390501	478.4583	479.039949	544.304372	532.006557	503.790514	504.842444	487.218068	496.400562	512.432139	522.445775	500.044928	516.436154	371.919821	406.712473	398.445349	385.908911	392.417226	406.230253	402.254256	393.44827	536.2216	526.99457	487.641557	451.785138	537.953834	535.969458	562.142575	535.948239	494.741548	526.7759	473.790096	484.963211	430.912064	407.06099	472.912772	469.800268
rna-gnl|PRJNA600925|mrna.GWK60_E05555	gene-GWK60_E05555	10.319511	11.194642	10.381551	8.254661	24.167999	25.057534	21.469328	21.942815	10.931205	9.211238	9.892086	10.336931	27.389871	27.885165	29.18499	29.111469	56.7969	55.679541	63.709766	58.758731	77.026487	75.914301	74.752028	71.155573	84.02967	77.959698	77.331422	80.315583	64.799281	66.8525	81.369407	81.518504	75.427664	78.54428	77.793021	73.791399	70.136103	69.530128	70.197581	67.530982	64.074281	62.920555	60.338389	64.387784
rna-gnl|PRJNA600925|mrna.GWK60_E05577	gene-GWK60_E05577	70.186164	70.146674	73.52755	72.284598	78.083694	78.70135	73.155548	76.209594	71.585966	68.625012	54.282851	56.084628	69.801252	72.736376	69.199548	71.672224	69.274877	70.647947	72.669531	76.994185	75.435834	73.673797	72.339222	70.823395	67.434499	74.208564	72.940962	74.023067	75.933153	75.331273	93.208934	94.021472	87.615466	88.033092	90.180944	90.146402	88.019863	85.444134	96.182455	97.300283	84.226038	85.714553	76.472331	76.81625
rna-gnl|PRJNA600925|mrna.GWK60_E05599	gene-GWK60_E05599	3.658692	5.357513	4.754931	4.4461	21.226898	21.249235	15.799224	15.955422	4.999602	4.522139	2.394241	3.647307	12.312264	13.200603	14.40242	12.126838	31.672196	32.228261	32.169795	30.678886	33.111119	32.224708	27.01068	28.274643	23.141702	20.877526	19.478496	19.488813	12.283032	11.727735	18.789899	21.002863	15.929638	16.179974	17.587609	17.989929	16.396217	15.209826	22.024676	20.471494	21.796011	20.17109	19.618791	18.364142
rna-gnl|PRJNA600925|mrna.GWK60_E05621	gene-GWK60_E05621	6.106823	3.740459	5.000167	5.046072	597.44187	600.580923	585.760477	581.095098	209.863469	191.886428	241.471519	228.03979	293.465821	285.454303	328.019994	306.908302	3376.960223	3356.642226	3414.667835	3404.631199	13538.87291	13727.946688	13427.154853	13549.990429	22451.174583	22562.725464	22206.511283	22023.129292	25782.141961	25938.725572	26942.720841	27024.719768	29746.533263	29590.253526	29445.008848	30857.165048	34976.177764	34757.632527	33267.781082	33093.075318	40679.342292	41300.153662	42825.315935	42638.405339
rna-gnl|PRJNA600925|mrna.GWK60_E05643	gene-GWK60_E05643	39.133337	39.432831	41.963615	39.826243	84.676762	84.527588	72.717021	76.565374	25.7261	24.974145	24.48134	24.991599	68.381954	67.964112	69.20986	71.641669	122.660222	127.847821	127.427643	125.932416	104.895871	104.851555	101.620084	106.778726	94.127078	98.858916	99.338249	96.642963	80.698261	83.574162	91.210815	95.522018	87.78132	85.183948	84.326529	85.772656	73.837547	75.944025	78.737219	71.668633	68.85263	67.748548	64.278154	65.306082
rna-gnl|PRJNA600925|mrna.GWK60_E05665	gene-GWK60_E05665	99.9008	103.092765	101.818069	104.273459	77.809352	68.44758	73.29738	73.189989	89.656874	90.102931	100.215088	91.721517	84.19609	81.482604	76.633533	80.854666	54.511931	53.232874	59.664112	56.175818	33.238089	40.462596	37.556564	38.928007	39.834093	41.228216	37.67829	40.028054	50.670014	54.060927	43.222239	47.851834	53.116129	51.259331	52.251252	49.735441	39.828122	38.188366	36.64453	41.983805	27.8361	33.241465	31.955123	32.05481
rna-gnl|PRJNA600925|mrna.GWK60_E05687	gene-GWK60_E05687	43.308299	40.925661	41.215238	41.84848	40.584134	42.185655	38.359188	43.731584	40.332268	38.689622	39.661807	39.867552	40.766445	39.128265	42.884596	39.661227	29.91079	32.743219	33.891761	31.318125	24.830261	26.65683	27.00283	23.19308	27.197716	27.743992	26.341731	28.718122	27.577188	26.168018	33.141388	34.267503	34.804987	36.018422	33.998498	36.693422	36.673018	37.439329	34.719987	38.569928	36.517169	41.107057	35.14961	38.792943
rna-gnl|PRJNA600925|mrna.GWK60_E05709	gene-GWK60_E05709	92.077242	85.337618	82.861389	88.25324	59.914888	61.776527	56.848694	46.5749	22.793327	21.76297	21.574363	16.441203	82.744901	101.945301	84.149348	90.665606	185.779795	186.632707	185.593829	189.137523	148.398705	162.704725	146.810575	164.2069	149.396068	140.968114	161.821894	143.697473	132.610194	140.252402	159.708898	160.81797	172.111815	179.442023	177.322533	179.742169	178.580366	177.361531	169.882225	165.742905	203.652187	212.619557	190.710212	184.352548
rna-gnl|PRJNA600925|mrna.GWK60_E05731	gene-GWK60_E05731	0	0	0	2.455958	0	0	0	0	0	0	0	0	0	0	0	0	5.777864	0	0	0	0	4.956634	3.093606	6.274967	0	2.466189	0	0	1.593138	4.794857	0	0	0	0	2.495649	5.059769	2.017625	0	0	2.649557	0	0	0	0
rna-gnl|PRJNA600925|mrna.GWK60_E05753	gene-GWK60_E05753	12.587071	12.114413	13.62803	14.295702	10.305109	9.071151	8.55926	8.38223	7.913461	7.609151	6.982667	7.447899	16.386163	16.104554	17.45551	18.428209	35.790484	37.540104	37.581269	35.834565	42.649122	39.182058	40.731797	46.845743	45.95595	40.366142	49.160342	46.743093	27.20614	25.249228	42.769974	41.454319	43.545314	44.229132	40.674773	43.032595	47.444062	48.730734	49.455055	47.370264	53.269975	49.884002	46.646959	47.239567
rna-gnl|PRJNA600925|mrna.GWK60_E05775	gene-GWK60_E05775	396.935357	398.134993	436.603334	443.490512	282.857819	281.293421	257.023763	258.699716	216.667627	213.68836	244.426987	248.18188	336.946616	334.177883	375.345614	374.125432	377.743278	376.855697	411.482417	409.050772	225.147136	224.700948	213.496555	216.162141	122.949229	117.963912	116.906373	117.345519	126.066576	128.899018	104.343694	106.476949	123.757869	123.748404	118.04482	121.727399	110.548943	110.214808	120.796161	122.666149	108.699536	107.679018	102.654515	101.609359
rna-gnl|PRJNA600925|mrna.GWK60_E05797	gene-GWK60_E05797	189.785639	194.378878	194.298155	202.663297	226.182136	218.596937	206.110797	211.785943	163.259871	175.269747	151.783869	154.859402	249.704507	251.167477	249.893619	260.051102	254.26003	274.736141	270.532772	272.575904	193.302278	191.902221	188.694773	195.839728	156.980589	158.805698	164.876719	169.116267	143.769424	151.741181	184.552261	177.850822	182.185768	192.543555	182.23761	189.245803	173.750511	180.918633	180.640175	186.807725	173.90301	175.921035	161.202389	151.563267
rna-gnl|PRJNA600925|mrna.GWK60_E05819	gene-GWK60_E05819	32.136528	31.180355	25.023201	24.174826	27.71982	30.814541	28.855998	22.834867	30.248171	29.763432	25.814432	23.035431	54.958663	59.382921	54.917636	58.342513	62.757355	52.935693	59.77319	60.930301	55.784397	44.569367	46.832221	56.73085	50.613796	54.131191	45.751242	43.133314	77.371005	67.992664	64.391877	55.768338	61.56605	71.945326	68.867634	59.560754	69.739205	69.545328	74.941355	60.361163	57.288299	53.821328	60.755647	59.665551
rna-gnl|PRJNA600925|mrna.GWK60_E05841	gene-GWK60_E05841	144.049011	147.102779	153.397047	133.063162	165.078805	147.162834	163.831437	160.520563	146.653011	146.526778	162.701922	176.686529	255.234562	240.524726	237.423597	251.535563	301.919029	289.855834	303.821144	299.033508	274.412059	274.196717	303.535275	296.842458	277.787037	291.261942	268.008564	273.72916	287.379379	292.213279	329.489852	299.364926	344.081291	359.288254	320.290145	320.449932	335.95156	350.576317	311.172244	342.438656	326.367056	343.352504	365.733356	369.061146
rna-gnl|PRJNA600925|mrna.GWK60_E05863	gene-GWK60_E05863	105.640662	108.458693	112.271764	110.107667	167.723783	170.956656	155.606558	157.507995	86.372913	80.711936	84.865919	83.618002	155.046061	154.791466	166.392729	172.05693	293.733912	304.868604	315.629131	312.96839	321.496672	324.729645	315.841583	325.259718	321.359346	312.979847	301.618331	301.963128	291.676082	295.055537	258.674799	272.506586	216.828908	213.088057	197.903604	202.741163	155.301031	156.487186	162.265808	161.741016	155.835506	154.456332	145.583064	150.045439
rna-gnl|PRJNA600925|mrna.GWK60_E05885	gene-GWK60_E05885	20.801434	16.029954	16.383305	21.729898	35.290067	27.545615	32.783966	32.965578	16.155749	18.500955	17.036366	18.743706	39.158119	40.569288	37.120744	41.477442	57.946774	57.327512	56.689291	53.758351	46.493902	49.610812	47.955909	43.791944	51.527931	48.769299	58.167984	57.764838	30.666556	31.532924	44.093641	39.406317	38.192045	43.302037	40.049058	43.021947	33.153332	37.883447	36.060541	43.190831	40.883137	31.724006	33.976558	29.125683
rna-gnl|PRJNA600925|mrna.GWK60_E05907	gene-GWK60_E05907	287.055756	281.645926	277.749162	279.986101	402.752486	418.980856	384.755318	401.233571	374.5488	379.302627	472.347903	450.514729	448.938837	449.384086	470.905698	456.488146	512.898836	489.064828	477.152151	478.252327	443.710001	462.518264	422.764103	432.540755	391.307736	407.802581	410.127507	394.192048	433.858889	394.345791	407.914921	375.002606	387.99019	402.186851	395.509309	390.811715	388.470065	406.481255	389.698771	368.498894	347.991389	349.17292	367.613625	372.405657
rna-gnl|PRJNA600925|mrna.GWK60_E05929	gene-GWK60_E05929	0.207777	0	0	0.16299	4.728081	3.95475	4.038585	4.10021	5.31433	6.420091	5.331964	5.269772	2.072345	2.76933	1.485397	2.049473	0.689583	0.39988	0.446937	0.820725	0.42979	0.608866	0.312856	0.31774	0.70392	0.981083	0.754285	0.681138	1.259044	1.280985	1.061233	1.181617	1.370183	1.739429	2.279334	0.926364	1.750831	1.040272	1.008971	0.936548	1.127218	1.324418	1.659866	1.629804
rna-gnl|PRJNA600925|mrna.GWK60_E05951	gene-GWK60_E05951	16.039024	17.2922	14.550179	16.055359	16.315325	18.190467	15.774939	17.651807	22.316721	20.663248	22.322849	21.245116	24.648048	25.336723	26.755302	29.252259	18.701052	20.875059	20.66153	20.032605	16.870866	18.282629	17.981511	19.245302	18.63716	17.265338	19.455477	18.525911	16.081972	17.870297	16.589495	18.700617	17.757711	19.460627	18.392307	18.810823	17.728658	16.522168	15.662075	16.340455	17.613065	16.760215	18.853451	15.852664
rna-gnl|PRJNA600925|mrna.GWK60_E05973	gene-GWK60_E05973	105.03525	114.806606	109.99682	104.397169	86.594842	79.581469	84.730359	92.408455	119.954906	113.40867	131.474835	133.06115	105.730431	112.877912	115.75851	120.939491	97.420491	100.51207	97.249583	103.282536	80.700084	71.396754	85.24802	89.841346	91.144564	85.626234	90.141742	93.585701	130.991552	127.669551	90.149008	98.621552	121.077791	119.782655	113.064843	108.02158	102.975039	103.998666	93.199471	107.897803	97.898398	102.055451	101.84396	105.165691
rna-gnl|PRJNA600925|mrna.GWK60_E05995	gene-GWK60_E05995	10748.967018	10411.210788	10813.451372	10833.429311	10562.883079	10594.880776	10702.894835	10756.74052	7196.710455	7060.209654	6636.01647	6766.644954	6349.727559	6362.562144	6351.314465	6354.335109	11408.30821	11257.157801	11543.172328	11396.146201	14739.128264	14870.107585	15133.644436	14820.727261	11708.350442	11368.310519	12141.356396	12452.588095	11578.082039	11267.36913	11196.411542	11162.050298	12247.426768	11911.722064	12010.58708	12032.954249	13557.866716	13241.83495	12858.837582	13504.493955	15120.093116	14752.485293	14376.880821	14554.47761
rna-gnl|PRJNA600925|mrna.GWK60_E06017	gene-GWK60_E06017	27.746275	29.822736	27.62959	25.473919	63.456677	58.090794	54.320571	53.383277	9.193688	7.670242	10.714412	11.14831	100.45725	93.243938	95.522687	96.209705	279.832823	283.665577	282.75829	282.038829	310.607199	304.855979	333.135576	335.9917	316.830596	343.893233	316.600613	343.016967	268.313347	263.896237	291.784398	278.28938	256.166192	261.59813	249.175843	251.386252	231.512809	230.757354	219.163433	220.392457	222.904493	223.980827	219.733463	236.334599
rna-gnl|PRJNA600925|mrna.GWK60_E06039	gene-GWK60_E06039	4.404456	6.431061	5.172947	8.202527	2.720729	4.156685	4.410105	2.97359	0	1.232615	2.508038	2.53928	1.320896	5.335575	2.322527	4.712671	1.734073	2.626705	1.563946	3.991852	2.279959	2.308364	0.937086	3.789765	0.747831	1.514411	3.678676	2.246061	6.158717	2.820174	0	5.644885	3.059252	3.105519	1.607746	3.26068	1.931336	2.626339	0.83341	0.849872	3.042697	0.775059	3.215534	0.933438
rna-gnl|PRJNA600925|mrna.GWK60_E06061	gene-GWK60_E06061	115.005891	115.118524	113.432693	109.896718	263.70353	254.698797	261.375648	256.612057	66.257675	64.004346	61.648707	60.445317	183.765186	181.83846	191.130416	185.317484	639.168891	674.864818	680.43315	685.897133	884.121987	910.187957	943.068583	924.180911	929.162974	939.314942	1028.822148	1022.035163	524.853026	533.639376	724.537969	747.244773	547.910431	534.743303	546.863446	556.066599	425.983968	430.63086	421.316791	439.569753	404.594773	407.231414	353.364607	352.968076
rna-gnl|PRJNA600925|mrna.GWK60_E06083	gene-GWK60_E06083	27.250665	29.420983	30.473261	32.558803	26.976132	27.288355	26.773759	28.954534	33.907166	34.846687	36.379027	33.26273	46.890738	43.341817	42.574594	42.967948	48.298292	48.508054	46.529692	51.148388	35.03374	37.644395	35.245204	43.380743	38.432135	38.505989	37.62412	37.793042	53.416914	52.260703	46.464095	46.48868	53.303281	57.906815	56.290876	54.576718	46.659173	50.898637	50.250892	46.205203	46.448181	42.576479	44.68723	47.096731
rna-gnl|PRJNA600925|mrna.GWK60_E06105	gene-GWK60_E06105	25.273116	24.80948	25.345126	25.603788	30.115418	28.449346	30.179601	28.61734	35.283093	31.674322	33.046682	31.544813	64.970678	69.875891	71.224497	70.907647	84.277224	82.427026	86.595229	87.268258	44.39786	46.133226	45.498477	46.268006	33.67664	32.943718	33.186198	33.902727	24.755492	26.605594	30.721551	29.758954	33.159612	29.755622	30.803297	28.325918	28.801562	27.838113	25.417158	26.898453	25.02572	21.896333	22.416709	22.68738
rna-gnl|PRJNA600925|mrna.GWK60_E06127	gene-GWK60_E06127	207.487586	204.311069	209.41966	205.537313	288.312358	285.178626	277.224413	275.903579	148.615804	154.219258	151.720953	152.295417	215.867066	226.193191	223.316708	223.97701	253.462928	253.338895	260.988454	266.822348	233.22401	227.712292	227.8274	227.116364	219.356141	222.886914	230.553447	230.48644	209.265857	207.198771	218.565597	205.75791	194.322457	200.51364	197.51878	201.906949	179.709012	174.634093	169.147922	175.822087	166.208657	169.185128	164.275589	159.932677
rna-gnl|PRJNA600925|mrna.GWK60_E06149	gene-GWK60_E06149	198.684802	218.757635	186.218215	191.466572	268.076121	277.354744	258.769762	248.39551	108.822316	123.090293	140.237748	137.818711	227.205864	224.631059	234.972922	244.449443	536.330455	536.139484	563.141249	559.445732	532.940064	544.850125	541.371751	585.233292	626.927759	635.00739	584.718287	589.292757	651.520325	655.105287	559.939503	556.433745	593.703193	602.102202	541.062627	540.957985	521.558121	508.994784	490.262107	499.245652	518.255843	534.240823	532.687348	529.856346
rna-gnl|PRJNA600925|mrna.GWK60_E06171	gene-GWK60_E06171	43.169767	40.006128	38.78538	38.086975	40.32117	39.168445	39.979138	35.839964	49.376369	49.535141	52.986071	52.3868	24.137351	26.763996	26.340003	26.985641	10.709557	10.763544	11.920673	12.269133	12.96721	12.325635	12.377904	11.921071	15.616698	15.576065	16.196878	17.963133	31.006781	31.16476	25.414766	25.080451	33.504392	34.379358	31.208334	30.829053	33.072854	34.696035	30.842547	32.845012	33.380436	31.168349	34.742753	31.416275
rna-gnl|PRJNA600925|mrna.GWK60_E06193	gene-GWK60_E06193	32.898193	32.772002	32.80298	34.18816	35.33501	33.719473	30.705365	32.02978	31.017288	31.879051	30.485911	36.281629	29.213449	32.241805	25.610644	31.395589	22.772809	21.541902	20.582033	20.576875	19.548281	17.046798	18.40939	19.386215	16.201983	19.064239	18.209363	19.679655	28.469127	30.535934	27.274795	29.898516	32.701817	30.719431	32.534641	29.634516	28.057603	25.966457	26.266561	23.620982	22.608999	24.982592	20.866053	20.224691
rna-gnl|PRJNA600925|mrna.GWK60_E06215	gene-GWK60_E06215	3.235215	3.925222	3.287216	4.576685	3.431988	2.809259	2.636346	2.424751	3.82043	3.30436	2.94157	3.286968	3.324063	3.362146	2.999688	3.539119	2.029984	1.71897	2.934852	2.751505	2.252352	2.25568	1.902768	2.663203	1.755738	1.951273	2.268385	2.126975	2.610144	2.338072	2.062124	1.680999	2.417101	2.156629	2.083672	2.401624	2.641441	2.123154	2.291392	2.412765	2.778337	2.560399	2.29783	3.111244
rna-gnl|PRJNA600925|mrna.GWK60_E06237	gene-GWK60_E06237	2.564715	1.922457	2.402324	2.153706	32.950014	33.726547	30.95641	32.389227	16.837736	16.83182	13.983514	12.81769	7.01158	7.277202	7.491773	7.61793	1.536366	1.632233	2.218901	1.973481	0.881807	1.508312	0.773096	0.711715	2.03901	1.590257	1.038605	1.145516	2.874363	3.276054	2.25325	1.67565	3.276582	3.605667	3.160912	3.444381	3.718775	4.206805	4.674249	4.184234	2.764929	3.661179	3.753597	3.374689
rna-gnl|PRJNA600925|mrna.GWK60_E06259	gene-GWK60_E06259	0	0	0.021479	0	0	0	0	0	0.037237	0.050396	0.048038	0	0	0	0	0	0	0	0	0.025205	0.037517	0.122541	0.031109	0.061451	0	0.025778	0.319531	0.139491	0.175488	0.159917	0	0.032471	0	0	0	0.025789	0	0	0.024948	0	0	0	0	0
rna-gnl|PRJNA600925|mrna.GWK60_E06281	gene-GWK60_E06281	0	0	0	0	0.049872	0	0.027319	0.026887	0	0.071793	0	0.022894	0.023736	0.024008	0	0.028683	0.19915	0.140596	0.057528	0.12865	0.542751	0.294102	0.430439	0.40402	0.344725	0.483292	0.275321	0.394935	0.376402	0.332505	0.112107	0.467346	0.082583	0.11185	0.175581	0.237108	0.198365	0.143129	0.438825	0.418366	0.277097	0.202398	0.21705	0.200793
rna-gnl|PRJNA600925|mrna.GWK60_F00011	gene-GWK60_F00011	0	0	0	0.027548	0.0791	0.107684	0	0	0	0.047498	0.071488	0.073761	0	0.025388	0.059403	0.030328	0.033501	0	0	0	0.03016	0.059178	0.035318	0	0.030101	0.061038	0.02847	0.057843	0.18432	0.259239	0.036029	0	0.058215	0	0	0.031472	0.07433	0.025225	0.030923	0	0.088425	0.030023	0.017654	0.017889
rna-gnl|PRJNA600925|mrna.GWK60_F00033	gene-GWK60_F00033	0	0	0	0	0.009807	0.010015	0	0.021141	0	0	0	0	0.009326	0	0	0.011282	0	0	0	0	0.043368	0.033084	0	0	0	0	0	0	0.082966	0.053396	0	0	0.010823	0	0	0	0	0	0	0	0	0.02233	0	0
rna-gnl|PRJNA600925|mrna.GWK60_F00055	gene-GWK60_F00055	33.479158	32.682418	31.93074	30.374842	4.320406	5.270458	3.525242	4.604657	2.017482	1.850404	2.382748	2.129244	3.265318	2.184691	2.749293	3.51406	3.213822	4.079542	3.585293	3.844455	5.54621	4.724544	4.668572	4.530132	6.057526	6.323275	6.148631	6.361966	6.755978	7.313289	5.333181	6.352456	5.994868	7.505949	6.500322	6.67075	7.68041	7.56894	9.125524	7.86353	10.311152	8.881	9.22842	9.292923
rna-gnl|PRJNA600925|mrna.GWK60_F00077	gene-GWK60_F00077	8.78823	8.471775	7.868333	8.046387	6.665124	7.203235	5.309931	6.164486	5.037435	4.690542	3.951812	4.630053	8.065406	7.670819	6.690743	8.114979	9.324186	10.335115	10.27105	8.96427	11.605084	12.620735	12.561246	14.373099	13.447707	14.213984	14.828957	15.556438	12.700941	11.986367	15.554442	15.446439	19.795546	18.283735	16.850005	15.120415	20.334594	19.152268	18.356495	20.36944	26.37072	22.964932	24.781195	23.32874
rna-gnl|PRJNA600925|mrna.GWK60_F00099	gene-GWK60_F00099	123.781565	120.659116	117.273502	127.5464	276.434201	276.617145	276.303632	288.578003	308.07481	318.548264	302.154766	290.004954	673.004753	677.314839	685.532962	686.466847	1147.956312	1136.052492	1176.967831	1174.301734	1158.340828	1140.110943	1187.789222	1181.575926	983.293144	970.382261	1013.399002	1006.132566	781.154039	779.626608	767.536412	777.045606	727.367449	732.077329	710.45502	724.949395	633.156989	641.891633	618.820722	625.842761	575.529879	575.817971	572.431389	563.914057
rna-gnl|PRJNA600925|mrna.GWK60_F00121	gene-GWK60_F00121	155.074478	156.408255	153.483698	151.778083	79.603512	80.531575	77.16729	73.783978	118.988568	122.377674	118.199885	117.558094	87.515582	88.323176	87.000373	87.805639	23.556727	21.048208	23.720499	22.409433	16.814547	15.305716	17.40213	18.20315	27.35405	29.338471	27.239355	25.650855	46.169356	45.143894	51.512317	50.409047	65.281746	70.364379	65.59431	70.988064	67.782653	69.883567	72.313158	70.564227	62.338058	60.663145	60.54485	60.629503
rna-gnl|PRJNA600925|mrna.GWK60_F00143	gene-GWK60_F00143	123.482379	122.401938	117.785243	113.552192	94.733475	90.268288	93.151018	92.368844	94.967963	90.16174	95.403907	95.470703	109.710199	109.204883	104.937679	103.498374	101.764845	90.018662	99.663846	92.35618	55.83682	61.869844	64.156913	60.226578	60.531371	54.047524	60.121699	66.935875	77.426791	80.030086	76.881272	84.121497	86.732204	84.652142	89.574872	90.354552	88.574373	90.143726	81.680847	80.555016	74.571086	71.735506	71.426383	74.629572
rna-gnl|PRJNA600925|mrna.GWK60_F00165	gene-GWK60_F00165	122.780108	123.633947	121.48433	129.692309	91.626179	92.34276	94.181751	100.670176	147.704757	145.049961	144.675148	150.855904	114.055407	123.767936	119.326403	116.014802	79.383012	82.218029	80.041511	83.746201	61.8375	58.220713	60.787147	63.163947	67.759897	68.310543	70.336219	68.614575	100.459521	89.154051	91.168417	94.622489	107.7556	111.156691	104.277207	102.273866	103.891429	96.603764	99.117391	97.484687	82.07707	85.693297	92.082062	92.784507
rna-gnl|PRJNA600925|mrna.GWK60_F00187	gene-GWK60_F00187	41.819192	46.855028	40.471201	38.639792	21.06683	26.02823	23.223133	28.571624	54.361652	59.138372	66.708706	67.96991	70.596152	86.071499	73.070692	71.123862	56.546102	52.54562	49.514253	48.470544	25.158584	28.107123	21.991174	21.650689	35.501012	35.964532	40.617756	39.626196	95.301918	90.18954	77.566034	72.840032	103.488928	83.505956	92.60003	97.955318	92.110418	91.452725	93.470546	83.406328	79.60433	70.592818	90.200571	89.458282
