gene_id	gene_name	Cgla.t0000.b1.L001	Cgla.t0000.b1.L002	Cgla.t0000.b4.L001	Cgla.t0000.b4.L002	Cgla.t0015.b1.L001	Cgla.t0015.b1.L002	Cgla.t0015.b2.L001	Cgla.t0015.b2.L002	Cgla.t0030.b1.L001	Cgla.t0030.b1.L002	Cgla.t0030.b2.L001	Cgla.t0030.b2.L002	Cgla.t0045.b1.L001	Cgla.t0045.b1.L002	Cgla.t0045.b2.L001	Cgla.t0045.b2.L002	Cgla.t0060.b1.L001	Cgla.t0060.b1.L002	Cgla.t0060.b2.L001	Cgla.t0060.b2.L002	Cgla.t0090.b1.L001	Cgla.t0090.b1.L002	Cgla.t0090.b2.L001	Cgla.t0090.b2.L002	Cgla.t0120.b1.L001	Cgla.t0120.b1.L002	Cgla.t0120.b2.L001	Cgla.t0120.b2.L002	Cgla.t0180.b1.L001	Cgla.t0180.b1.L002	Cgla.t0180.b2.L001	Cgla.t0180.b2.L002	Cgla.t0240.b1.L001	Cgla.t0240.b1.L002	Cgla.t0240.b2.L001	Cgla.t0240.b2.L002	Cgla.t0360.b1.L001	Cgla.t0360.b1.L002	Cgla.t0360.b2.L001	Cgla.t0360.b2.L002	Cgla.t0480.b1.L001	Cgla.t0480.b1.L002	Cgla.t0480.b2.L001	Cgla.t0480.b2.L002
gene-GWK60_A00231	GWK60_A00231	244.563182750504	264.496583020574	179.221537879104	182.50780690382	86.5279457128957	119.036083853729	113.047825304213	97.6146141227583	56.211951223463	56.1912162439002	64.6254636547092	64.5897749293317	229.005300415729	207.7223325703	174.869802335718	163.016507896155	640.962012060054	591.117649874714	672.030044635028	766.617734558989	1255.73865000178	1168.52353967134	1127.39921288632	1080.91723615676	1458.78920209051	1275.79866104442	1478.59709337507	1511.39387110098	2927.38437437925	2957.69035935498	1243.71421292356	1126.37188137652	1787.09879661409	1700.72091253963	1502.15902986882	1404.07232382138	1726.14266143588	1793.40346212886	1374.68021698695	1263.6644369786	1538.90209451252	1409.56040713279	2584.91293565376	2608.79142844428
gene-GWK60_A00253	GWK60_A00253	1653.00845313022	1642.97751739689	1517.27192110261	1457.31563439022	1316.16397192492	1260.04327161076	1095.97248647943	1088.90860508647	1662.26763751435	1662.59892873387	1646.27544214899	1585.90821448519	1679.98370061354	1676.58100732984	1442.88554266983	1426.51374320567	912.046295695856	932.541616348434	1081.75223082623	1098.95945205938	801.985950818102	810.022845333839	712.703662079763	677.929602049054	1028.17880826449	982.953171633473	1135.81304076355	1068.6340820281	2096.98864192202	2056.73801032898	1081.44085953075	1117.56790605305	1387.77650187896	1363.56820871213	1210.99899475077	1179.42428555806	1257.38814575146	1190.82963766017	1034.65497770673	1040.83707394516	991.927494649313	976.955468324323	1509.33214999821	1496.17442526251
gene-GWK60_A00275	GWK60_A00275	43.8599067868364	42.9376861006326	48.2867618781586	46.7984686662249	60.1580374114157	54.4157951851315	40.2759059539338	37.0484464681866	47.1581716341098	37.1972757284434	39.648993005155	48.1805505915615	48.679977389491	41.3099577851713	45.8939107169069	42.8776647071021	23.5459584714312	26.9249872824594	29.5388987645303	31.1942225683804	40.4378899965483	47.6172938339446	30.3866593059434	38.4030335252213	46.4866321520989	53.3151068697801	63.7399196868757	69.4997236135301	115.615748927888	90.3528909240759	51.1533281822189	60.992217518749	69.9127669743408	80.3710890032548	66.5993249966584	68.5761539759649	73.5776365138608	55.1582411314924	68.0378032137008	61.5420051557523	73.8419607018447	71.1081796053145	104.514087918195	93.4449113609264
gene-GWK60_A00297	SCL1	2878.94373297001	2942.61927351757	2496.49539218032	2539.65477366809	3738.64489092166	3482.85541829273	3431.56866706262	3311.80972285871	1944.00264105334	2052.82584090098	2022.21670217767	2086.37545812805	2692.06608343837	2664.98572433691	2255.50668755773	2366.13109943585	3364.41572773838	3502.70029017611	4016.27198281694	3879.20047759343	3752.46845208524	3676.24780711336	2999.56763566778	3074.3710886846	3534.05060585336	3502.96979513548	3683.27535449685	3697.79881816868	5319.72201901061	5263.47910482953	2493.24934817587	2627.3004997783	3076.02441787817	2942.1433372882	2649.09358835651	2514.33495667704	2616.87717367968	2787.48692373878	2186.32184035489	2099.06110326461	2091.87682051398	2063.57644445934	3467.32061369354	3508.98990850622
gene-GWK60_A00319	ERG4	2321.0800006485	2189.10061968179	2106.88263026187	1993.56614866335	740.825067327986	702.700737134516	619.637392817307	630.645468474168	923.412243255975	861.820430548288	805.289164527659	849.049509794757	1062.3703920672	1007.57263335351	916.420602966134	862.868723855683	814.979870938578	825.551146929035	995.663314024051	942.32463349299	640.818939071575	674.15554966823	559.103759620566	551.753135863128	605.7566747234	578.380088066931	597.678949613211	624.459479963007	1108.60491007692	1128.63596923607	568.685133302265	605.535155404248	820.177853583256	795.257532336446	791.658395704438	744.808818756764	808.383757194807	821.820737676692	662.994443507551	626.587524400923	639.37444685896	605.063900827219	940.165894090559	973.791910948478
gene-GWK60_A00341	PDR1	595.937934981736	591.078749399147	522.08665923979	554.094423632093	340.867840722341	335.158982563447	275.90722121741	270.763481860746	160.881938407593	161.801847672924	154.792119957188	151.176654091882	273.184077036372	256.657798059559	235.75070604389	245.326588304588	335.363186683767	323.378231520789	422.912280047532	381.091567472494	389.403195399463	375.554793528222	320.420256056926	316.148879544457	305.849873999808	331.966271591211	336.59024715724	346.786329768099	482.43962620979	474.479452637087	255.662851665508	235.608242938726	309.298987182507	285.090264582146	284.106781255823	264.303171337813	296.949505506371	279.836896050661	271.738464349555	256.839686897515	268.04278446311	266.051248991248	422.667069838815	416.091912189522
gene-GWK60_A00363	GWK60_A00363	328.177605563999	304.186306247718	319.392107408603	312.933656285212	352.651480207038	340.997760658718	318.734821370554	307.241401366207	357.790187410591	380.770583409927	332.689996100709	363.200254789317	388.316750146087	384.606604612754	342.992184387745	344.93528047862	360.190565236268	358.812409311008	410.012453510909	438.443965918217	532.131418542514	544.795144164634	439.448520920886	427.495092840243	491.317603737583	451.619482181382	514.078395675045	483.871910981908	600.720207492267	563.20644564373	342.845765127673	343.061375687607	358.670237257558	353.127826941283	348.191792284265	300.310468120942	330.70302821815	361.499945901437	300.714952467398	316.252203769646	336.828894997224	301.837538102408	442.94782226402	465.942302032592
gene-GWK60_A00385	PMA1	9127.34553113241	8963.25193087378	9572.69291653334	9429.82687221728	9475.87649325158	9277.83422896303	7216.71837304328	7043.32607542998	8503.63326806284	8416.35443171351	7031.60136410145	6890.09540651112	9178.09204053315	9111.33285809672	9054.00718089164	8953.64659209598	8508.64347234695	8566.44002926031	10492.0306102832	10125.8859951785	14979.0803667984	14827.2084635135	11115.8844878886	11203.8893528205	10422.5483984787	10479.557566879	10186.0869808602	9913.2800397866	18771.7352922543	18686.1031280732	10521.9560032707	10604.0384398645	14079.7097182093	13813.7512623136	10680.1114227634	10542.8604452729	13517.4958212324	13359.2708983023	14424.2095562785	14371.8904431899	14293.9584593159	14009.5851778107	23863.7543989547	23293.1072906617
gene-GWK60_A00407	GWK60_A00407	339.455942006682	363.825479592531	364.909627272175	362.544432812467	451.233361546013	466.578806127254	399.139926543898	376.700779951886	241.129832677051	241.886929863591	223.429632777197	202.816935313718	717.243495645255	735.587927815269	662.118231809483	649.150963810544	873.821124709869	915.607265936706	1062.0112932331	1037.11487813013	1103.55810372962	1123.03819028489	846.587537122663	818.309877628638	775.50049237199	790.295628927234	906.8000023531	864.223473706286	1004.46509079127	994.346244612938	612.417107781235	605.19991229901	608.272733039006	614.627765310505	580.043586752728	582.412936648221	663.069844411032	636.897997823382	597.29794228348	603.607965935586	604.744027606715	582.160315436255	826.591056455456	805.825402489695
gene-GWK60_A00429	GWK60_A00429	988.15790936568	913.777556749501	856.427610639118	855.810064698066	612.411312997973	613.019209802056	570.399689830859	518.926693624317	563.472003521095	496.808784709815	535.640263620113	557.203841375655	826.156743372346	744.827926838467	622.801445017756	666.999472257402	1050.52977703698	942.223773076892	1188.55843562112	1070.88423609555	1209.6523371312	1235.57351142771	1022.01846232733	995.293595925244	1206.2298023103	1296.43453118567	1287.86659835334	1243.88536557386	1875.21807023732	1766.65264413856	932.068218041995	948.739669605272	1184.0433575653	1182.66366107579	1209.29788005179	1106.75522112466	1249.70243806566	1378.81008423084	1004.73409510769	983.258639039082	1118.34470417665	966.768631004672	1760.91448266669	1731.51303727457
