gene_id,tp,log2FC
KLLA0_A02629g,t0480,1.7386521518775349
KLLA0_A02673g,t0015,0
KLLA0_A02673g,t0030,0
KLLA0_A02673g,t0045,0
KLLA0_A02673g,t0060,-1.016127576275235
KLLA0_A02673g,t0090,-2.4448257290221935
KLLA0_A02673g,t0120,-2.3924624713904152
KLLA0_A02673g,t0150,-2.116961795032134
KLLA0_A02673g,t0180,-2.046917007989611
KLLA0_A02673g,t0210,-1.9806944058767624
KLLA0_A02673g,t0240,-1.9015710373255592
KLLA0_A02673g,t0360,-1.6886509111724113
KLLA0_A02673g,t0480,-1.3684548962723877
KLLA0_A02717g,t0015,-1.7177146603286253
KLLA0_A02717g,t0030,-2.426258818334222
KLLA0_A02717g,t0045,-1.0268139046019034
KLLA0_A02717g,t0060,0
KLLA0_A02717g,t0090,0
KLLA0_A02717g,t0120,1.2020473724245917
KLLA0_A02717g,t0150,1.5219631209991915
KLLA0_A02717g,t0180,1.7281480404935712
KLLA0_A02717g,t0210,1.8306230804136876
KLLA0_A02717g,t0240,1.963321567023899
KLLA0_A02717g,t0360,2.193645527817087
KLLA0_A02717g,t0480,2.2643746958194475
KLLA0_A02739g,t0015,-1.476247662379688
KLLA0_A02739g,t0030,0
