gene_id,treated_b1,untreated_b1,untreated_b2
gene-KLLA0_C02101g,5716,1502,1865
gene-KLLA0_C02123g,3848,343,385
gene-KLLA0_C02145g,249,224,230
gene-KLLA0_C02167g,20847,6688,8477
gene-KLLA0_C02189g,3433,1903,1936
gene-KLLA0_C02211g,1607,1194,1328
gene-KLLA0_C02233g,2745,2090,2110
gene-KLLA0_C02255g,1648,1378,1552
gene-KLLA0_C02277g,1281,801,1037
gene-KLLA0_C02299g,1644,1305,1353
gene-KLLA0_C02321g,1631,2218,2296
gene-KLLA0_C02343g,1614,5067,5263
gene-KLLA0_C02365g,687,2800,2963
gene-KLLA0_C02387g,2845,2107,2239
gene-KLLA0_C02409g,1734,1078,1279
gene-KLLA0_C02431g,1357,761,981
gene-KLLA0_C02453g,2898,1363,1503
gene-KLLA0_C02475g,1510,432,573
gene-KLLA0_C02497g,4784,4953,5230
gene-KLLA0_C02519g,560,342,462
gene-KLLA0_C02541g,624,448,580
gene-KLLA0_C02563g,1938,1459,1534
gene-KLLA0_C02585g,4067,2463,2710
gene-KLLA0_C02607g,1455,875,1002
gene-KLLA0_C02629g,433,296,354
gene-KLLA0_C02651g,573,325,391
gene-KLLA0_C02673g,336,167,238
gene-KLLA0_C02695g,1344,1256,1495
gene-KLLA0_C02706r,0,0,0
gene-KLLA0_C02717g,1178,826,877
gene-KLLA0_C02739g,1387,1010,1210
gene-KLLA0_C02761g,1820,1936,2329
gene-KLLA0_C02783g,1070,800,984
gene-KLLA0_C02805g,1001,2772,3451
gene-KLLA0_C02827g,1117,555,683
gene-KLLA0_C02849g,804,708,832
gene-KLLA0_C02871g,404,1013,1296
gene-KLLA0_C02893g,2263,1184,1161
gene-KLLA0_C02915g,1743,883,997
gene-KLLA0_C02937g,1411,673,738
gene-KLLA0_C02959g,932,1310,1557
gene-KLLA0_C02981g,82,52,53
gene-KLLA0_C03003g,2162,1667,1892
gene-KLLA0_C03025g,2293,1868,2259
gene-KLLA0_C03047g,1419,1024,1248
gene-KLLA0_C03069g,513,303,352
gene-KLLA0_C03091g,1232,1685,2386
gene-KLLA0_C03113g,4904,3785,4345
gene-KLLA0_C03135g,457,170,168
gene-KLLA0_C03157g,277,44,48
gene-KLLA0_C03179g,1843,1921,2267
gene-KLLA0_C03201g,3594,2159,2567
gene-KLLA0_C03256g,253,140,162
gene-KLLA0_C03278g,420,257,310
gene-KLLA0_C03300g,1340,1035,1142
gene-KLLA0_C03322g,928,744,829
gene-KLLA0_C03344r,0,0,0
gene-KLLA0_C03388g,1051,790,926
gene-KLLA0_C03410g,1716,1531,1553
gene-KLLA0_C03432g,1273,7178,7753
gene-KLLA0_C03454g,1399,3781,4098
gene-KLLA0_C03476g,1551,1429,1519
gene-KLLA0_C03498g,2677,910,1144
gene-KLLA0_C03520g,1220,841,1076
gene-KLLA0_C03542g,3006,2829,3328
gene-KLLA0_C03564g,2901,2613,2615
gene-KLLA0_C03586g,1500,1366,1472
gene-KLLA0_C03608g,688,513,662
gene-KLLA0_C03630g,1453,780,908
gene-KLLA0_C03652g,2170,1115,1329
gene-KLLA0_C03674g,1527,1077,1224
gene-KLLA0_C03696g,813,782,893
gene-KLLA0_C03718g,651,688,711
gene-KLLA0_C03740g,412,471,600
gene-KLLA0_C03762g,431,1339,1339
gene-KLLA0_C03784g,1011,685,799
gene-KLLA0_C03806g,3084,912,1074
gene-KLLA0_C03828g,1786,1347,1361
gene-KLLA0_C03850g,6749,3953,4597
gene-KLLA0_C03872g,2143,1042,1163
gene-KLLA0_C03894g,471,529,567
gene-KLLA0_C03916g,1171,1744,1897
gene-KLLA0_C03938g,1823,1718,1709
gene-KLLA0_C03960g,4827,2364,2469
gene-KLLA0_C04004g,29576,26733,31571
gene-KLLA0_C04037g,3036,2639,3231
gene-KLLA0_C04059g,3740,3166,3777
gene-KLLA0_C04081g,8165,3531,4465
gene-KLLA0_C04103g,5059,2968,3158
gene-KLLA0_C04125g,1045,478,518
gene-KLLA0_C04147g,5234,4869,5147
gene-KLLA0_C04169g,1623,743,818
gene-KLLA0_C04191g,1048,438,453
gene-KLLA0_C04213g,686,393,495
gene-KLLA0_C04235g,2379,1239,1435
gene-KLLA0_C04257g,1371,1543,1664
gene-KLLA0_C04279g,2308,1938,2174
gene-KLLA0_C04301g,386,267,327
gene-KLLA0_C04323g,296,192,266
gene-KLLA0_C04345g,604,377,424
gene-KLLA0_C04367g,2532,2765,2948
gene-KLLA0_C04389g,611,4080,4596
gene-KLLA0_C04411g,1330,836,1000
gene-KLLA0_C04433g,1421,710,895
gene-KLLA0_C04455g,1131,425,488
gene-KLLA0_C04477g,1336,758,801
gene-KLLA0_C04510g,606,440,540
gene-KLLA0_C04532g,526,406,359
gene-KLLA0_C04554g,806,661,826
gene-KLLA0_C04576g,1008,1131,1315
gene-KLLA0_C04598g,1616,1942,2074
gene-KLLA0_C04620g,1724,1832,1634
gene-KLLA0_C04642g,101,97,80
gene-KLLA0_C04664g,237,169,188
gene-KLLA0_C04686g,714,400,492
gene-KLLA0_C04708g,466,583,646
gene-KLLA0_C04730g,4329,2644,2324
gene-KLLA0_C04752g,141,64,76
gene-KLLA0_C04774g,1534,1830,1490
gene-KLLA0_C04796g,461,542,620
gene-KLLA0_C04809g,684,5002,7507
gene-KLLA0_C04818g,6086,4161,4870
gene-KLLA0_C04840g,621,395,305
gene-KLLA0_C04862g,1090,913,1146
gene-KLLA0_C04884g,969,286,288
gene-KLLA0_C04906g,1039,639,650
gene-KLLA0_C04928g,14337,1070,1326
gene-KLLA0_C04950g,72,26,49
gene-KLLA0_C04994g,672,295,305
gene-KLLA0_C05016g,1163,274,205
gene-KLLA0_C05060g,75,49,43
gene-KLLA0_C05082g,745,584,805
gene-KLLA0_C05104g,1120,671,647
gene-KLLA0_C05126g,5615,4412,5349
gene-KLLA0_C05148g,350,91,101
gene-KLLA0_C05170g,2937,1582,1811
gene-KLLA0_C05192g,301,173,291
gene-KLLA0_C05214g,2986,5216,6776
gene-KLLA0_C05236g,2507,2875,3319
gene-KLLA0_C05258g,1874,1870,1774
gene-KLLA0_C05280r,0,0,0
gene-KLLA0_C05302g,414,340,354
gene-KLLA0_C05324g,2157,1800,2292
gene-KLLA0_C05346g,6272,4288,4758
gene-KLLA0_C05368g,3206,2732,2847
gene-KLLA0_C05390g,5402,4178,5714
gene-KLLA0_C05412g,1768,2262,2731
gene-KLLA0_C05434r,0,0,0
gene-KLLA0_C05456g,16,17,23
gene-KLLA0_C05478g,807,751,864
gene-KLLA0_C05500g,983,761,892
gene-KLLA0_C05522g,1186,611,568
gene-KLLA0_C05544g,1064,372,478
gene-KLLA0_C05566g,51074,75752,86864
gene-KLLA0_C05588g,2921,2661,2732
gene-KLLA0_C05610g,364,387,492
gene-KLLA0_C05632g,741,701,813
gene-KLLA0_C05654g,1447,959,1138
gene-KLLA0_C05676g,1450,1252,1337
gene-KLLA0_C05698g,2373,2025,2305
gene-KLLA0_C05720g,312,140,123
gene-KLLA0_C05742g,924,362,375
gene-KLLA0_C05764g,9049,7741,8681
gene-KLLA0_C05786g,373,219,301
gene-KLLA0_C05808r,0,0,0
gene-KLLA0_C05852g,451,344,418
gene-KLLA0_C05874g,1818,1146,1204
gene-KLLA0_C05896g,325,290,365
gene-KLLA0_C05918g,2084,1492,2120
gene-KLLA0_C05940g,13664,4905,5355
gene-KLLA0_C05962g,1230,868,855
gene-KLLA0_C05984g,349,531,594
gene-KLLA0_C06006g,1590,719,807
gene-KLLA0_C06028g,740,556,748
gene-KLLA0_C06050g,282,176,190
gene-KLLA0_C06072g,2015,1442,1663
gene-KLLA0_C06094g,3058,785,630
gene-KLLA0_C06116g,2858,1979,2061
gene-KLLA0_C06138g,2266,1725,1838
gene-KLLA0_C06160g,290,253,355
gene-KLLA0_C06182g,4280,5580,5696
gene-KLLA0_C06204g,536,471,447
gene-KLLA0_C06226g,725,410,472
gene-KLLA0_C06248g,588,347,503
gene-KLLA0_C06270g,57,91,81
gene-KLLA0_C06292g,2282,928,1026
gene-KLLA0_C06314g,761,863,842
gene-KLLA0_C06336g,2919,4680,5064
gene-KLLA0_C06358g,952,534,598
gene-KLLA0_C06380g,260,166,244
gene-KLLA0_C06424r,0,0,0
gene-KLLA0_C06446g,861,978,1203
gene-KLLA0_C06468g,401,377,418
gene-KLLA0_C06490g,419,168,206
gene-KLLA0_C06512g,874,354,371
gene-KLLA0_C06534g,4527,2445,3108
gene-KLLA0_C06567g,632,498,498
gene-KLLA0_C06589g,1373,1910,2031
gene-KLLA0_C06611g,631,544,664
gene-KLLA0_C06633g,1150,1284,1367
gene-KLLA0_C06655g,4586,1995,2524
gene-KLLA0_C06677g,1156,324,316
gene-KLLA0_C06699g,815,356,416
gene-KLLA0_C06721g,1894,767,959
gene-KLLA0_C06743g,664,84,92
gene-KLLA0_C06765g,127,369,385
gene-KLLA0_C06787g,656,807,936
gene-KLLA0_C06809g,198,135,176
gene-KLLA0_C06842g,413,371,410
gene-KLLA0_C06864g,735,667,729
gene-KLLA0_C06886g,1992,1111,1210
gene-KLLA0_C06908g,1950,976,1029
gene-KLLA0_C06930g,1818,1196,1306
gene-KLLA0_C06952g,856,527,639
gene-KLLA0_C06974g,504,733,862
gene-KLLA0_C06996g,346,305,322
gene-KLLA0_C07018g,499,387,495
gene-KLLA0_C07040g,1027,689,741
gene-KLLA0_C07062g,602,529,719
gene-KLLA0_C07084g,2686,1715,1880
gene-KLLA0_C07106g,2654,1646,1729
gene-KLLA0_C07128g,1080,738,878
gene-KLLA0_C07150g,647,515,577
gene-KLLA0_C07172g,3903,4540,5453
gene-KLLA0_C07194g,2166,1790,1889
gene-KLLA0_C07216g,1974,1689,1820
gene-KLLA0_C07238g,2926,3539,4456
gene-KLLA0_C07260g,1077,884,1071
gene-KLLA0_C07282g,1038,1208,1043
gene-KLLA0_C07304g,621,342,335
gene-KLLA0_C07326g,1323,1303,1462
gene-KLLA0_C07348g,1027,1006,986
gene-KLLA0_C07359g,914,474,647
gene-KLLA0_C07381g,1361,387,453
gene-KLLA0_C07403g,803,435,487
gene-KLLA0_C07425g,838,1392,1676
gene-KLLA0_C07447g,414,584,581
gene-KLLA0_C07469g,2698,2588,3397
gene-KLLA0_C07491g,6977,5265,6204
gene-KLLA0_C07513g,807,511,499
gene-KLLA0_C07535g,4039,4021,4407
gene-KLLA0_C07557g,455,422,557
gene-KLLA0_C07579g,2794,2074,2527
gene-KLLA0_C07601g,686,438,600
gene-KLLA0_C07623g,81,49,57
gene-KLLA0_C07645g,98,466,477
gene-KLLA0_C07667g,515,343,441
gene-KLLA0_C07689g,585,639,775
gene-KLLA0_C07711g,913,787,872
gene-KLLA0_C07733g,597,687,584
gene-KLLA0_C07744g,3,13,3
gene-KLLA0_C07755g,205,8841,11989
gene-KLLA0_C07777g,16742,9579,10890
gene-KLLA0_C07799g,5270,779,1017
gene-KLLA0_C07821g,1644,322,320
gene-KLLA0_C07843g,1733,1309,1496
gene-KLLA0_C07865g,336,1167,1236
gene-KLLA0_C07887g,6538,7450,8224
gene-KLLA0_C07909g,435,304,352
gene-KLLA0_C07931g,893,515,654
gene-KLLA0_C07953g,1765,1338,1606
gene-KLLA0_C07975g,4050,2116,2312
gene-KLLA0_C07997g,8868,7573,8755
gene-KLLA0_C08019g,339,311,350
gene-KLLA0_C08041g,961,1427,1284
gene-KLLA0_C08063g,1048,3242,4212
gene-KLLA0_C08085r,0,0,0
gene-KLLA0_C08107g,294,386,408
gene-KLLA0_C08151g,630,2362,2350
gene-KLLA0_C08173g,338,1004,863
gene-KLLA0_C08195g,2351,2365,2780
gene-KLLA0_C08217g,23155,16129,17360
gene-KLLA0_C08239g,1793,1582,1800
gene-KLLA0_C08261g,318,317,361
gene-KLLA0_C08283g,1775,4476,5007
gene-KLLA0_C08305g,2535,1454,1387
gene-KLLA0_C08327g,152,115,171
gene-KLLA0_C08349g,3059,2425,2800
gene-KLLA0_C08371g,284,8371,10403
gene-KLLA0_C08393g,1790,1548,1674
gene-KLLA0_C08415g,1936,1614,1930
gene-KLLA0_C08437g,4,0,0
gene-KLLA0_C08448g,1862,1140,1259
gene-KLLA0_C08470g,82,47,51
gene-KLLA0_C08503g,590,517,522
gene-KLLA0_C08525g,988,1350,1474
gene-KLLA0_C08547g,940,724,897
gene-KLLA0_C08569g,268,532,649
gene-KLLA0_C08591g,1526,1221,1259
gene-KLLA0_C08613g,900,393,507
gene-KLLA0_C08635g,2642,1577,1929
gene-KLLA0_C08657g,567,502,598
gene-KLLA0_C08679g,3059,1300,1645
gene-KLLA0_C08701g,1395,1287,1497
gene-KLLA0_C08723g,2129,2249,2411
gene-KLLA0_C08756g,360,302,316
gene-KLLA0_C08778g,3643,2896,3203
gene-KLLA0_C08800g,55,54,78
gene-KLLA0_C08822r,0,0,0
gene-KLLA0_C08866g,6696,5446,5606
gene-KLLA0_C08888g,1028,990,1041
gene-KLLA0_C08910g,55,46,29
gene-KLLA0_C08932g,405,217,287
gene-KLLA0_C08954g,340,323,323
gene-KLLA0_C08976g,1200,1580,1799
gene-KLLA0_C08998g,846,450,560
gene-KLLA0_C09020g,6243,6923,8496
gene-KLLA0_C09042g,2534,2081,2382
gene-KLLA0_C09064g,262,374,459
gene-KLLA0_C09086g,2356,2318,2856
gene-KLLA0_C09108g,836,615,545
gene-KLLA0_C09130g,471,476,565
gene-KLLA0_C09152g,7624,6543,7034
gene-KLLA0_C09174g,2232,2002,2506
gene-KLLA0_C09196g,2166,1867,2401
gene-KLLA0_C09218g,1610,336,451
gene-KLLA0_C09240g,2299,1631,1868
gene-KLLA0_C09262g,630,695,660
gene-KLLA0_C09284g,8638,5167,5732
gene-KLLA0_C09306g,4271,4394,5348
gene-KLLA0_C09328g,279,151,134
gene-KLLA0_C09350r,0,0,0
gene-KLLA0_C09372g,3287,858,911
gene-KLLA0_C09394g,2752,3090,3209
gene-KLLA0_C09416g,1239,426,567
gene-KLLA0_C09438r,0,0,0
gene-KLLA0_C09460g,683,341,353
gene-KLLA0_C09482g,2179,1315,1519
gene-KLLA0_C09504g,709,330,525
gene-KLLA0_C09526g,2494,1446,1887
gene-KLLA0_C09548g,1035,1200,1224
gene-KLLA0_C09570g,1684,1835,2132
gene-KLLA0_C09592g,3922,2446,2835
gene-KLLA0_C09625g,664,364,406
gene-KLLA0_C09647g,595,1222,1371
gene-KLLA0_C09669g,461,415,439
gene-KLLA0_C09691g,1320,634,691
gene-KLLA0_C09713g,467,276,311
gene-KLLA0_C09735g,2405,1383,1700
gene-KLLA0_C09757g,1645,1351,1888
gene-KLLA0_C09779g,259,237,272
gene-KLLA0_C09801g,1195,1714,2041
gene-KLLA0_C09823g,2238,2361,2633
gene-KLLA0_C09845g,603,557,761
gene-KLLA0_C09867g,782,565,652
gene-KLLA0_C09889g,799,455,555
gene-KLLA0_C09911g,1548,498,524
gene-KLLA0_C09933g,346,159,238
gene-KLLA0_C09944g,988,504,565
gene-KLLA0_C09966g,8322,1664,2048
gene-KLLA0_C09988g,736,372,490
gene-KLLA0_C10010g,589,278,277
gene-KLLA0_C10032g,1207,719,755
gene-KLLA0_C10054g,3468,4797,6084
gene-KLLA0_C10076g,622,304,413
gene-KLLA0_C10098g,1202,748,784
gene-KLLA0_C10120g,672,347,452
gene-KLLA0_C10142g,1028,814,920
gene-KLLA0_C10164g,142,294,358
gene-KLLA0_C10186g,683,588,614
gene-KLLA0_C10208g,5046,4053,5092
gene-KLLA0_C10230g,861,578,741
gene-KLLA0_C10252g,620,460,565
gene-KLLA0_C10274g,1352,1403,1454
gene-KLLA0_C10296g,884,937,1186
gene-KLLA0_C10318g,542,401,491
gene-KLLA0_C10340g,666,546,714
gene-KLLA0_C10362g,636,822,1001
gene-KLLA0_C10384g,5267,3598,4780
gene-KLLA0_C10406g,3447,7463,8080
gene-KLLA0_C10439g,370,976,1182
gene-KLLA0_C10461g,575,408,490
gene-KLLA0_C10483g,1159,1067,1284
gene-KLLA0_C10505g,3065,2213,2659
gene-KLLA0_C10527g,778,644,676
gene-KLLA0_C10549g,6049,5733,6788
gene-KLLA0_C10571g,5299,5116,5570
gene-KLLA0_C10593g,396,381,478
gene-KLLA0_C10615g,6311,7051,8061
gene-KLLA0_C10670g,3497,1709,2059
gene-KLLA0_C10681g,307,258,297
gene-KLLA0_C10692g,1957,1436,1557
gene-KLLA0_C10714g,1750,2287,2573
gene-KLLA0_C10736g,4003,1122,1158
gene-KLLA0_C10758g,1345,877,1058
gene-KLLA0_C10780g,1016,445,565
gene-KLLA0_C10802g,1242,1197,1156
gene-KLLA0_C10835g,7727,3883,4812
gene-KLLA0_C10857g,17024,13701,15946
gene-KLLA0_C10879g,2004,967,980
gene-KLLA0_C10901g,109,105,142
gene-KLLA0_C10923g,1336,961,1126
gene-KLLA0_C10945g,956,560,654
gene-KLLA0_C10967g,2027,859,1160
gene-KLLA0_C10989g,211,100,151
gene-KLLA0_C11011g,297,410,481
gene-KLLA0_C11033g,9696,7139,8578
gene-KLLA0_C11055g,615,950,1113
gene-KLLA0_C11077g,731,785,911
gene-KLLA0_C11099g,847,596,824
gene-KLLA0_C11121g,151,22,35
gene-KLLA0_C11143g,6861,1651,2167
gene-KLLA0_C11165g,685,276,313
gene-KLLA0_C11187g,15945,6469,6987
gene-KLLA0_C11209g,5722,1242,1233
gene-KLLA0_C11231g,2145,3923,4784
gene-KLLA0_C11253g,1408,622,673
gene-KLLA0_C11275g,617,310,337
gene-KLLA0_C11297g,466,426,560
gene-KLLA0_C11319g,1542,1214,1408
gene-KLLA0_C11341g,354,114,144
gene-KLLA0_C11363g,441,826,974
gene-KLLA0_C11385g,3589,6470,7406
gene-KLLA0_C11407g,2826,3245,3488
gene-KLLA0_C11429g,2037,1508,1947
gene-KLLA0_C11451g,4811,4078,4716
gene-KLLA0_C11473g,2510,1229,1209
gene-KLLA0_C11495g,343,4001,5390
gene-KLLA0_C11517g,75,19,21
gene-KLLA0_C11539g,6270,476,416
gene-KLLA0_C11561g,931,437,443
gene-KLLA0_C11583g,2357,1782,1694
gene-KLLA0_C11605g,488,309,418
gene-KLLA0_C11627g,6816,4771,5161
gene-KLLA0_C11649g,1546,759,814
gene-KLLA0_C11671g,1445,1095,1276
gene-KLLA0_C11693g,552,499,747
gene-KLLA0_C11715g,1783,1490,1677
gene-KLLA0_C11737g,85,45,53
gene-KLLA0_C11759g,1815,1000,1157
gene-KLLA0_C11781g,1329,1245,1463
gene-KLLA0_C11803g,747,370,441
gene-KLLA0_C11825g,604,369,439
gene-KLLA0_C11847g,567,844,859
gene-KLLA0_C11869g,747,666,825
gene-KLLA0_C11891g,1200,1769,1725
gene-KLLA0_C11913g,1462,4034,4448
gene-KLLA0_C11935g,612,795,1022
gene-KLLA0_C11957g,235,314,482
gene-KLLA0_C11979g,344,402,484
gene-KLLA0_C12001g,263,715,861
gene-KLLA0_C12023g,186,387,458
gene-KLLA0_C12034g,1,0,2
gene-KLLA0_C12045r,0,0,0
gene-KLLA0_C12089r,0,0,0
gene-KLLA0_C12111g,1354,1204,1603
gene-KLLA0_C12133g,1175,1690,1930
gene-KLLA0_C12155r,0,0,0
gene-KLLA0_C12177g,734,1267,1184
gene-KLLA0_C12199g,549,339,400
gene-KLLA0_C12221g,831,686,922
gene-KLLA0_C12243g,1502,1130,1298
gene-KLLA0_C12265g,4165,5229,6250
gene-KLLA0_C12287g,49,32,44
gene-KLLA0_C12300g,424,362,378
gene-KLLA0_C12309g,2537,2316,2576
gene-KLLA0_C12331g,1821,1870,2219
gene-KLLA0_C12353g,1595,1042,1213
gene-KLLA0_C12375g,505,1297,1380
gene-KLLA0_C12397g,617,277,380
gene-KLLA0_C12419g,591,457,459
gene-KLLA0_C12441g,1810,1636,1841
gene-KLLA0_C12463g,166,31,55
gene-KLLA0_C12485g,2766,1870,1844
gene-KLLA0_C12507g,1457,1382,1684
gene-KLLA0_C12529g,351,211,200
gene-KLLA0_C12551g,3060,1416,1535
gene-KLLA0_C12573g,15136,9282,9792
gene-KLLA0_C12595g,180,228,251
gene-KLLA0_C12617g,216,211,254
gene-KLLA0_C12639g,574,599,712
gene-KLLA0_C12672g,5990,7926,7301
gene-KLLA0_C12694g,394,285,313
gene-KLLA0_C12716g,5318,5914,7028
gene-KLLA0_C12749g,2127,1226,1361
gene-KLLA0_C12771g,2776,1920,2117
gene-KLLA0_C12793g,877,600,739
gene-KLLA0_C12815g,302,244,344
gene-KLLA0_C12837g,602,671,797
gene-KLLA0_C12859g,8630,7790,10384
gene-KLLA0_C12881g,838,1101,1269
gene-KLLA0_C12903g,656,462,612
gene-KLLA0_C12925g,2568,3506,3340
gene-KLLA0_C12947g,1428,1630,1705
gene-KLLA0_C12969g,1144,1445,1582
gene-KLLA0_C12991g,4036,5530,6279
gene-KLLA0_C13013g,392,4101,4504
gene-KLLA0_C13035g,1426,1042,1139
gene-KLLA0_C13057g,2158,3152,3085
gene-KLLA0_C13079g,36,39,58
gene-KLLA0_C13101g,1365,2811,3030
gene-KLLA0_C13123g,2292,1094,1350
gene-KLLA0_C13145g,1924,1010,986
gene-KLLA0_C13167g,284,348,537
gene-KLLA0_C13189g,864,1528,1493
gene-KLLA0_C13211g,1431,1411,1429
gene-KLLA0_C13233g,1211,499,496
gene-KLLA0_C13255g,3941,3810,3973
gene-KLLA0_C13277g,1246,816,976
gene-KLLA0_C13299g,1672,1055,1278
gene-KLLA0_C13321g,935,325,344
gene-KLLA0_C13343g,994,675,803
gene-KLLA0_C13365g,546,373,477
gene-KLLA0_C13387g,2331,2855,3156
gene-KLLA0_C13409g,1176,1159,1137
gene-KLLA0_C13431g,974,504,553
gene-KLLA0_C13453g,2186,3723,4599
gene-KLLA0_C13475g,1067,1794,1516
gene-KLLA0_C13497g,135,147,159
gene-KLLA0_C13519g,340,19219,24507
gene-KLLA0_C13541g,716,907,1038
gene-KLLA0_C13563g,617,1026,1375
gene-KLLA0_C13585g,1322,1098,1166
gene-KLLA0_C13607g,1258,1168,1294
gene-KLLA0_C13651g,1520,869,1052
gene-KLLA0_C13673g,392,1769,2143
gene-KLLA0_C13706g,2761,1735,2060
gene-KLLA0_C13728g,2601,1058,1305
gene-KLLA0_C13750g,703,415,437
gene-KLLA0_C13772g,2419,1765,2189
gene-KLLA0_C13794g,2263,2673,2599
gene-KLLA0_C13816g,458,555,641
gene-KLLA0_C13838g,5822,4027,4451
gene-KLLA0_C13860g,5694,10600,12161
gene-KLLA0_C13882g,219,120,158
gene-KLLA0_C13904g,1575,1341,1544
gene-KLLA0_C13926g,5773,3779,4032
gene-KLLA0_C13948g,3976,3000,3402
gene-KLLA0_C14003g,1466,1038,1265
gene-KLLA0_C14025g,864,351,451
gene-KLLA0_C14047g,23236,14787,15749
gene-KLLA0_C14069g,1795,738,902
gene-KLLA0_C14091g,14854,16762,20006
gene-KLLA0_C14113g,779,556,563
gene-KLLA0_C14135g,734,531,553
gene-KLLA0_C14157g,3478,4532,4754
gene-KLLA0_C14190g,689,210,243
gene-KLLA0_C14212g,1874,849,991
gene-KLLA0_C14234g,1670,1434,1551
gene-KLLA0_C14256g,1806,908,1073
gene-KLLA0_C14278g,642,559,614
gene-KLLA0_C14300g,2540,1639,2291
gene-KLLA0_C14322g,4523,1498,1730
gene-KLLA0_C14344g,1389,1957,2192
gene-KLLA0_C14366g,1234,810,976
gene-KLLA0_C14388g,298,286,359
gene-KLLA0_C14410g,788,1033,1155
gene-KLLA0_C14432g,15010,4484,5458
gene-KLLA0_C14454g,19216,22523,25017
gene-KLLA0_C14476g,2344,2138,2671
gene-KLLA0_C14498g,2295,9455,10787
gene-KLLA0_C14520g,4576,3169,3733
gene-KLLA0_C14542g,363,327,394
gene-KLLA0_C14564g,100,44,66
gene-KLLA0_C14586g,454,1113,1232
gene-KLLA0_C14608g,545,503,573
gene-KLLA0_C14630g,928,754,847
gene-KLLA0_C14652g,4523,6640,8472
gene-KLLA0_C14674g,1287,1521,1842
gene-KLLA0_C14696g,1283,1655,1933
gene-KLLA0_C14718g,522,315,394
gene-KLLA0_C14740g,11,15,16
gene-KLLA0_C14762g,975,1371,1323
gene-KLLA0_C14784g,330,196,227
gene-KLLA0_C14806g,270,131,124
gene-KLLA0_C14828g,2981,2138,2347
gene-KLLA0_C14850g,165,194,242
gene-KLLA0_C14872g,1003,603,673
gene-KLLA0_C14894g,234,187,261
gene-KLLA0_C14905g,849,547,583
gene-KLLA0_C14916g,137,70,84
gene-KLLA0_C14927g,230,547,685
gene-KLLA0_C14949g,1528,468,590
gene-KLLA0_C14971g,849,713,858
gene-KLLA0_C14993g,2587,1075,1316
gene-KLLA0_C15015g,564,525,618
gene-KLLA0_C15037g,585,760,889
gene-KLLA0_C15059g,1432,1787,1991
gene-KLLA0_C15081g,1732,6546,7822
gene-KLLA0_C15125g,1704,4590,5385
gene-KLLA0_C15147g,940,1651,2191
gene-KLLA0_C15169g,756,682,851
gene-KLLA0_C15191g,2126,1104,1252
gene-KLLA0_C15213g,1966,737,847
gene-KLLA0_C15235g,904,615,680
gene-KLLA0_C15257g,438,1149,1197
gene-KLLA0_C15279g,10455,7317,8755
gene-KLLA0_C15301g,1434,973,934
gene-KLLA0_C15323g,865,453,504
gene-KLLA0_C15345g,399,1352,1580
gene-KLLA0_C15367r,0,0,0
gene-KLLA0_C15411g,563,440,587
gene-KLLA0_C15433g,707,340,425
gene-KLLA0_C15455g,1366,1148,1275
gene-KLLA0_C15477g,1713,1812,2155
gene-KLLA0_C15499g,1312,2099,2613
gene-KLLA0_C15521g,684,3530,3820
gene-KLLA0_C15543g,2320,1431,1833
gene-KLLA0_C15565g,346,388,465
gene-KLLA0_C15587g,665,1502,1557
gene-KLLA0_C15609g,890,480,713
gene-KLLA0_C15631r,0,0,0
gene-KLLA0_C15653g,757,543,496
gene-KLLA0_C15675g,134,55,75
gene-KLLA0_C15697g,573,247,262
gene-KLLA0_C15719g,2179,1275,1603
gene-KLLA0_C15741g,1070,187,210
gene-KLLA0_C15746r,1,0,0
gene-KLLA0_C15752r,7,2,2
gene-KLLA0_C15757r,0,0,0
gene-KLLA0_C15763g,2137,1409,1468
gene-KLLA0_C15785g,1485,1486,1673
gene-KLLA0_C15807g,280,296,279
gene-KLLA0_C15829g,561,498,565
gene-KLLA0_C15851g,1955,1659,2052
gene-KLLA0_C15873g,1092,1663,1738
gene-KLLA0_C15895g,1438,1396,1574
gene-KLLA0_C15917g,1897,1521,1893
gene-KLLA0_C15939g,371,227,238
gene-KLLA0_C15961g,3481,3470,3860
gene-KLLA0_C15983g,30016,32586,32815
gene-KLLA0_C16005g,858,925,719
gene-KLLA0_C16027g,1826,838,817
gene-KLLA0_C16049g,2105,1128,1311
gene-KLLA0_C16071g,2581,1846,2564
gene-KLLA0_C16093g,1079,1046,1219
gene-KLLA0_C16115g,4187,3977,4321
gene-KLLA0_C16137g,976,851,1055
gene-KLLA0_C16159g,785,869,1117
gene-KLLA0_C16181g,594,1321,1582
gene-KLLA0_C16203g,1568,662,747
gene-KLLA0_C16225g,15200,220,222
gene-KLLA0_C16247g,2664,1081,1123
gene-KLLA0_C16269g,754,753,860
gene-KLLA0_C16291g,901,319,415
gene-KLLA0_C16313g,3520,2123,2590
gene-KLLA0_C16335g,1389,1651,1905
gene-KLLA0_C16357g,2225,749,851
gene-KLLA0_C16379g,423,698,768
gene-KLLA0_C16401g,426,1151,1333
gene-KLLA0_C16423g,607,328,360
gene-KLLA0_C16445g,1440,1083,1083
gene-KLLA0_C16467g,4066,3393,4027
gene-KLLA0_C16489g,662,178,194
gene-KLLA0_C16511g,162,76,102
gene-KLLA0_C16533g,1043,705,859
gene-KLLA0_C16555g,245,145,178
gene-KLLA0_C16577g,1431,558,773
gene-KLLA0_C16599g,1465,1472,1425
