gene_id,t0015,t0030,t0045,t0060,t0090,t0120,t0150,t0180,t0210,t0240,t0360,t0480
KLLA0_A03047g,0,0,0,0,-1.3186448996020586,-1.6235278305551784,-1.7672222773532753,-1.7010450309296208,-1.3373814945378564,-1.316188517120712,-1.0127951145568663,0
KLLA0_A03135g,1.813766468730324,1.7428246459859704,0,0,0,0,0,0,0,0,0,0
KLLA0_A03179g,0,0,0,0,-1.0850604336185292,-1.6018449442702605,-1.5352532011237057,-1.2512987487875875,-1.1566759661949642,-1.0315908844291517,0,0
KLLA0_A03201g,0,-1.2866814123511725,-1.4010090857818869,0,0,0,0,0,0,0,0,0
KLLA0_A03223g,0,-2.811039255827568,-2.148479746167565,0,1.5037671580671754,1.1879861064218904,1.0646077541901018,1.0072228211320249,1.0753558568260422,0,0,0
KLLA0_A03245g,1.1760741531570305,2.023908203393474,1.0190840365662444,0,0,0,0,0,0,0,0,0
KLLA0_A03267g,0,1.154653398163025,0,0,-1.5376855484106506,-1.8350446528329007,-1.8452312921710587,-1.9511111368138645,-1.8075754471192231,-1.7457824788209315,-1.423123745966958,-1.6450609387861772
KLLA0_A03289g,-1.1442655305760263,-2.9199668757705415,0,0,0,0,0,0,0,0,0,0
KLLA0_A03333g,-1.683409658030815,-4.169425569084113,-2.5045977179767953,0,0,1.0579582001318797,1.0081897475013462,1.2736301808606034,1.7272678671919552,1.7244292589772596,1.7168972999611694,1.3487680082253088
KLLA0_A03377g,0,-1.3448439174641358,-1.3315692494429705,0,0,0,0,0,0,0,0,0
KLLA0_A03443g,-1.1308514575196849,-1.0127783038948774,0,0,0,0,0,0,0,0,0,0
KLLA0_A03531g,0,1.6048979655511797,0,0,-1.932670755696356,-2.125881756131398,-2.1205170978936576,-2.353790531815074,-2.3207611879817738,-2.319016714168906,-2.4575881007196645,-2.4807843988652305
KLLA0_A03619g,2.2299422921261813,1.468914182473787,0,0,0,0,0,0,0,0,0,0
KLLA0_A03641g,0,0,0,0,-1.04834936604077,-1.028059415355504,0,0,0,0,0,0
KLLA0_A03740g,0,-1.0112590596977722,0,0,0,0,0,0,0,0,0,1.1429762101982488
KLLA0_A03938g,-1.116557428403282,0,0,0,0,0,0,0,0,0,0,0
KLLA0_A03960g,0,-1.4716350533770322,0,0,0,0,0,0,0,0,0,0
KLLA0_A04037g,2.4129668264898316,2.5126906695324904,0,-3.7441847753740016,-5.9344917297501905,-2.3732980896472693,-1.4894521352685544,-1.3945948005524282,-1.4271996715330768,-1.275861034363259,-1.5012582358073705,-1.4698073764175448
KLLA0_A04081g,0,-1.8361791883711864,0,0,1.373241445543488,1.6395359085614454,1.9493561627782108,1.797528682554788,1.9034586068580384,1.9745394822910312,2.3487663187105943,2.54357739386155
KLLA0_A04125g,-1.946488216061981,-2.0144105282646696,0,2.096580781428828,1.8501310066178096,0,0,0,0,0,0,0
KLLA0_A04147g,0,1.581345916731448,2.423937349410465,2.929337998947107,2.4195091275273595,2.0541798994702627,2.004487152374208,1.7385419365271977,1.56496695242358,1.443823609474035,1.158442770797148,1.002467058216246
KLLA0_A04169g,0,-2.2651904052512255,-1.7035155227845824,-1.238233390050891,-1.0587806979132175,-1.090954996032404,-1.2478753143320014,-1.285120073425314,-1.2224623302255213,-1.328506264879965,-1.3633196085279993,-1.361151699251805
KLLA0_A04345g,0,0,0,0,0,0,0,-1.087428423330261,0,-1.1368561022780297,-1.303186373970613,-1.2362076981330687
KLLA0_A04433g,0,0,0,0,-1.044326090081602,0,0,0,0,0,0,0
KLLA0_A04521g,0,0,0,0,1.4401072712440028,1.4897550668166055,1.4914224015101136,1.45596633666404,1.271898627287117,1.2163048872539135,1.1270871427449227,0
KLLA0_A04587g,0,1.4844754563014024,1.0041034750758238,0,0,0,0,0,0,0,0,0
KLLA0_A04609g,-5.001598462716813,-4.72059272277109,-3.5530371226671473,-1.1970857640076995,0,0,0,0,0,0,0,0
KLLA0_A04653g,2.547102062074035,2.351290293263128,0,-4.37105153271866,-3.5442980760133307,-1.463874410717204,0,0,0,0,0,0
KLLA0_A04730g,0,0,0,0,-1.400260172974526,-1.5368726724232988,-1.670321262628827,-1.6838490592189472,-1.567332386546359,-1.601724100752283,-1.3186095364765031,-1.0458184294014226
KLLA0_A04906g,0,0,0,0,4.850192202687062,7.357889316835466,7.514710475096094,7.61377031149409,7.4281326442555695,7.266322486230465,6.270100042214289,6.17478315411706
KLLA0_A04961g,0,-1.5524992129685131,-1.4426301912253272,-2.5556866808193344,-2.1529464821400026,0,0,0,0,0,0,0
