tx	gene_id	Klac.t0000.b1.L001	Klac.t0000.b1.L002	Klac.t0000.b2.L001	Klac.t0000.b2.L002	Klac.t0015.b3.L001	Klac.t0015.b3.L002	Klac.t0015.b4.L001	Klac.t0015.b4.L002	Klac.t0030.b3.L001	Klac.t0030.b3.L002	Klac.t0030.b4.L001	Klac.t0030.b4.L002	Klac.t0045.b3.L001	Klac.t0045.b3.L002	Klac.t0045.b4.L001	Klac.t0045.b4.L002	Klac.t0060.b3.L001	Klac.t0060.b3.L002	Klac.t0060.b4.L001	Klac.t0060.b4.L002	Klac.t0090.b3.L001	Klac.t0090.b3.L002	Klac.t0090.b4.L001	Klac.t0090.b4.L002	Klac.t0120.b4.L001	Klac.t0120.b4.L002	Klac.t0150.b1.L001	Klac.t0150.b1.L002	Klac.t0150.b2.L001	Klac.t0150.b2.L002	Klac.t0180.b3.L001	Klac.t0180.b3.L002	Klac.t0180.b4.L001	Klac.t0180.b4.L002	Klac.t0210.b3.L001	Klac.t0210.b3.L002	Klac.t0210.b4.L001	Klac.t0210.b4.L002	Klac.t0240.b3.L001	Klac.t0240.b3.L002	Klac.t0240.b4.L001	Klac.t0240.b4.L002	Klac.t0360.b3.L001	Klac.t0360.b3.L002	Klac.t0360.b4.L001	Klac.t0360.b4.L002	Klac.t0480.b3.L001	Klac.t0480.b3.L002	Klac.t0480.b4.L001	Klac.t0480.b4.L002
rna-XM_451892.1	gene-KLLA0_B08129g	10.685101	9.470401	10.885585	12.39775	15.166667	15.385964	17.629048	16.136117	12.885655	11.013664	13.519476	11.41433	13.663431	12.597985	12.491397	12.776679	10.909123	10.212772	11.253583	10.097955	7.627169	6.090501	5.920753	7.140528	5.0904	5.017023	6.796895	4.429682	5.349592	6.877178	6.29827	5.420333	7.741563	5.343079	6.558013	6.02541	5.71484	5.021624	6.942133	7.196992	6.35291	6.706077	6.071876	6.441691	5.70448	6.41684	6.082519	6.889898	7.487349	7.898436
rna-XM_451893.1	gene-KLLA0_B08151g	44.3544	44.021788	33.238849	35.324349	57.789714	56.63022	52.68909	45.93461	40.719822	45.040533	40.991278	37.103569	44.246621	41.890043	44.78452	49.010533	43.14725	39.40437	44.096343	43.613575	36.824356	35.153841	38.931605	34.196991	34.109333	37.766956	30.132698	35.556589	31.175047	35.34899	33.875775	30.89698	35.15167	30.778726	31.624894	29.880691	36.455362	34.076334	35.74734	33.292804	32.88857	30.607858	28.442064	31.324005	26.540705	29.297081	32.575047	34.589381	33.562502	31.603913
rna-XM_451894.1	gene-KLLA0_B08173g	1916.30439	1875.0965	2300.485472	2260.610338	2698.055218	2812.96047	2783.282729	2809.525317	4864.360975	4861.513223	4846.059839	4823.706969	4270.99355	4264.152332	4328.501547	4342.977031	2370.470584	2336.206929	2189.220281	2365.158894	232.269287	247.239973	196.877931	226.488633	28.415724	30.560452	22.950181	37.72125	24.358524	20.600796	32.505264	26.620514	36.834121	33.533704	29.602692	35.696977	25.072665	33.45623	46.259157	25.522761	51.935335	34.180247	54.344221	74.199067	64.875476	89.050655	92.652835	76.439136	105.277673	110.682991
rna-XM_451895.1	gene-KLLA0_B08195g	23.503511	17.855573	19.723357	18.232195	7.911687	8.022285	7.68953	7.076745	6.931176	6.558439	5.837534	5.71945	15.931217	15.965821	19.3716	17.421877	29.626929	31.893926	30.428562	29.268691	47.618394	46.276755	48.840736	50.028546	61.098593	56.442737	59.566283	64.582341	70.30513	68.433593	66.593326	64.605307	66.631289	72.95241	69.266028	73.285607	62.248057	70.595544	62.662385	70.859416	64.845827	65.563438	63.096537	65.156102	74.211815	70.567384	71.177766	74.232175	78.077339	80.562149
rna-XM_451896.1	gene-KLLA0_B08217g	26.162534	27.580831	24.186655	24.102631	32.968423	37.366696	31.451259	31.91325	27.417147	27.863956	24.716114	25.194071	28.069237	28.090845	28.143982	29.137084	26.836598	26.760586	28.117639	28.98789	37.06188	36.66927	36.391923	37.688965	43.940708	46.075337	43.366783	42.013496	43.815201	47.412697	41.447411	43.347037	45.356082	45.679955	43.714061	43.719762	43.266193	42.668299	40.779426	41.956105	41.72426	42.531314	48.697966	50.169556	42.316719	41.322727	46.394705	44.542008	46.699367	49.644179
rna-XM_451897.1	gene-KLLA0_B08239g	26.259084	27.117837	22.874825	25.034583	97.876603	99.727699	91.736948	91.903948	141.155465	140.653043	134.821584	137.106105	67.280752	67.368592	46.766564	45.984475	1.68999	1.864642	1.539589	1.627337	1.499308	1.444213	1.315481	1.843116	7.787675	7.450895	11.458821	12.33908	13.005521	13.322618	12.424838	11.525863	13.133634	12.01144	10.936852	11.739206	11.244693	10.908761	11.729784	10.269506	11.96455	11.637757	10.497462	11.28823	8.415607	9.108002	10.465299	11.101465	10.573285	11.809704
rna-XM_451898.1	gene-KLLA0_B08261g	0.820907	0.968041	0.4568	1.283288	1.370705	0.884541	1.26473	1.858887	1.024391	0.856015	0.691456	0.402093	0.674893	0.58765	0.12039	0.489725	2.238882	2.264	2.295576	1.787334	4.802649	3.428792	4.826519	4.619269	3.479644	3.542078	3.101514	3.923995	4.782633	3.729877	3.627079	6.475752	5.29077	4.461311	4.833442	3.312577	2.981551	5.236551	3.592773	5.171194	5.391194	5.066323	4.116479	4.010437	4.03089	3.73769	3.659997	5.880087	4.036751	3.691778
rna-XM_451899.1	gene-KLLA0_B08283g	12.34274	12.921384	11.519771	14.520161	43.375383	47.919369	45.735662	44.387821	45.51463	44.036095	45.198848	46.313496	22.367327	25.13696	17.072055	26.305356	6.484534	6.027689	6.733957	5.42692	8.345655	4.756891	6.417382	5.240376	10.018887	9.283561	11.326305	13.823881	10.447839	10.524084	11.693175	10.501783	13.58296	15.820658	15.166555	10.965546	9.617371	12.284206	12.327738	12.766233	12.609168	14.279812	12.928855	14.995104	12.102181	13.048797	15.272194	10.628441	12.868809	14.346033
rna-XM_451900.1	gene-KLLA0_B08305g	32.063154	32.346	25.928605	24.534672	35.096137	33.86159	32.223965	28.954052	27.200728	28.41795	21.96958	19.727545	28.4662	29.720389	29.760076	29.100809	32.522398	34.326778	34.134871	36.435293	38.781786	38.341099	39.43192	37.197863	35.652327	37.093252	31.748138	33.293384	36.106449	35.24742	32.632686	33.825444	35.342691	35.140753	40.051016	37.324494	37.192546	40.069102	35.212702	35.010962	39.491058	37.119376	43.530565	37.122446	28.329532	28.197056	35.619862	36.81991	39.087267	36.065362
rna-XM_451901.1	gene-KLLA0_B08327g	37.450204	35.335092	30.889132	31.891792	23.353074	22.704045	20.932945	21.780284	21.231299	20.23036	19.862389	19.193978	24.236043	25.170697	22.623493	23.734061	24.888895	25.707551	28.666141	27.271248	40.928803	40.72877	41.982432	41.15989	45.453346	42.53611	38.817296	39.513536	40.190619	41.023275	34.965409	36.766425	34.142441	33.202253	35.668369	35.614294	38.316392	37.020351	33.668982	33.312126	32.107459	32.097151	31.162781	30.766093	28.456946	28.557079	30.011866	29.709824	29.133155	26.426785
rna-KLLA0_B08349r	gene-KLLA0_B08349r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_451902.1	gene-KLLA0_B08371g	196.490935	208.486764	220.401515	211.370644	94.291295	96.483558	86.136927	99.289585	21.055837	19.033769	21.733482	19.802177	69.536992	62.879795	89.5208	79.310802	293.539991	295.909315	305.625123	326.012331	439.991554	461.752929	456.151909	465.201898	447.802705	470.730836	489.760706	476.163831	449.376644	471.732372	477.155683	489.303547	466.700655	472.467473	468.215356	460.087339	471.524881	455.994794	480.253041	465.316032	478.535601	487.001834	458.457708	467.636248	459.095751	448.029851	459.284594	459.006051	434.982112	433.343986
rna-KLLA0_B08393r	gene-KLLA0_B08393r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.891384	0	0	0	0	0	0	0	0	0	0	0
rna-XM_451903.1	gene-KLLA0_B08415g	307.463548	281.039869	298.736693	315.458696	130.471878	122.864318	112.802041	107.922585	114.675257	100.870558	115.011055	111.765257	183.851141	190.778508	215.673678	196.379512	310.218889	320.686848	273.630859	285.527319	372.938414	387.644249	395.836108	365.827653	354.294573	313.186658	287.859138	285.108736	301.154642	330.012363	281.981364	261.016216	254.744356	269.249156	249.672052	257.156744	220.2751	228.862103	270.562929	255.29595	215.754503	256.589182	217.553748	215.715091	264.55164	262.752779	182.630842	222.528131	200.575	213.763345
rna-XM_451904.1	gene-KLLA0_B08437g	172.210722	154.26411	173.918657	170.339387	196.174091	234.251769	207.609169	199.686216	449.146521	435.157615	440.215795	448.827424	388.515187	388.387411	373.4171	376.697955	140.098999	147.484383	154.472467	145.006563	103.757142	116.749145	95.911191	112.644069	183.277168	196.915219	192.412348	216.714596	199.980263	189.983065	210.984038	194.563065	185.659736	196.552269	168.614768	172.014716	165.931433	188.984214	145.447426	157.663717	174.849674	160.821711	139.091493	136.608192	150.912925	139.59575	108.655974	108.563065	112.154173	111.220117
rna-XM_451905.1	gene-KLLA0_B08459g	34.143532	35.034723	34.305924	30.776339	19.9708	20.405789	15.062897	15.506937	18.688004	17.996199	15.569918	17.356632	22.486697	24.185917	25.669951	28.113522	37.847177	32.913147	35.168805	35.142539	68.422341	63.221939	60.556263	64.206591	73.246446	74.868254	80.164106	78.955719	87.387152	75.636781	90.096989	99.462936	91.347613	91.279172	96.476764	95.606649	86.979551	88.148005	92.923546	97.62009	105.451371	103.938802	111.931802	102.664335	95.31062	103.326825	95.693663	100.346188	105.970077	111.811174
rna-XM_451906.1	gene-KLLA0_B08481g	84.982231	93.709234	108.052885	100.27962	122.484269	129.795484	136.280445	140.366446	159.435582	162.347342	156.902286	160.112474	134.734226	140.054236	137.11401	145.642454	91.679393	89.994088	87.530025	90.589895	55.706227	57.136234	54.123996	53.066221	46.644209	44.050752	35.74084	40.839479	42.656835	38.312972	44.369463	44.047716	47.812625	44.586792	42.970224	43.921109	41.112147	38.953543	44.178161	42.327066	45.639739	43.43899	45.306915	49.241211	43.842072	40.942159	39.79241	37.73751	46.829675	39.450141
rna-XM_451907.1	gene-KLLA0_B08503g	39.497485	36.891588	41.774351	46.623669	18.84115	16.02102	17.638737	14.63701	24.983563	21.911557	22.509331	27.181949	33.947982	36.495155	41.243606	32.240669	26.832463	27.963251	28.087177	27.896884	24.794172	23.150965	28.548181	24.121541	24.440037	32.980221	34.389374	27.72952	25.059939	25.050887	35.555374	30.396215	37.129321	30.84749	33.829124	33.159255	32.02975	32.387202	35.77081	37.690839	36.748165	43.335487	45.57655	46.369694	43.089023	33.535743	40.832286	41.236419	43.698269	37.621657
rna-XM_451908.1	gene-KLLA0_B08525g	18.087355	17.360627	17.487223	17.08357	25.346696	25.419666	28.887577	29.076591	18.112388	16.383602	17.012828	15.969077	18.639032	14.033963	14.85233	15.104263	11.037758	11.159435	12.199229	10.883635	14.128134	16.667296	15.402519	12.84324	28.311891	30.701078	30.670257	30.693196	36.899087	36.994352	34.415745	31.23791	37.262485	28.771588	41.710484	30.209856	30.211398	34.610886	31.816438	39.318001	36.453905	37.481492	32.738361	29.60242	33.310905	31.844765	32.380734	34.099359	34.843767	37.746276
rna-XM_451909.1	gene-KLLA0_B08547g	82.474128	66.08776	76.833364	79.821438	102.6862	110.639013	108.045329	102.388094	60.283831	62.180486	57.026315	65.115411	55.062017	49.583523	56.848768	59.689821	69.941989	72.49059	77.502382	61.864253	78.5493	107.411195	117.868395	86.226275	137.931475	143.229785	140.931036	136.488225	147.146445	120.492886	146.322262	136.467382	128.454661	158.338935	130.964927	134.112125	134.046413	126.705682	135.281465	127.30391	147.443516	134.110612	104.518705	107.465336	122.719772	140.471678	116.96582	119.608871	109.278793	114.616531
rna-XM_451910.1	gene-KLLA0_B08569g	54.988678	60.741587	63.993745	64.121873	47.839171	55.111992	49.744245	52.751472	54.50578	55.881976	54.977034	54.761003	68.45901	65.357181	62.264295	63.189516	69.141729	63.716157	66.61153	69.573388	51.36182	54.378205	54.615999	56.942674	53.880774	54.384942	52.577651	55.391063	61.891598	53.721586	53.648141	52.121227	55.810339	59.641594	59.517685	59.650908	60.957736	58.59191	58.821961	56.053537	70.342323	66.044806	67.712475	61.4192	61.387522	63.545686	54.485062	59.173566	61.340197	58.169759
rna-XM_451911.1	gene-KLLA0_B08591g	18.886445	17.345671	14.87767	15.77514	21.312005	20.894473	19.608336	19.552487	26.250101	24.248927	23.443356	21.771385	21.15218	21.611879	18.291176	19.846589	11.994639	12.801826	13.355765	11.855088	11.334758	12.467094	12.663829	12.632569	12.469825	13.786886	13.030098	14.171795	14.50306	15.181412	13.88771	13.752516	14.919605	16.000713	14.531235	16.048986	15.347127	14.440603	14.122715	14.526317	14.513899	13.519027	17.941201	16.669587	14.85119	15.08107	17.907744	17.269791	17.030396	17.429448
rna-KLLA0_B08613r	gene-KLLA0_B08613r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_451912.1	gene-KLLA0_B08635g	181.599825	177.410664	188.800637	175.392141	83.803145	83.199701	85.016912	80.171215	19.149259	20.899762	20.888209	22.058314	30.968096	34.249882	35.451148	35.466179	76.147429	69.043903	76.625043	76.609405	133.114799	137.566403	140.893447	134.315615	196.948678	194.580524	202.370562	200.240648	210.96155	221.559832	208.278644	205.838481	219.737673	206.437087	200.382381	208.394315	196.236971	199.217352	194.22318	186.232531	190.591078	188.929752	194.560128	193.13823	187.177781	190.241978	205.45069	200.254654	213.360611	209.509273
rna-XM_451913.1	gene-KLLA0_B08657g	25.65312	24.047636	20.630055	19.927045	27.318815	29.180685	28.334944	25.349808	24.356828	24.137022	22.1285	20.939843	16.486637	16.027181	16.371591	15.965728	11.012155	11.657683	10.796212	11.063644	10.651882	10.386844	11.588008	14.023326	13.481109	13.687749	16.043329	14.610293	14.144284	13.142815	14.621487	15.143563	13.966624	12.424874	15.856823	13.426701	15.289217	13.011884	14.212635	12.952272	13.173054	15.519773	17.655472	16.743507	16.287538	13.549015	18.036915	16.904191	18.498597	19.850952
rna-XM_451914.1	gene-KLLA0_B08679g	35.018419	32.703807	34.470488	33.617773	51.896241	49.184936	44.033633	41.605863	17.30191	18.233314	14.707315	13.891676	16.419539	16.680873	16.98663	18.585167	28.983596	29.405933	29.838362	33.8515	48.934072	45.741293	44.112784	48.313031	64.873911	62.751962	61.572281	60.640543	73.395681	66.376045	70.934108	68.00596	70.923619	69.162933	74.091708	77.607374	76.93694	79.65265	66.547129	79.00728	76.434824	71.397603	82.419542	90.689563	85.590095	84.564864	91.643425	81.368288	90.460212	92.556603
rna-XM_451916.2	gene-KLLA0_B08712g	591.752616	620.486124	808.384133	682.493076	802.522419	700.130048	694.497182	733.78605	803.297218	725.117241	787.924098	694.853994	725.406757	673.083231	792.602324	800.880943	636.834682	706.073187	513.364408	543.024991	682.264598	579.600362	582.981724	622.688942	464.828032	483.709575	516.445776	464.578765	357.283134	359.171742	362.432223	467.068066	409.560538	488.068581	452.82949	481.85959	403.086728	453.401117	489.504702	587.444082	494.807278	449.334254	507.760222	556.968144	674.266953	532.151451	480.209337	563.0941	512.774433	403.103034
rna-XM_451917.1	gene-KLLA0_B08734g	39.96271	37.622803	39.113948	35.158451	11.960271	11.461574	9.63276	10.70655	18.560457	18.540837	13.542152	14.733618	25.92594	25.713914	23.236504	29.828681	39.428473	38.93263	38.22233	35.399449	44.245491	42.184344	48.651778	45.485923	49.033366	41.688041	47.915683	42.041931	54.046024	47.881929	50.380226	51.163683	51.630529	57.260731	55.827815	53.96153	56.639281	54.928924	54.820278	59.713398	65.294552	60.401249	75.821313	74.282717	67.910779	62.632339	67.696442	72.895745	69.329003	72.95968
rna-XM_451918.1	gene-KLLA0_B08756g	90.589251	77.077987	71.817549	66.060406	51.735064	57.337108	52.747598	48.386378	41.076052	41.473226	40.532	38.834717	51.894734	43.86728	57.469148	53.433232	50.924358	51.417909	56.543827	57.437214	58.569166	69.672624	59.118246	65.344499	87.663455	87.92845	98.257225	122.618485	102.314453	104.85189	113.250349	103.197143	109.583146	111.371952	110.042373	108.981377	102.548541	98.683468	109.746458	105.254719	111.622911	106.668787	88.407496	91.415064	94.603114	85.09713	85.472404	94.760217	101.159478	88.807397
rna-XM_451919.1	gene-KLLA0_B08778g	27.189491	35.761735	34.306141	42.797889	59.108246	61.07464	50.409109	50.597687	38.287928	33.692015	36.046646	40.064008	35.104774	38.936845	28.991646	25.221735	28.928542	26.222485	27.180926	35.431698	33.071467	38.297739	38.329799	28.762687	50.848287	38.834895	63.358162	58.592615	58.926336	52.204823	51.877988	57.72442	60.976079	54.898204	59.150298	69.780944	48.479361	47.34861	54.92349	48.931545	60.663966	55.024295	55.043215	58.200566	55.456448	51.547352	63.441645	51.594421	44.199407	52.180685
rna-XM_451920.1	gene-KLLA0_B08800g	18.002895	17.957336	16.017439	14.894946	14.575796	14.859677	15.085922	16.262135	8.001713	8.338187	8.109811	8.549168	8.583	7.883187	9.874738	8.847204	15.732596	14.22725	14.918531	14.331068	31.528587	28.305475	32.006991	26.871252	36.471469	33.588333	36.245007	33.803684	38.275112	35.900541	32.121685	33.483743	34.574605	36.021446	36.652096	36.768187	34.305827	33.87959	39.670024	34.651228	36.826359	36.984713	35.293278	37.973452	39.49433	39.38435	35.631305	31.960754	33.48828	34.189116
rna-XM_451921.1	gene-KLLA0_B08822g	746.87695	731.935027	755.783404	782.800964	200.965412	195.025262	182.911334	186.12227	94.293479	92.606719	89.986305	89.084068	215.241588	224.460819	298.772961	289.499153	666.785952	676.459848	700.205918	716.432234	1084.548558	1109.562374	1111.480013	1117.731207	1237.380533	1259.150464	1353.075423	1342.715806	1410.431782	1409.279354	1443.051191	1452.090059	1435.063054	1440.538588	1483.596254	1462.460278	1471.821807	1498.862474	1421.592146	1453.875253	1489.341342	1510.925466	1350.797905	1354.789515	1286.45535	1311.781764	1297.260797	1313.975224	1228.038761	1243.75752
rna-XM_451922.1	gene-KLLA0_B08844g	70.958438	71.122707	60.995417	62.42969	52.939699	53.582213	53.764427	48.147341	48.724399	41.56975	39.845062	39.602459	56.673524	51.398554	57.402971	56.257479	51.960169	55.536765	55.589474	53.581977	47.432415	46.131395	48.193493	49.816609	50.581013	52.487546	47.253864	50.411249	49.077114	53.20356	54.16517	46.303727	54.39622	54.911544	50.922171	53.619021	51.386706	48.674326	51.250344	51.977004	55.536281	52.181031	50.951763	55.930466	49.196196	51.669207	54.828125	55.871518	55.584799	49.472452
rna-XM_451923.1	gene-KLLA0_B08866g	48.59069	40.790684	43.020373	43.304583	34.224054	32.773557	32.815317	33.011188	30.29373	28.722326	28.165966	28.744844	35.814922	35.013914	35.50809	38.192358	47.808265	48.907336	46.555432	45.973935	51.665808	47.666718	51.556585	56.036851	46.630113	49.282483	42.660672	41.346293	45.741838	39.25981	40.208512	41.53462	38.961995	41.887928	46.804669	43.677469	41.142108	39.931408	39.744337	34.767497	42.003289	42.14418	43.370689	47.95693	42.196728	39.41732	36.98223	36.943099	41.550326	38.436816
rna-XM_451924.1	gene-KLLA0_B08888g	116.05532	103.849066	105.999366	100.511256	161.263791	165.362577	166.76781	177.115911	254.019529	247.826532	226.239802	223.586297	199.567356	194.912316	171.190384	172.452647	86.451254	101.986568	96.719878	88.259679	62.593038	46.854689	71.509432	59.958288	72.118491	67.750569	66.475832	60.459113	62.894267	70.605898	59.301462	64.691383	75.39788	78.667876	67.717674	65.86069	50.865243	61.506867	69.627405	60.579306	78.650824	76.972021	99.980702	75.393182	86.124355	81.959085	79.648071	83.698142	83.791884	95.019228
rna-XM_451925.1	gene-KLLA0_B08910g	13.849615	8.504802	15.765026	14.398903	12.684165	5.502034	10.18184	3.628363	10.187954	6.559634	5.734096	7.635211	6.633239	8.480056	8.763042	17.835367	20.629	25.110397	19.212661	20.049743	28.679567	24.264358	25.384969	29.306757	23.82171	17.973743	13.476554	17.039098	26.187435	16.624596	13.291845	16.492919	22.11485	13.08916	15.43843	15.097006	14.599233	9.440324	16.825298	13.865993	15.609502	11.716815	10.99891	24.023582	16.927505	12.087353	15.859882	16.120847	11.34189	17.825905
rna-XM_451926.1	gene-KLLA0_B08932g	258.750668	256.149968	260.788711	270.352708	242.789792	248.224621	243.334834	240.537139	334.557578	332.944136	344.472338	352.200588	389.96437	390.444313	360.064965	357.930702	339.732983	339.230966	336.174601	335.497008	247.319923	244.925548	249.379659	250.789161	198.953451	192.011253	156.872188	161.690826	166.369398	175.592275	156.406434	159.428653	162.785217	170.693749	157.686099	162.167312	156.682025	167.020354	156.222543	159.1224	148.665402	160.334456	164.27362	163.690412	145.35085	150.979724	139.108682	146.64343	151.254877	155.269783
rna-XM_451927.1	gene-KLLA0_B08954g	54.466098	57.245523	39.697125	49.715413	169.24478	161.815069	164.17607	156.393415	165.988476	155.308093	156.808995	166.951852	96.811806	85.748659	78.185056	74.906013	44.661227	44.115725	35.879581	42.773374	43.962678	39.848661	42.688165	37.607483	35.577002	28.942375	50.131207	41.847142	49.746349	48.108332	44.123575	45.175425	50.900261	56.650391	41.747644	46.373405	51.964592	36.71438	55.565558	57.316712	65.675813	56.773751	69.152678	62.926636	61.247878	66.40986	64.266199	82.891827	65.099847	67.563553
rna-XM_451928.1	gene-KLLA0_B08976g	19.336611	21.549906	13.21403	17.147403	26.9706	26.733184	24.793987	26.783533	29.956952	28.971439	30.79681	28.41307	21.317536	23.063553	20.085584	15.541546	22.251543	21.302902	21.645319	21.669148	22.026034	22.785874	21.999505	23.76318	22.720814	23.287387	30.542744	24.084968	27.650902	29.544077	24.57728	24.822611	24.722748	27.529544	26.106971	22.935992	23.961347	19.998486	22.75386	22.661268	27.613128	27.042101	24.512382	23.669779	23.488517	29.490979	15.822326	22.179265	22.254656	24.755087
rna-XM_451929.1	gene-KLLA0_B08998g	11187.695578	11463.963502	10391.720587	10397.507657	10513.036464	10771.643562	10933.810195	10892.482702	12661.433314	12474.846643	12765.529653	12726.79294	13556.3532	13979.370066	13056.79683	13266.3084	12039.348385	11833.728032	12748.622776	12625.544911	9274.945834	9457.168364	9506.443371	9356.34407	6950.208825	7078.666303	5480.914193	5442.918086	5797.556368	5841.088605	4552.549699	4560.598198	4727.339295	4606.130471	4666.688782	4665.513356	4789.971515	4900.525944	4229.988312	4248.845219	4152.115042	4203.589085	3734.784199	3764.138503	3501.162129	3460.312465	3690.680904	3764.128557	3591.392203	3620.42355
rna-XM_451930.1	gene-KLLA0_B09020g	42.894023	49.275454	41.271258	43.40216	45.082029	46.389596	39.100196	42.999716	65.875915	65.351852	58.456991	59.802898	58.188145	60.04386	66.36038	65.52001	46.78643	48.780521	51.768021	52.826472	35.829212	38.98489	32.783206	39.843427	35.010702	39.726362	37.836294	33.592395	38.496193	37.112963	45.17499	36.881618	34.617842	39.165843	43.510897	47.529568	36.644425	43.003673	46.463571	43.393482	48.225965	47.372354	49.48975	48.424606	46.681038	50.113297	48.961627	47.881777	43.530868	43.789953
rna-XM_451931.1	gene-KLLA0_B09042g	2.398664	2.02105	1.311631	1.33561	2.928502	1.853033	2.468608	1.256538	4.936401	3.625874	6.656201	3.816534	5.075871	7.137099	4.244208	4.677062	2.869628	5.210409	2.833478	5.052852	2.070007	0.834903	1.135317	2.664872	0.818665	1.660325	0.453634	2.295118	3.669376	1.385532	3.573754	2.518097	1.740131	3.078488	4.276762	1.178118	4.225755	0.94898	2.87438	2.48247	3.641838	6.553305	0	2.364299	3.339123	1.828995	2.065037	2.518851	2.490174	2.955113
rna-XM_451932.1	gene-KLLA0_B09064g	42.893611	49.716745	46.771806	53.241671	229.189244	225.429052	226.767664	228.701116	210.403526	213.695496	231.689259	236.564373	233.962448	239.960627	138.837783	149.721897	100.099942	97.548148	88.380335	87.146297	235.824598	232.236596	236.599432	242.902223	396.513776	389.198394	508.760517	500.891366	552.811493	554.674243	664.313813	681.518352	753.503361	758.623873	957.481846	945.031041	827.312731	879.882606	1033.43723	1047.911498	1118.131673	1103.516672	1216.820512	1232.147576	1290.138648	1286.749075	483.67076	477.065067	589.791723	609.082326
rna-XM_451934.1	gene-KLLA0_B09108g	17.841598	18.435223	15.810163	21.010421	17.007162	18.156328	16.507505	21.358308	7.304826	7.037923	8.308086	6.69933	12.019315	10.919953	12.931014	15.46102	22.485519	19.862312	23.495579	20.111619	27.464147	28.165915	29.614596	32.305254	27.688919	30.208892	26.080227	32.538573	22.923079	25.574365	25.493266	24.665136	29.289337	30.056605	33.504239	26.612137	29.991896	35.879325	26.158031	28.048712	26.763155	27.757204	29.675509	28.196755	29.246287	23.799935	29.812608	29.93612	25.964991	28.115435
rna-XM_451935.1	gene-KLLA0_B09130g	55.766218	53.368616	42.147556	50.964907	113.120892	115.783592	110.416541	120.932953	68.048419	70.362142	70.291782	72.814531	60.2618	66.711982	56.055943	53.947162	55.847654	61.246112	52.266371	46.135944	68.133512	68.933925	67.186663	67.375607	61.900561	64.336941	60.608356	65.92536	71.226048	61.801187	77.188993	65.631572	79.750083	77.491408	84.638979	76.520236	69.143817	75.72749	85.419444	80.9695	75.502747	79.015787	100.71764	96.980103	100.479206	97.051156	76.938463	79.004342	92.620627	95.219302
rna-XM_451936.1	gene-KLLA0_B09152g	849.612293	846.934447	828.859185	808.88351	878.839841	876.874544	862.976326	855.383619	886.155485	891.673942	924.484744	918.990253	922.069034	928.447947	810.981235	809.723123	935.022927	950.657814	992.010009	1007.834135	1249.401117	1245.081654	1241.118061	1243.341474	981.136604	998.231195	847.710806	832.467339	892.515829	875.928475	862.753659	851.029046	871.316573	875.884051	813.704423	814.103957	852.239507	840.428435	768.975605	795.991677	800.645943	793.047688	738.904543	724.892371	630.849245	639.911864	646.17906	644.600001	656.214027	656.669589
rna-XM_451937.1	gene-KLLA0_B09174g	64.09694	84.12583	68.511415	65.506049	76.567552	78.69963	69.889495	74.724012	68.329469	66.933257	76.523003	72.327072	74.557595	80.930006	72.87391	68.785799	101.208371	96.848454	98.128595	103.457492	97.571181	104.144561	102.991729	94.255622	98.679495	95.627338	91.527189	87.221321	77.986857	89.815855	91.511453	89.037852	83.646835	85.965606	76.019759	70.928499	74.379966	62.06046	85.970292	68.153951	79.187599	91.891085	70.42235	75.835432	66.74038	77.377869	68.869829	63.759162	83.39693	70.001119
rna-XM_451938.1	gene-KLLA0_B09196g	53.91983	52.738346	46.233897	51.167029	55.941399	53.754862	54.707223	56.062573	56.591389	58.900272	55.205488	55.454863	63.332206	66.624911	55.991641	54.847348	59.614697	65.489602	55.376811	64.40405	54.493662	55.812102	56.883421	55.216018	57.723528	61.174109	58.590986	57.401702	53.940401	52.557044	54.729246	56.191099	54.772674	56.757483	56.85448	48.776037	54.263428	51.743206	51.982171	55.107528	56.998156	51.355748	50.088648	50.49585	40.725945	37.596161	41.500671	41.361084	46.43253	46.703415
rna-XM_451939.1	gene-KLLA0_B09218g	174.949952	171.79366	152.484477	157.795469	156.629535	152.191533	145.485538	139.186937	47.576966	49.515392	48.35266	50.348162	47.459796	46.683743	43.152228	43.266894	44.79068	42.944632	45.625612	45.437962	128.285745	125.149011	134.835585	133.719255	138.194875	140.522852	114.129808	106.950635	114.752272	111.38262	90.122087	90.832435	93.915744	93.542661	91.980801	88.941515	89.299083	92.735242	77.249793	80.630882	74.120793	73.60514	72.279001	70.310942	63.545213	60.46489	63.58755	63.952715	69.497055	68.183246
