tx	gene_id	Calb.t0000.b1.L001	Calb.t0000.b1.L002	Calb.t0000.b4.L001	Calb.t0000.b4.L002	Calb.t0015.b1.L001	Calb.t0015.b1.L002	Calb.t0015.b2.L001	Calb.t0015.b2.L002	Calb.t0030.b1.L001	Calb.t0030.b1.L002	Calb.t0030.b2.L001	Calb.t0030.b2.L002	Calb.t0045.b1.L001	Calb.t0045.b1.L002	Calb.t0045.b2.L001	Calb.t0045.b2.L002	Calb.t0060.b1.L001	Calb.t0060.b1.L002	Calb.t0060.b2.L001	Calb.t0060.b2.L002	Calb.t0090.b1.L001	Calb.t0090.b1.L002	Calb.t0090.b2.L001	Calb.t0090.b2.L002	Calb.t0120.b1.L001	Calb.t0120.b1.L002	Calb.t0120.b4.L001	Calb.t0120.b4.L002	Calb.t0150.b1.L001	Calb.t0150.b1.L002	Calb.t0150.b4.L001	Calb.t0150.b4.L002	Calb.t0180.b1.L001	Calb.t0180.b1.L002	Calb.t0180.b2.L001	Calb.t0180.b2.L002	Calb.t0210.b1.L001	Calb.t0210.b1.L002	Calb.t0210.b4.L001	Calb.t0210.b4.L002	Calb.t0240.b1.L001	Calb.t0240.b1.L002	Calb.t0240.b3.L001	Calb.t0240.b3.L002	Calb.t0360.b1.L001	Calb.t0360.b1.L002	Calb.t0360.b3.L001	Calb.t0360.b3.L002	Calb.t0480.b1.L001	Calb.t0480.b1.L002	Calb.t0480.b2.L001	Calb.t0480.b2.L002
orf19.6324-T	orf19.6324	172.522777	162.015799	178.08861	169.130934	160.053083	153.993801	169.037413	171.652445	134.895997	135.019636	134.368819	142.018475	121.398124	122.815362	125.91729	125.057973	154.246942	152.458943	154.154458	153.948888	214.429643	211.995146	200.166431	209.360855	190.61165	184.965618	216.219886	220.484642	170.507956	174.237763	167.751867	161.776312	154.177787	150.805878	156.46535	152.376821	155.718434	154.040848	163.003916	164.651429	136.014955	144.576435	155.518009	156.192683	111.828592	109.6586	114.316856	106.403875	107.203951	105.40941	104.479159	97.099122
orf19.6323-T	orf19.6323	53.805712	55.470171	56.308099	57.022274	50.135913	44.344528	50.988937	51.32134	26.281242	21.896785	28.363381	31.766575	28.463124	27.85245	30.169862	27.134674	52.487938	62.565874	67.320315	69.500456	207.660405	220.255007	216.456392	240.737136	266.579091	265.998424	236.293409	254.744854	222.778341	222.435919	204.518195	197.304835	160.323473	161.73055	155.626199	148.605014	160.500243	153.476252	142.96911	139.236407	121.974748	126.814444	153.079198	132.919339	134.211006	149.561469	137.507207	137.065517	154.451839	162.377714	130.399154	127.586005
orf19.6322-T	orf19.6322	248.473386	262.779735	255.131419	251.03086	364.938788	361.435221	340.038451	342.622725	492.248521	488.034754	440.683139	453.067441	340.074181	358.85587	347.762497	327.734082	280.0459	268.685099	258.468467	281.208289	317.155889	326.434482	356.284955	350.118543	445.962078	428.314169	468.848403	461.084837	694.025464	670.346753	631.03466	650.355129	811.662479	820.653539	778.278974	784.820988	853.46905	874.696548	879.559561	879.548551	873.791346	867.746946	927.068864	950.233289	936.282091	911.329946	808.743375	793.024072	905.768077	925.050732	881.237246	874.867492
orf19.6321-T	orf19.6321	303.277503	306.268444	295.007116	282.471506	130.926514	139.79759	120.231178	97.563662	112.408537	123.448704	121.856135	113.14644	125.74234	113.14516	117.018954	95.974114	58.692233	65.838251	64.801927	67.717445	212.778945	225.87484	211.16851	181.094471	253.408412	248.928074	300.509417	274.190097	311.046019	338.810614	300.244935	294.404187	181.797402	215.436367	248.380108	313.098967	172.506265	164.228872	184.828736	212.052657	136.154997	159.181328	174.179189	165.81994	97.462112	80.788514	63.009264	74.182854	61.440772	69.496491	38.301374	37.047685
orf19.6319-T	orf19.6319	65.489283	61.842594	66.110434	69.201692	94.051264	87.418231	93.727334	89.362119	83.966701	83.694842	82.238411	82.50822	67.586061	63.202892	72.586454	67.236368	66.557579	66.707834	68.199164	69.441908	83.673627	82.713569	73.996777	78.521274	65.809621	62.660133	82.533806	80.76341	82.809641	75.365426	74.064775	77.135652	65.484315	69.53642	72.580177	78.272313	61.078817	66.869127	72.439897	71.036936	61.936731	64.787047	73.089035	70.274153	59.717781	58.172094	60.012479	57.286991	64.177794	61.490546	63.853625	71.833936
orf19.1178-T	orf19.1178	14.680683	16.329796	13.717269	13.089764	5.853692	6.933391	5.984121	6.032563	7.280953	5.853048	6.1918	5.465701	6.835816	4.718203	7.433316	7.129905	10.535433	6.245305	10.090815	9.382545	15.092336	16.303469	17.224785	21.254685	21.294974	19.855114	22.253528	25.083059	15.395941	19.325461	29.048431	24.696707	14.511047	14.022589	16.255602	15.051659	21.115283	19.029977	14.377611	18.723009	14.287005	19.068533	15.716876	19.69809	14.805843	14.183762	20.518875	19.748205	22.781589	19.892322	14.060796	15.557507
orf19.1177-T	orf19.1177	71.345591	70.107662	74.63991	75.606419	49.77068	46.564556	50.119092	50.684645	68.850337	68.364338	69.343806	70.317567	52.894494	53.639274	52.367955	53.120052	50.048425	54.868225	51.041485	47.952206	75.064533	77.043978	84.397856	77.929577	66.763641	69.130979	71.708867	70.655143	59.705945	63.08615	58.925814	64.085646	51.283931	48.281263	50.674766	48.240842	41.778475	41.640777	41.844497	44.950616	40.289003	43.423999	42.596498	42.442344	37.97112	42.313068	34.577421	33.881108	39.493906	40.894205	41.461531	38.658458
orf19.1179-T	orf19.1179	714.21634	665.239213	683.85885	717.721932	661.5756	618.703958	657.992539	678.080222	687.256751	628.224029	646.855381	650.084056	687.121691	770.878807	737.803035	705.566196	815.003735	851.462479	811.653581	810.144837	1053.074244	1039.033699	996.840026	922.510199	1356.355695	1303.67818	1313.619625	1336.151065	1122.543277	1161.30121	1197.190536	1206.07772	1102.931647	1136.598537	1291.343953	1283.387066	1266.431992	1235.674165	1192.584921	1260.132023	1185.819157	1210.598796	1235.267206	1202.706411	1184.053638	1207.86796	1176.179036	1175.174186	1247.973234	1209.796099	1079.729909	1085.320869
orf19.1180-T	orf19.1180	89.506257	97.633057	99.252791	104.06871	84.293904	81.600171	86.827201	82.243223	51.682286	52.487402	51.992189	51.444704	41.073924	40.335892	40.873535	45.065781	65.845345	63.611465	69.201438	66.639385	154.246095	151.933476	166.363337	159.704947	153.374232	149.325318	161.227476	165.519714	153.613057	150.685534	141.77495	138.485004	136.606328	139.949077	121.295283	123.101822	122.190225	120.433641	118.017139	119.988752	110.67434	112.910837	120.533121	123.760484	118.058707	111.576662	101.608444	96.872452	112.558334	101.222114	104.283499	97.042886
LSU-G1431-T	LSU-G1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.425179	3.411316	0	0	0	0	0	0	8.383416	0	0	0	0	0	0	0	0	0	0	0	8.7326	0
orf19.1181-T	orf19.1181	18.646635	17.764399	21.170898	16.70594	33.414368	31.883518	32.25623	35.230275	16.748078	14.656409	15.994077	13.90682	12.987171	11.876861	14.956603	13.730676	12.224479	11.26539	11.640351	11.800511	18.91573	17.812896	16.91323	16.463817	20.616813	22.282578	33.718389	28.190141	30.406987	29.930911	33.740596	37.963813	28.457167	25.706133	34.845972	31.397947	33.802025	35.432655	41.5684	38.475814	37.892338	34.319732	41.076414	41.1542	29.55509	30.019084	40.649942	38.245235	38.426194	38.616993	30.268438	31.03019
orf19.1182-T	orf19.1182	60.101986	66.133594	59.87252	55.443685	86.616959	91.448267	89.670727	96.851885	41.137835	34.366644	38.96017	36.76001	25.296242	25.883258	25.581673	26.884604	30.691688	30.806393	31.64394	30.266241	59.983991	55.92961	54.261038	49.79439	55.231884	59.070079	62.401789	65.427426	72.971482	74.179777	74.316867	71.487317	78.460636	73.633991	74.503428	66.848003	80.456148	73.874577	70.250387	77.710074	82.205496	81.280152	81.469316	75.893611	87.057368	79.459942	65.066935	67.119472	78.988361	74.440954	75.509415	76.77669
orf19.1183-T	orf19.1183	98.293418	100.086034	106.659193	108.45128	155.9763	155.833055	163.123177	160.369231	76.268588	73.528046	82.846685	75.788387	42.244923	43.417507	46.825971	44.012604	37.6093	37.015464	40.602416	39.95257	72.615698	73.041931	76.255834	74.517574	89.816358	84.361339	106.622155	93.739319	146.933765	142.004292	132.449445	133.139949	181.892893	183.523402	156.62856	151.789935	191.538234	197.790758	194.515249	191.91321	208.830114	214.181762	215.795313	213.355759	232.62717	228.667476	223.034772	226.198107	229.777314	232.052306	237.557797	237.61866
orf19.1185-T	orf19.1185	93.720411	100.91148	99.96438	100.758886	96.081176	86.778253	92.068464	100.490206	76.007049	76.619642	80.389156	72.664646	71.767366	80.331603	78.745	76.312496	89.463304	94.124898	90.511353	92.942701	129.210327	125.382046	128.757869	130.752615	130.919205	125.454776	145.776582	139.304459	134.67808	133.068319	135.331182	124.618324	117.924222	116.754316	126.230376	139.51238	117.053467	109.569435	118.661925	121.659887	103.962795	105.19718	116.557419	124.215301	96.761635	100.89138	87.878836	84.213694	95.184284	94.723569	93.349406	92.727072
orf19.1186-T	orf19.1186	88.485088	83.206788	78.832797	86.684438	48.575196	52.046781	46.715853	44.531875	79.853563	86.912241	83.215442	80.75714	72.516034	79.653159	78.750345	77.338967	89.502599	94.411419	95.995958	99.952989	118.305696	116.825789	121.276309	122.35805	106.517493	106.795655	118.657616	119.066187	92.699851	102.450553	101.923064	98.085111	97.110288	82.318086	81.977871	86.918558	72.838987	68.363593	68.616864	74.071775	74.764021	75.847784	60.90265	71.616614	64.834418	65.271973	53.86206	54.804303	58.997074	65.722998	52.257144	61.871247
orf19.1187-T	orf19.1187	74.391486	74.794394	81.25506	80.855077	47.890851	44.218415	45.018101	44.309681	22.216227	22.549999	23.439252	23.917185	24.811489	23.507773	25.31573	26.684047	24.715528	21.735327	26.824112	27.450887	28.513261	27.333375	27.864718	27.519224	29.087244	27.43303	29.865343	26.813428	44.950599	46.020062	36.517353	36.308371	45.07062	42.154152	35.450164	36.470164	38.727038	34.341141	34.453115	34.929111	45.458969	46.884269	39.230502	40.45611	48.917283	51.346857	48.685869	49.118698	53.346159	53.053973	59.088821	60.558995
orf19.1189-T	orf19.1189	125.908519	124.678056	129.676423	128.15518	383.605642	385.990004	374.129655	370.831244	70.104555	73.789009	68.71595	68.407255	54.937774	53.918577	58.503297	54.986588	57.893645	53.064363	59.563418	59.2734	72.356455	70.886311	65.882197	66.084695	78.033612	72.770257	93.372419	91.427801	109.785061	113.670262	101.560357	102.139378	108.034953	108.012126	109.896006	107.788564	110.116846	109.333551	104.288599	106.105845	103.759595	97.734273	111.291144	115.423626	93.460299	93.642615	86.877185	84.551644	98.405996	102.692518	107.223444	110.412843
orf19.1190-T	orf19.1190	82.232259	79.98195	85.731141	86.141218	54.500094	54.541514	52.703207	54.392563	24.110139	24.094814	25.146598	25.456472	24.566557	25.635924	25.078399	26.615041	36.055222	39.203121	40.736321	37.932194	73.927707	72.435798	72.462334	76.103276	78.85632	79.84607	84.251294	80.918929	86.035872	82.687277	74.331368	71.61777	70.599719	67.90325	62.297765	63.068568	59.722783	60.119637	59.060354	57.671782	61.82998	61.304624	58.307873	61.11831	44.195931	48.63193	50.63282	48.169879	46.584843	46.308228	47.179466	50.238549
orf19.1191-T	orf19.1191	51.869351	54.668041	57.357921	54.000855	41.376084	38.966608	40.230403	42.616404	27.690392	25.432891	27.168098	29.913632	26.981576	26.575664	27.747403	30.951546	28.225197	29.444113	33.134923	32.053115	41.265067	42.204648	42.708602	44.80943	34.749283	39.045112	42.882672	39.216866	42.554545	45.54691	41.999925	45.293382	40.798903	40.402303	35.272031	38.45022	38.412735	34.884634	37.315668	38.420132	41.891164	38.168285	40.151747	37.813573	30.873783	30.833793	28.51375	29.064852	30.957664	28.848739	32.10651	29.469349
orf19.1192-T	orf19.1192	10.712932	11.029626	11.127713	11.237108	6.229772	6.164301	6.702701	5.958298	10.707277	11.662026	11.733817	12.39423	9.199915	9.024171	9.365008	10.163463	7.82884	7.628746	8.220605	8.069865	10.630962	11.310556	11.171718	10.100422	8.857612	9.578688	10.935053	11.381006	11.887667	12.600209	13.826966	13.564921	11.003439	10.319383	11.012679	9.832524	9.740967	9.174125	8.923605	9.819731	10.427338	10.115323	9.408478	10.13688	9.130753	11.431288	8.910769	8.417221	10.866765	10.549777	11.251084	10.949696
orf19.1193-T	orf19.1193	606.834729	611.247042	629.407322	634.018152	820.970466	820.564418	841.459782	850.322991	225.192377	220.314178	226.967615	236.029795	196.440654	195.890677	207.479373	204.534556	194.32132	186.517128	214.652286	216.797692	222.052402	222.972347	232.427572	234.084003	245.757523	247.363378	242.650163	243.988532	315.389913	310.439706	276.205004	269.249295	316.390998	295.050975	279.406647	288.2918	301.536659	305.248994	291.668038	287.695486	315.439316	303.488842	293.649094	294.608555	285.040534	298.01583	312.046933	308.609019	331.846483	326.095214	325.508941	309.838291
orf19.1195-T	orf19.1195	32.620353	33.491975	33.312236	33.788318	30.367269	29.605556	28.869118	32.472738	20.322725	21.674392	23.123892	23.179888	23.255797	26.697605	27.194105	25.132881	25.786069	26.040798	27.827908	26.894103	34.756509	32.417573	32.353051	33.794634	24.046996	23.637489	28.365902	27.013583	28.799509	29.407135	27.791438	26.636835	27.001354	24.795016	23.556417	22.555512	22.992118	25.117707	26.268183	23.623778	23.972367	23.765351	26.050529	23.955956	19.163719	21.815833	23.4989	20.781442	21.281914	20.356761	21.512999	22.272016
orf19.1196-T	orf19.1196	52.97999	52.723993	57.872725	56.968055	30.382897	32.136018	33.238818	33.778257	16.987572	18.293398	20.003853	19.43967	17.085458	18.86145	20.42266	18.767678	26.592097	27.992566	27.947568	28.935781	46.744469	46.025736	47.299787	47.664836	46.733328	46.639574	49.460672	49.47653	51.031476	50.886528	47.42095	46.323021	37.908811	36.797405	36.220661	37.039864	31.705064	31.80924	30.061817	30.619709	28.664359	32.156979	29.253702	31.612759	24.759522	25.982888	18.990067	20.627506	22.98129	25.519262	28.505844	26.831778
orf19.1198-T	orf19.1198	52.895711	55.200642	51.217824	50.705879	68.465986	69.954123	71.795056	65.300458	29.129467	24.778403	34.233702	28.769517	25.005576	28.605445	28.830129	28.7098	28.532142	32.144525	34.774584	34.88463	53.519782	55.788912	56.207162	52.753299	57.775239	46.320308	55.262137	55.380747	70.029499	70.642906	73.515551	73.857005	70.332781	74.374472	68.824879	67.317113	76.480382	75.978818	61.867842	82.348784	75.645533	62.662564	82.204462	80.240725	86.024207	84.102982	83.388002	78.431413	88.220619	97.663165	92.938285	88.132364
orf19.1199-T	orf19.1199	73.753607	68.898865	75.043838	75.275395	446.796744	445.950575	428.453783	437.45121	673.801149	679.076018	661.953988	668.021573	575.736088	575.425425	580.386904	575.016818	344.032981	338.75872	341.148507	332.74841	108.128952	110.721927	107.99466	110.889701	70.489102	66.454859	72.953873	76.377335	163.655624	172.04656	179.039848	177.506495	291.394928	301.586969	302.616883	296.031483	358.494637	365.509629	391.087826	366.304653	394.766548	378.820087	429.182008	431.664003	334.761852	339.642038	500.264315	499.34331	380.759966	372.656645	378.651606	363.326594
orf19.1200-T	orf19.1200	17.432593	16.142215	17.361788	17.904134	36.261923	33.483836	32.172447	35.001882	30.565217	29.989592	29.0911	28.737937	21.977116	24.456029	22.404668	22.841818	11.843781	10.579315	10.859338	9.863126	3.739725	4.535174	6.376048	4.717904	2.928168	2.088413	2.817278	3.3808	5.459166	3.999387	113.401382	109.80344	5.476578	5.095821	5.940048	5.540267	7.77158	5.835975	5.001049	6.831331	6.058147	5.979875	6.693784	6.862003	6.488694	8.006737	5.583394	4.999634	6.915355	7.840229	6.837327	6.892835
orf19.1201-T	orf19.1201	43.193676	37.772975	37.366194	36.312238	46.230433	42.262311	39.719112	45.579626	27.484975	24.516628	26.694965	27.197043	26.576621	24.29242	22.693783	24.942514	25.284905	23.735288	26.576368	25.943609	31.781128	31.571477	34.438804	35.912084	28.176178	28.955335	33.191224	31.083265	31.041969	30.145716	31.859917	33.655377	29.772435	33.075591	28.080469	30.785129	27.966176	29.03119	30.401407	31.521294	27.836288	27.24623	32.420757	33.110347	28.546489	26.05155	25.549464	23.450428	29.260416	25.453766	28.413953	29.538275
orf19.1202-T	orf19.1202	24.207634	25.892351	23.495386	24.966376	7.221397	8.136686	8.319409	7.011453	15.756302	18.097596	21.251701	16.76694	20.361732	21.712198	23.359893	21.165694	19.47215	20.834086	23.152934	18.832464	21.365903	20.079746	18.935715	22.506948	18.867903	21.417057	22.018559	25.47559	23.775199	22.566208	25.386827	24.757443	21.618134	20.700747	22.836522	19.702228	16.412035	20.660302	17.318866	17.422633	15.917676	18.004222	14.255778	19.702413	17.26993	12.022476	10.434818	12.619719	13.659157	14.54195	10.628407	12.232214
orf19.1203-T	orf19.1203	42.214638	43.966037	47.016134	45.804161	30.248168	28.550725	28.361968	31.626334	17.663737	17.821253	19.374049	17.681862	18.490268	19.141129	19.25529	20.762729	23.856946	23.62234	25.19796	26.248317	48.716304	48.496189	47.472394	50.07974	46.518704	49.681638	55.447872	56.265071	55.397086	55.351305	50.996153	55.596541	46.972407	46.476061	44.110216	43.855608	39.391167	41.196648	39.918897	41.619406	40.514333	42.048981	42.054384	41.559377	34.440927	35.631651	30.529019	32.021588	31.501184	30.607553	33.028052	34.141655
orf19.1203.1-T	orf19.1203.1	436.639281	375.773013	390.833452	370.734806	253.973509	260.200077	302.976073	289.0492	407.217398	411.671768	449.132678	431.084593	480.818996	530.666094	483.486149	548.544582	683.623186	667.622475	637.323025	684.998319	1040.706786	1020.134639	961.075715	1008.599494	1070.620709	1016.580668	1085.207998	1149.864746	1107.751482	986.987688	873.37753	840.602588	902.891719	945.143526	960.976016	1039.469236	925.869907	881.503789	907.687915	810.627479	782.22527	811.651539	860.735771	780.563876	705.866325	753.19612	738.993819	756.334562	702.150116	677.360172	572.952058	569.007978
orf19.1204-T	orf19.1204	38.960754	38.164771	37.858022	42.193644	35.836062	35.060975	33.596923	36.518563	21.881266	20.11166	23.941312	21.158402	18.477376	21.310645	22.120104	19.457533	23.767524	21.64894	22.948011	25.442224	31.27582	32.229384	32.987465	29.375852	26.294513	29.256043	31.698174	30.522037	32.678523	34.548716	38.505446	34.221737	29.164992	32.144214	30.116214	28.938872	28.748982	27.699397	31.985299	30.564941	30.466863	25.830692	27.422467	24.499105	23.498264	24.733574	23.629971	24.274204	25.648998	25.849032	28.849414	25.913085
orf19.4215-T	orf19.4215	106.875093	105.267238	117.636728	118.839586	74.466087	75.987561	68.819555	64.47806	67.615603	66.873016	64.831394	62.937256	70.59846	73.444402	72.020855	70.425742	37.666186	42.247641	39.928711	37.682913	13.425932	13.837227	12.001057	12.58612	15.704678	14.005956	14.413398	14.531245	24.978121	28.211738	29.174026	27.598743	41.311565	41.742035	36.553485	35.107646	50.303994	48.653628	47.123004	45.344685	61.968785	61.082763	56.173546	56.981655	84.664658	86.939012	93.356095	91.396361	105.860802	110.316915	109.763873	112.18474
orf19.4214-T	orf19.4214	0	0	0	0	0	0.334272	0	0	0	0	0.61974	0.335535	0	0	0	0	0	0	0.392967	0	0	1.07839	0	0	0	0.375944	0	0	0	0	13.068735	10.875062	0.815361	0.41593	0	0.462315	0	0	0	0	0	0	0	0	0	0	0	0	0	1.009734	0.526926	0
orf19.4213-T	orf19.4213	13.249873	13.569364	15.572475	14.089703	8.363771	9.636222	10.411942	9.822891	8.550577	8.290679	8.443548	8.121303	8.400662	7.701092	7.496417	8.553368	8.094512	8.307563	8.291011	7.924171	11.069713	10.822424	11.205457	11.483886	8.699351	7.433697	9.565796	10.035186	10.621882	12.790141	13.65393	13.52341	9.86509	8.975786	10.369309	9.175374	8.858318	9.333238	10.540495	9.817325	9.229914	9.804944	8.029862	9.577438	7.699199	8.613367	8.032491	9.97673	8.123122	7.779585	9.946755	8.724223
orf19.4212-T	orf19.4212	190.308307	187.405457	216.653448	211.403314	143.134939	145.830158	130.946703	129.08308	221.166457	217.692943	217.417174	212.232351	380.111045	372.551008	371.382247	367.968691	318.675845	321.615465	338.327115	337.558774	284.63413	291.258326	263.66889	253.161999	236.993122	245.826893	248.431017	244.307732	364.286429	366.100712	278.828019	273.485464	350.13306	359.226372	287.65815	285.895559	262.039888	263.980469	252.981839	255.149663	293.230802	293.461744	263.742242	276.850635	197.8604	197.756975	193.959332	198.814008	172.449671	172.87536	191.643726	189.745961
orf19.4211-T	orf19.4211	14.279878	14.179293	13.40933	13.873594	6.670407	6.664428	5.935406	6.066852	7.77617	8.778396	8.434028	9.251533	15.533095	15.456657	14.885868	15.359199	10.6425	11.468499	11.399587	10.888959	5.123743	5.390214	3.743876	4.325494	2.568073	2.812871	3.015204	3.250213	3.916019	5.255523	6.164745	6.356186	4.002073	6.131488	4.067159	2.871141	3.14127	2.656095	3.131891	5.118736	3.567	4.332861	2.916641	2.941777	2.631212	2.093767	3.374036	2.787424	1.782119	1.929358	1.315423	2.495221
