gene_id	gene_name	Calb.t0000.b1.L001	Calb.t0000.b1.L002	Calb.t0000.b4.L001	Calb.t0000.b4.L002	Calb.t0015.b1.L001	Calb.t0015.b1.L002	Calb.t0015.b2.L001	Calb.t0015.b2.L002	Calb.t0030.b1.L001	Calb.t0030.b1.L002	Calb.t0030.b2.L001	Calb.t0030.b2.L002	Calb.t0045.b1.L001	Calb.t0045.b1.L002	Calb.t0045.b2.L001	Calb.t0045.b2.L002	Calb.t0060.b1.L001	Calb.t0060.b1.L002	Calb.t0060.b2.L001	Calb.t0060.b2.L002	Calb.t0090.b1.L001	Calb.t0090.b1.L002	Calb.t0090.b2.L001	Calb.t0090.b2.L002	Calb.t0120.b1.L001	Calb.t0120.b1.L002	Calb.t0120.b4.L001	Calb.t0120.b4.L002	Calb.t0150.b1.L001	Calb.t0150.b1.L002	Calb.t0150.b4.L001	Calb.t0150.b4.L002	Calb.t0180.b1.L001	Calb.t0180.b1.L002	Calb.t0180.b2.L001	Calb.t0180.b2.L002	Calb.t0210.b1.L001	Calb.t0210.b1.L002	Calb.t0210.b4.L001	Calb.t0210.b4.L002	Calb.t0240.b1.L001	Calb.t0240.b1.L002	Calb.t0240.b3.L001	Calb.t0240.b3.L002	Calb.t0360.b1.L001	Calb.t0360.b1.L002	Calb.t0360.b3.L001	Calb.t0360.b3.L002	Calb.t0480.b1.L001	Calb.t0480.b1.L002	Calb.t0480.b2.L001	Calb.t0480.b2.L002
CaalfMr16	CaalfMr16	84.6064964233929	90.1051617762669	55.8314123755616	57.5668038282431	319.720325139228	309.712205520079	19.5863918162402	17.4294222566959	49.3074019091925	47.8504712851499	17.973433242123	15.5773309592823	28.8134201451301	26.5854155347824	39.7553355303164	40.5047757645426	24.1797093359659	21.1708989251795	48.1692064052421	50.9652341364303	67.3030461215325	71.0650768116439	157.497874416855	150.921576526607	444.109283331963	421.185210888507	182.389690837484	184.147521791176	144.377840560685	146.577313099473	184.737311193937	169.761420457886	229.756640244572	214.767297042906	107.47431691193	103.092202144451	181.008334097695	173.724823221689	221.976004127547	225.692591398825	234.301200030504	216.500717481915	329.010157350586	367.643560633266	289.906091236422	283.065594698471	621.106278762118	618.865154776363	915.018246751224	955.255570818469	207.754770878234	193.248795818497
CaalfMr17	CaalfMr17	62.7812225736336	51.7567337565039	39.6363638394411	45.3738053424013	184.923631440048	206.946355982122	7.86247664567511	9.10345041158411	34.7657991403014	31.0693735856289	8.90095671746907	11.5076228871106	16.2971724231671	17.7967557288939	29.4872408132945	30.037151522281	9.75985089083445	16.5810327626704	38.7095633125928	43.3200514217121	44.2150815444809	39.7248002196521	123.542569411172	126.735518387587	342.349139162836	318.448235821228	115.685096422171	126.005242346	119.450425240958	105.999424049247	181.36763133969	147.115125606316	150.788960607473	143.176451757272	83.5784503375457	86.0247756608216	116.460011681952	115.147895021722	167.521067678272	176.800695541738	172.484487113439	150.812562591835	217.335871286557	202.226518414557	236.298543074835	254.403099187387	535.566991079979	523.483803976003	926.698126996402	904.111707662872	121.031517249531	106.871922508265
CaalfMt18	CaalfMt18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.0792085793331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt19	CaalfMt19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.21210503898	75.7524543863265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt20	CaalfMt20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.897998071787	31.1544213887285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt21	CaalfMt21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.1331203445122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt22	CaalfMt22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.5277697474005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt23	CaalfMt23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.179866842904	61.9922310981667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.4528074528208	0	0	0
CaalfMt24	CaalfMt24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.9634315523684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt25	CaalfMt25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.359733685808	15.4980559177559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt26	CaalfMt26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.0792085793331	123.444702005366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt27	CaalfMt27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.001714726332	60.1005229197298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt28	CaalfMt28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.798683472858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
