a21_orf19,a22_orf19,a22_id
orf19.9102,orf19.9102,C2_02100W_A
orf19.1527,orf19.1527,C2_02110C_A
orf19.9103,orf19.9103,C2_02110C_A
orf19.1528,orf19.1528,C2_02120W_A
orf19.9104,orf19.9104,C2_02120W_A
orf19.1529,orf19.1529,C2_02130C_A
orf19.9105,orf19.9105,C2_02130C_A
orf19.1530,orf19.1530,C2_02140C_A
orf19.1531,orf19.1531,C2_02150C_A
orf19.9106,orf19.9106,C2_02150C_A
orf19.1532,orf19.1532,C2_02160W_A
orf19.9107,orf19.9107,C2_02160W_A
orf19.1533,orf19.1533,C2_02170W_A
orf19.9108,orf19.9108,C2_02170W_A
orf19.1534,orf19.1534,C2_02180W_A
orf19.9109,orf19.9109,C2_02180W_A
orf19.1535,orf19.1535,C2_02190C_A
orf19.9110,orf19.9110,C2_02190C_A
orf19.1536,orf19.1536,C2_02200W_A
orf19.1537,orf19.1537,C2_02200W_A
orf19.9111,orf19.9111,C2_02200W_A
orf19.1538,orf19.1538,C2_02210C_A
orf19.9112,orf19.9112,C2_02210C_A
orf19.1539,orf19.1539,C2_02220C_A
orf19.9113,orf19.9113,C2_02220C_A
orf19.1541,orf19.1541,C2_02230C_A
orf19.9115,orf19.9115,C2_02230C_A
orf19.1542,orf19.1542,C2_02240C_A
orf19.9116,orf19.9116,C2_02240C_A
orf19.1543,orf19.1543,C2_02250C_A
orf19.9117,orf19.9117,C2_02250C_A
orf19.1544,orf19.1544,C2_02260W_A
orf19.9118,orf19.9118,C2_02260W_A
orf19.1545,orf19.1545,C2_02270C_A
orf19.9119,orf19.9119,C2_02270C_A
orf19.1546,orf19.1546,C2_02280W_A
orf19.9120,orf19.9120,C2_02280W_A
orf19.1547,orf19.1547,C2_02290C_A
orf19.9121,orf19.9121,C2_02290C_A
orf19.1548,orf19.1548,C2_02300W_A
orf19.9122,orf19.9122,C2_02300W_A
orf19.1549,orf19.1549,C2_02310W_A
orf19.9123,orf19.9123,C2_02310W_A
orf19.1552,orf19.1552,C2_02320C_A
orf19.9126,orf19.9126,C2_02320C_A
orf19.1551,orf19.1551,C2_02330W_A
orf19.9125,orf19.9125,C2_02330W_A
orf19.1553,orf19.1553,C2_02340C_A
orf19.9127,orf19.9127,C2_02340C_A
orf19.1555,orf19.1555,C2_02350C_A
orf19.1556,orf19.1556,C2_02350C_A
orf19.9129,orf19.9129,C2_02350C_A
orf19.1557,orf19.1557,C2_02360C_A
orf19.9130,orf19.9130,C2_02360C_A
orf19.1559,orf19.1559,C2_02370C_A
orf19.9132,orf19.9132,C2_02370C_A
orf19.1560,orf19.1560,C2_02380W_A
orf19.9133,orf19.9133,C2_02380W_A
orf19.1562,orf19.1562,C2_02390W_A
orf19.9135,orf19.9135,C2_02390W_A
orf19.1563,orf19.1563,C2_02400W_A
orf19.9136,orf19.9136,C2_02400W_A
orf19.1564,orf19.1564,C2_02410W_A
orf19.9137,orf19.9137,C2_02410W_A
orf19.1565,orf19.1565,C2_02420C_A
orf19.9138,orf19.9138,C2_02420C_A
orf19.1566,orf19.1566,C2_02430W_A
orf19.9139,orf19.9139,C2_02430W_A
orf19.1567,orf19.1567,C2_02440W_A
orf19.1568,orf19.1568,C2_02440W_A
orf19.9140,orf19.9140,C2_02440W_A
orf19.9141,orf19.9141,C2_02440W_A
orf19.1569,orf19.1569,C2_02450C_A
orf19.9142,orf19.9142,C2_02450C_A
orf19.1570,orf19.1570,C2_02460W_A
orf19.9143,orf19.9143,C2_02460W_A
orf19.1571,orf19.1571,C2_02470C_A
orf19.1572,orf19.1572,C2_02470C_A
orf19.9144,orf19.9144,C2_02470C_A
orf19.9145,orf19.9145,C2_02470C_A
orf19.1573,orf19.1573,C2_02490C_A
orf19.9146,orf19.9146,C2_02490C_A
orf19.1574,orf19.1574,C2_02500W_A
orf19.9147,orf19.9147,C2_02500W_A
orf19.1575,orf19.1575,C2_02510W_A
orf19.9148,orf19.9148,C2_02510W_A
orf19.1576,orf19.1576,C2_02520W_A
orf19.9149,orf19.9149,C2_02520W_A
orf19.1577,orf19.1577,C2_02530W_A
orf19.9150,orf19.9150,C2_02530W_A
orf19.1578,orf19.1578,C2_02540W_A
orf19.9151,orf19.9151,C2_02540W_A
orf19.1580,orf19.1580,C2_02550C_A
orf19.9153,orf19.9153,C2_02550C_A
orf19.1581,orf19.1581,C2_02560W_A
orf19.9154,orf19.9154,C2_02560W_A
orf19.1582,orf19.1582,C2_02570W_A
orf19.1583,orf19.1583,C2_02570W_A
orf19.9155,orf19.9155,C2_02570W_A
orf19.9156,orf19.9156,C2_02570W_A
orf19.1584,orf19.1584,C2_02580W_A
orf19.9157,orf19.9157,C2_02580W_A
orf19.1585,orf19.1585,C2_02590W_A
orf19.9158,orf19.9158,C2_02590W_A
orf19.1586,orf19.1586,C2_02600C_A
orf19.9159,orf19.9159,C2_02600C_A
orf19.1587,orf19.1587,C2_02610C_A
orf19.9160,orf19.9160,C2_02610C_A
orf19.1588,orf19.1588,C2_02620W_A
orf19.9161,orf19.9161,C2_02620W_A
orf19.1589,orf19.1589,C2_02630W_A
orf19.9162,orf19.9162,C2_02630W_A
orf19.13264,orf19.13264,C2_02650C_A
orf19.5842,orf19.5842,C2_02650C_A
orf19.13263,orf19.13263,C2_02660W_A
orf19.5841,orf19.5841,C2_02660W_A
orf19.13262,orf19.13262,C2_02670C_A
orf19.5840,orf19.5840,C2_02670C_A
orf19.13261,orf19.13261,C2_02680W_A
orf19.5839,orf19.5839,C2_02680W_A
orf19.13260,orf19.13260,C2_02690W_A
orf19.5838,orf19.5838,C2_02690W_A
orf19.13259,orf19.13259,C2_02700C_A
orf19.5837,orf19.5837,C2_02700C_A
orf19.13257,orf19.13257,C2_02710C_A
orf19.5835,orf19.5835,C2_02710C_A
orf19.13256,orf19.13256,C2_02720W_A
orf19.5834,orf19.5834,C2_02720W_A
orf19.13255,orf19.13255,C2_02730W_A
orf19.5833,orf19.5833,C2_02730W_A
orf19.13254,orf19.13254,C2_02740C_A
orf19.5832,orf19.5832,C2_02740C_A
orf19.13253,orf19.13253,C2_02750C_A
orf19.5831,orf19.5831,C2_02750C_A
orf19.13252,orf19.13252,C2_02760W_A
orf19.5830,orf19.5830,C2_02760W_A
orf19.13250,orf19.13250,C2_02770W_A
orf19.5828,orf19.5828,C2_02770W_A
orf19.13249,orf19.13249,C2_02780C_A
orf19.5827,orf19.5827,C2_02780C_A
orf19.13248,orf19.13248,C2_02790C_A
orf19.5826,orf19.5826,C2_02790C_A
orf19.13247,orf19.13247,C2_02810C_A
orf19.5825,orf19.5825,C2_02810C_A
orf19.13246,orf19.13246,C2_02820C_A
orf19.5824,orf19.5824,C2_02820C_A
orf19.13245,orf19.13245,C2_02830C_A
orf19.5823,orf19.5823,C2_02830C_A
orf19.13243,orf19.13243,C2_02840C_A
orf19.5821,orf19.5821,C2_02840C_A
orf19.13242,orf19.13242,C2_02850W_A
orf19.5820,orf19.5820,C2_02850W_A
orf19.13240,orf19.13240,C2_02860W_A
orf19.5818,orf19.5818,C2_02860W_A
orf19.13239,orf19.13239,C2_02870W_A
orf19.5817,orf19.5817,C2_02870W_A
orf19.13238,orf19.13238,C2_02880C_A
orf19.5816,orf19.5816,C2_02880C_A
orf19.13237,orf19.13237,C2_02890W_A
orf19.5815,orf19.5815,C2_02890W_A
orf19.13236,orf19.13236,C2_02900W_A
orf19.5814,orf19.5814,C2_02900W_A
orf19.13235,orf19.13235,C2_02920W_A
orf19.5813,orf19.5813,C2_02920W_A
orf19.13234,orf19.13234,C2_02930C_A
orf19.5812,orf19.5812,C2_02930C_A
orf19.13233,orf19.13233,C2_02940W_A
orf19.5811,orf19.5811,C2_02940W_A
orf19.13231,orf19.13231,C2_02950W_A
orf19.5809,orf19.5809,C2_02950W_A
orf19.13230,orf19.13230,C2_02960C_A
orf19.5808,orf19.5808,C2_02960C_A
orf19.13228,orf19.13228,C2_02970C_A
orf19.5806,orf19.5806,C2_02970C_A
orf19.13227,orf19.13227,C2_02980C_A
orf19.5805,orf19.5805,C2_02980C_A
orf19.13226,orf19.13226,C2_02990C_A
orf19.5804,orf19.5804,C2_02990C_A
orf19.13224,orf19.13224,C2_03000C_A
orf19.5802,orf19.5802,C2_03000C_A
orf19.13223,orf19.13223,C2_03010C_A
orf19.5801,orf19.5801,C2_03010C_A
orf19.13221,orf19.13221,C2_03020C_A
orf19.5799,orf19.5799,C2_03020C_A
orf19.13220,orf19.13220,C2_03030W_A
orf19.5798,orf19.5798,C2_03030W_A
orf19.13219,orf19.13219,C2_03040W_A
orf19.5797,orf19.5797,C2_03040W_A
orf19.13218,orf19.13218,C2_03050W_A
orf19.5796,orf19.5796,C2_03050W_A
orf19.13215,orf19.13215,C2_03060W_A
orf19.5793,orf19.5793,C2_03060W_A
orf19.13214,orf19.13214,C2_03070C_A
orf19.5792,orf19.5792,C2_03070C_A
orf19.13213,orf19.13213,C2_03080W_A
orf19.5791,orf19.5791,C2_03080W_A
orf19.13211,orf19.13211,C2_03090C_A
orf19.5789,orf19.5789,C2_03090C_A
orf19.13210,orf19.13210,C2_03100W_A
orf19.5788,orf19.5788,C2_03100W_A
orf19.13207,orf19.13207,C2_03110W_A
orf19.5785,orf19.5785,C2_03110W_A
orf19.13206,orf19.13206,C2_03120W_A
orf19.5784,orf19.5784,C2_03120W_A
orf19.13205,orf19.13205,C2_03130W_A
orf19.5783,orf19.5783,C2_03130W_A
orf19.13204,orf19.13204,C2_03140C_A
orf19.5782,orf19.5782,C2_03140C_A
orf19.13202,orf19.13202,C2_03150C_A
orf19.5780,orf19.5780,C2_03150C_A
orf19.13201,orf19.13201,C2_03160C_A
orf19.5779,orf19.5779,C2_03160C_A
orf19.13199,orf19.13199,C2_03170W_A
orf19.5777,orf19.5777,C2_03170W_A
orf19.13198,orf19.13198,C2_03180C_A
orf19.5776,orf19.5776,C2_03180C_A
orf19.8529,orf19.8529,C2_03180C_A
orf19.8530,orf19.8530,C2_03180C_A
orf19.911,orf19.911,C2_03180C_A
orf19.912,orf19.912,C2_03180C_A
orf19.8528,orf19.8528,C2_03200W_A
orf19.910,orf19.910,C2_03200W_A
orf19.8527,orf19.8527,C2_03220C_A
orf19.909,orf19.909,C2_03220C_A
orf19.8526,orf19.8526,C2_03230C_A
orf19.907,orf19.907,C2_03230C_A
orf19.908,orf19.908,C2_03230C_A
orf19.8525,orf19.8525,C2_03240C_A
orf19.906,orf19.906,C2_03240C_A
orf19.8524,orf19.8524,C2_03250W_A
orf19.905,orf19.905,C2_03250W_A
orf19.8523,orf19.8523,C2_03260W_A
orf19.904,orf19.904,C2_03260W_A
orf19.8522,orf19.8522,C2_03270W_A
orf19.903,orf19.903,C2_03270W_A
orf19.8519,orf19.8519,C2_03280W_A
orf19.900,orf19.900,C2_03280W_A
orf19.8518,orf19.8518,C2_03290W_A
orf19.899,orf19.899,C2_03290W_A
orf19.8517,orf19.8517,C2_03300W_A
orf19.898,orf19.898,C2_03300W_A
orf19.8516,orf19.8516,C2_03310C_A
orf19.897,orf19.897,C2_03310C_A
orf19.8515,orf19.8515,C2_03320W_A
orf19.896,orf19.896,C2_03320W_A
orf19.8514,orf19.8514,C2_03330C_A
orf19.895,orf19.895,C2_03330C_A
orf19.8513,orf19.8513,C2_03340W_A
orf19.894,orf19.894,C2_03340W_A
orf19.8512,orf19.8512,C2_03350W_A
orf19.893,orf19.893,C2_03350W_A
orf19.8510,orf19.8510,C2_03360W_A
orf19.891,orf19.891,C2_03360W_A
orf19.8508,orf19.8508,C2_03370W_A
orf19.889,orf19.889,C2_03370W_A
orf19.8505,orf19.8505,C2_03380W_A
orf19.886,orf19.886,C2_03380W_A
orf19.8501,orf19.8501,C2_03390C_A
orf19.8503,orf19.8503,C2_03390C_A
orf19.882,orf19.882,C2_03390C_A
orf19.884,orf19.884,C2_03390C_A
orf19.8500,orf19.8500,C2_03400C_A
orf19.881,orf19.881,C2_03400C_A
orf19.8499,orf19.8499,C2_03410W_A
orf19.880,orf19.880,C2_03410W_A
orf19.8498,orf19.8498,C2_03420C_A
orf19.879,orf19.879,C2_03420C_A
orf19.8497,orf19.8497,C2_03430W_A
orf19.878,orf19.878,C2_03430W_A
orf19.8495,orf19.8495,C2_03440W_A
orf19.876,orf19.876,C2_03440W_A
orf19.8494,orf19.8494,C2_03450W_A
orf19.875,orf19.875,C2_03450W_A
orf19.8493,orf19.8493,C2_03460C_A
orf19.874,orf19.874,C2_03460C_A
orf19.8492,orf19.8492,C2_03480C_A
orf19.873,orf19.873,C2_03480C_A
orf19.8491,orf19.8491,C2_03490C_A
orf19.872,orf19.872,C2_03490C_A
orf19.8490,orf19.8490,C2_03500W_A
orf19.871,orf19.871,C2_03500W_A
orf19.8487,orf19.8487,C2_03520C_A
orf19.868,orf19.868,C2_03520C_A
orf19.8486,orf19.8486,C2_03530W_A
orf19.867,orf19.867,C2_03530W_A
orf19.8485,orf19.8485,C2_03540W_A
orf19.866,orf19.866,C2_03540W_A
orf19.8483,orf19.8483,C2_03550C_A
orf19.864,orf19.864,C2_03550C_A
orf19.8482,orf19.8482,C2_03560C_A
orf19.863,orf19.863,C2_03560C_A
orf19.8481,orf19.8481,C2_03570C_A
orf19.862,orf19.862,C2_03570C_A
orf19.8480,orf19.8480,C2_03590C_A
orf19.861,orf19.861,C2_03590C_A
orf19.8479,orf19.8479,C2_03600W_A
orf19.860,orf19.860,C2_03600W_A
orf19.8477,orf19.8477,C2_03610W_A
orf19.857,orf19.857,C2_03610W_A
orf19.859,orf19.859,C2_03610W_A
orf19.8476,orf19.8476,C2_03620W_A
orf19.856,orf19.856,C2_03620W_A
orf19.8475,orf19.8475,C2_03630W_A
orf19.855,orf19.855,C2_03630W_A
orf19.8474,orf19.8474,C2_03640W_A
orf19.854,orf19.854,C2_03640W_A
orf19.8473,orf19.8473,C2_03670W_A
orf19.853,orf19.853,C2_03670W_A
orf19.8472,orf19.8472,C2_03680W_A
orf19.852,orf19.852,C2_03680W_A
orf19.8471,orf19.8471,C2_03690C_A
orf19.851,orf19.851,C2_03690C_A
orf19.8470,orf19.8470,C2_03700W_A
orf19.850,orf19.850,C2_03700W_A
orf19.8469,orf19.8469,C2_03710W_A
orf19.849,orf19.849,C2_03710W_A
orf19.8468,orf19.8468,C2_03720W_A
orf19.848,orf19.848,C2_03720W_A
orf19.8467,orf19.8467,C2_03750W_A
orf19.847,orf19.847,C2_03750W_A
orf19.846,orf19.846,C2_03760C_A
orf19.8466,orf19.8466,C2_03760C_A
orf19.844,orf19.844,C2_03770C_A
orf19.8464,orf19.8464,C2_03770C_A
orf19.843,orf19.843,C2_03780C_A
orf19.8463,orf19.8463,C2_03780C_A
orf19.842,orf19.842,C2_03790C_A
orf19.8462,orf19.8462,C2_03790C_A
orf19.841,orf19.841,C2_03800C_A
orf19.8461,orf19.8461,C2_03800C_A
orf19.840,orf19.840,C2_03810C_A
orf19.8460,orf19.8460,C2_03810C_A
orf19.839,orf19.839,C2_03830W_A
orf19.8458,orf19.8458,C2_03830W_A
orf19.837,orf19.837,C2_03870W_A
orf19.8457,orf19.8457,C2_03870W_A
orf19.836,orf19.836,C2_03890W_A
orf19.8456,orf19.8456,C2_03890W_A
orf19.835,orf19.835,C2_03900C_A
orf19.8455,orf19.8455,C2_03900C_A
orf19.834,orf19.834,C2_03910C_A
orf19.8454,orf19.8454,C2_03910C_A
orf19.832,orf19.832,C2_03920C_A
orf19.833,orf19.833,C2_03920C_A
orf19.8452,orf19.8452,C2_03920C_A
orf19.8453,orf19.8453,C2_03920C_A
orf19.831,orf19.831,C2_03930C_A
orf19.8451,orf19.8451,C2_03930C_A
orf19.829,orf19.829,C2_03940C_A
orf19.8449,orf19.8449,C2_03940C_A
orf19.828,orf19.828,C2_03950W_A
orf19.8448,orf19.8448,C2_03950W_A
orf19.827,orf19.827,C2_03970W_A
orf19.8447,orf19.8447,C2_03970W_A
orf19.826,orf19.826,C2_03980C_A
orf19.8446,orf19.8446,C2_03980C_A
orf19.825,orf19.825,C2_03990W_A
orf19.8445,orf19.8445,C2_03990W_A
orf19.823,orf19.823,C2_04000C_A
orf19.8443,orf19.8443,C2_04000C_A
orf19.822,orf19.822,C2_04010C_A
orf19.8442,orf19.8442,C2_04010C_A
orf19.820,orf19.820,C2_04020C_A
orf19.8440,orf19.8440,C2_04020C_A
orf19.819,orf19.819,C2_04030C_A
orf19.8439,orf19.8439,C2_04030C_A
orf19.816,orf19.816,C2_04040C_A
orf19.8436,orf19.8436,C2_04040C_A
orf19.815,orf19.815,C2_04050C_A
orf19.8435,orf19.8435,C2_04050C_A
orf19.814,orf19.814,C2_04060C_A
orf19.8434,orf19.8434,C2_04060C_A
orf19.813,orf19.813,C2_04080W_A
orf19.8433,orf19.8433,C2_04080W_A
orf19.812,orf19.812,C2_04090W_A
orf19.8432,orf19.8432,C2_04090W_A
orf19.811,orf19.811,C2_04100W_A
orf19.8431,orf19.8431,C2_04100W_A
orf19.810,orf19.810,C2_04110W_A
orf19.8430,orf19.8430,C2_04110W_A
orf19.809,orf19.809,C2_04120C_A
orf19.8429,orf19.8429,C2_04120C_A
orf19.808,orf19.808,C2_04130W_A
orf19.8428,orf19.8428,C2_04130W_A
orf19.807,orf19.807,C2_04140W_A
orf19.8426,orf19.8426,C2_04140W_A
orf19.806,orf19.806,C2_04150C_A
orf19.8424,orf19.8424,C2_04150C_A
orf19.805,orf19.805,C2_04160W_A
orf19.8423,orf19.8423,C2_04160W_A
orf19.804,orf19.804,C2_04180C_A
orf19.8422,orf19.8422,C2_04180C_A
orf19.802,orf19.802,C2_04190C_A
orf19.803,orf19.803,C2_04190C_A
orf19.8421,orf19.8421,C2_04190C_A
orf19.801,orf19.801,C2_04200W_A
orf19.8420,orf19.8420,C2_04200W_A
orf19.799,orf19.799,C2_04210W_A
orf19.8419,orf19.8419,C2_04210W_A
orf19.798,orf19.798,C2_04220C_A
orf19.8418,orf19.8418,C2_04220C_A
orf19.797,orf19.797,C2_04230W_A
orf19.8417,orf19.8417,C2_04230W_A
orf19.796,orf19.796,C2_04240C_A
orf19.8415,orf19.8415,C2_04240C_A
orf19.795,orf19.795,C2_04250W_A
orf19.8414,orf19.8414,C2_04250W_A
orf19.794,orf19.794,C2_04260W_A
orf19.8413,orf19.8413,C2_04260W_A
orf19.793,orf19.793,C2_04270W_A
orf19.8412,orf19.8412,C2_04270W_A
orf19.1593,orf19.1593,C2_04280W_A
orf19.1594,orf19.1594,C2_04280W_A
orf19.791,orf19.791,C2_04280W_A
orf19.792,orf19.792,C2_04280W_A
orf19.8410,orf19.8410,C2_04280W_A
orf19.8411,orf19.8411,C2_04280W_A
orf19.1593,orf19.1593,C2_04290W_A
orf19.791,orf19.791,C2_04290W_A
orf19.8410,orf19.8410,C2_04290W_A
orf19.1592,orf19.1592,C2_04300C_A
orf19.1591,orf19.1591,C2_04310W_A
orf19.1590,orf19.1590,C2_04320W_A
orf19.11996,orf19.11996,C2_04330C_A
orf19.4521,orf19.4521,C2_04330C_A
orf19.11995,orf19.11995,C2_04340C_A
orf19.4520,orf19.4520,C2_04340C_A
orf19.11994,orf19.11994,C2_04350C_A
orf19.4519,orf19.4519,C2_04350C_A
orf19.11993,orf19.11993,C2_04360W_A
orf19.4518,orf19.4518,C2_04360W_A
orf19.11992,orf19.11992,C2_04370W_A
orf19.4517,orf19.4517,C2_04370W_A
orf19.11991,orf19.11991,C2_04380C_A
orf19.4516,orf19.4516,C2_04380C_A
orf19.11990,orf19.11990,C2_04390W_A
orf19.4515,orf19.4515,C2_04390W_A
orf19.11988,orf19.11988,C2_04400W_A
orf19.4513,orf19.4513,C2_04400W_A
orf19.11987,orf19.11987,C2_04410W_A
orf19.4511,orf19.4511,C2_04410W_A
orf19.4512,orf19.4512,C2_04410W_A
orf19.11986,orf19.11986,C2_04420W_A
orf19.4510,orf19.4510,C2_04420W_A
orf19.11985,orf19.11985,C2_04430W_A
orf19.4509,orf19.4509,C2_04430W_A
orf19.11984,orf19.11984,C2_04440W_A
orf19.4508,orf19.4508,C2_04440W_A
orf19.11983,orf19.11983,C2_04450W_A
orf19.4507,orf19.4507,C2_04450W_A
orf19.11982,orf19.11982,C2_04460W_A
orf19.4506,orf19.4506,C2_04460W_A
orf19.11981,orf19.11981,C2_04470W_A
orf19.4505,orf19.4505,C2_04470W_A
orf19.11980,orf19.11980,C2_04480W_A
orf19.4504,orf19.4504,C2_04480W_A
orf19.11979,orf19.11979,C2_04490W_A
orf19.4503,orf19.4503,C2_04490W_A
orf19.11978,orf19.11978,C2_04500W_A
orf19.4502,orf19.4502,C2_04500W_A
orf19.11975,orf19.11975,C2_04510W_A
orf19.4499,orf19.4499,C2_04510W_A
orf19.11974,orf19.11974,C2_04520C_A
orf19.4498,orf19.4498,C2_04520C_A
orf19.11973,orf19.11973,C2_04530W_A
orf19.4497,orf19.4497,C2_04530W_A
orf19.11972,orf19.11972,C2_04540C_A
orf19.4496,orf19.4496,C2_04540C_A
orf19.11971,orf19.11971,C2_04550C_A
orf19.4495,orf19.4495,C2_04550C_A
orf19.11970,orf19.11970,C2_04560W_A
orf19.4494,orf19.4494,C2_04560W_A
orf19.11968,orf19.11968,C2_04570W_A
orf19.4492,orf19.4492,C2_04570W_A
orf19.11967,orf19.11967,C2_04580W_A
orf19.4491,orf19.4491,C2_04580W_A
orf19.11966,orf19.11966,C2_04600C_A
orf19.4490,orf19.4490,C2_04600C_A
orf19.11964,orf19.11964,C2_04620W_A
orf19.4488,orf19.4488,C2_04620W_A
orf19.144,orf19.144,C2_04640C_A
orf19.7784,orf19.7784,C2_04640C_A
orf19.145,orf19.145,C2_04650C_A
orf19.146,orf19.146,C2_04650C_A
orf19.7785,orf19.7785,C2_04650C_A
orf19.7786,orf19.7786,C2_04650C_A
orf19.147,orf19.147,C2_04660C_A
orf19.148,orf19.148,C2_04660C_A
orf19.7787,orf19.7787,C2_04660C_A
orf19.7788,orf19.7788,C2_04660C_A
orf19.149,orf19.149,C2_04670W_A
orf19.150,orf19.150,C2_04680W_A
orf19.7790,orf19.7790,C2_04680W_A
orf19.151,orf19.151,C2_04690C_A
orf19.153,orf19.153,C2_04690C_A
orf19.7792,orf19.7792,C2_04690C_A
orf19.154,orf19.154,C2_04700C_A
orf19.7793,orf19.7793,C2_04700C_A
orf19.155,orf19.155,C2_04710C_A
orf19.7794,orf19.7794,C2_04710C_A
orf19.156,orf19.156,C2_04720C_A
orf19.157,orf19.157,C2_04720C_A
orf19.195,orf19.195,C2_04720C_A
orf19.7795,orf19.7795,C2_04720C_A
orf19.7796,orf19.7796,C2_04720C_A
orf19.7825,orf19.7825,C2_04720C_A
orf19.194,orf19.194,C2_04730W_A
orf19.7824,orf19.7824,C2_04730W_A
orf19.193,orf19.193,C2_04740C_A
orf19.7823,orf19.7823,C2_04740C_A
orf19.192,orf19.192,C2_04750W_A
orf19.7822,orf19.7822,C2_04750W_A
orf19.191,orf19.191,C2_04760W_A
orf19.7821,orf19.7821,C2_04760W_A
orf19.190,orf19.190,C2_04770W_A
orf19.7820,orf19.7820,C2_04770W_A
orf19.187,orf19.187,C2_04780W_A
orf19.188,orf19.188,C2_04780W_A
orf19.7818,orf19.7818,C2_04780W_A
orf19.185,orf19.185,C2_04790C_A
orf19.7816,orf19.7816,C2_04790C_A
orf19.184,orf19.184,C2_04800C_A
orf19.7814,orf19.7814,C2_04800C_A
orf19.183,orf19.183,C2_04810W_A
orf19.7813,orf19.7813,C2_04810W_A
orf19.182,orf19.182,C2_04820W_A
orf19.7812,orf19.7812,C2_04820W_A
orf19.181,orf19.181,C2_04830W_A
orf19.4128,orf19.4128,C2_04830W_A
orf19.7811,orf19.7811,C2_04830W_A
orf19.4127,orf19.4127,C2_04850C_A
orf19.4125,orf19.4125,C2_04860W_A
orf19.4123,orf19.4123,C2_04870C_A
orf19.11004,orf19.11004,C2_04880C_A
orf19.3521,orf19.3521,C2_04880C_A
orf19.11005,orf19.11005,C2_04910W_A
orf19.3522,orf19.3522,C2_04910W_A
orf19.11006,orf19.11006,C2_04930C_A
orf19.3523,orf19.3523,C2_04930C_A
orf19.3524,orf19.3524,C2_04930C_A
orf19.11009,orf19.11009,C2_04940C_A
orf19.3526,orf19.3526,C2_04940C_A
orf19.11011,orf19.11011,C2_04950C_A
orf19.3527,orf19.3527,C2_04950C_A
orf19.11012,orf19.11012,C2_04960C_A
orf19.3528,orf19.3528,C2_04960C_A
orf19.11013,orf19.11013,C2_04970W_A
orf19.3529,orf19.3529,C2_04970W_A
orf19.11014,orf19.11014,C2_04980C_A
orf19.3530,orf19.3530,C2_04980C_A
orf19.11015,orf19.11015,C2_04990W_A
orf19.3531,orf19.3531,C2_04990W_A
orf19.11016,orf19.11016,C2_05000C_A
orf19.3532,orf19.3532,C2_05000C_A
orf19.11017,orf19.11017,C2_05020W_A
orf19.3533,orf19.3533,C2_05020W_A
orf19.11018,orf19.11018,C2_05030C_A
orf19.3534,orf19.3534,C2_05030C_A
orf19.11019,orf19.11019,C2_05040C_A
orf19.3535,orf19.3535,C2_05040C_A
orf19.11020,orf19.11020,C2_05050C_A
orf19.3536,orf19.3536,C2_05050C_A
orf19.11021,orf19.11021,C2_05060C_A
orf19.3537,orf19.3537,C2_05060C_A
orf19.11022,orf19.11022,C2_05070W_A
orf19.3538,orf19.3538,C2_05070W_A
orf19.11023,orf19.11023,C2_05080C_A
orf19.3539,orf19.3539,C2_05080C_A
orf19.11024,orf19.11024,C2_05090W_A
orf19.3540,orf19.3540,C2_05090W_A
orf19.11025,orf19.11025,C2_05100C_A
orf19.3541,orf19.3541,C2_05100C_A
orf19.11026,orf19.11026,C2_05110W_A
orf19.3542,orf19.3542,C2_05110W_A
orf19.11027,orf19.11027,C2_05120C_A
orf19.3543,orf19.3543,C2_05120C_A
orf19.11028,orf19.11028,C2_05130W_A
orf19.3544,orf19.3544,C2_05130W_A
orf19.11029,orf19.11029,C2_05140W_A
orf19.3545,orf19.3545,C2_05140W_A
orf19.11030,orf19.11030,C2_05150W_A
orf19.3546,orf19.3546,C2_05150W_A
orf19.11031,orf19.11031,C2_05160C_A
orf19.3547,orf19.3547,C2_05160C_A
orf19.11032,orf19.11032,C2_05170W_A
orf19.3548,orf19.3548,C2_05170W_A
orf19.11033,orf19.11033,C2_05190W_A
orf19.3549,orf19.3549,C2_05190W_A
orf19.11034,orf19.11034,C2_05200C_A
orf19.3550,orf19.3550,C2_05200C_A
orf19.3551,orf19.3551,C2_05210W_A
orf19.11035,orf19.11035,C2_05220C_A
orf19.3552,orf19.3552,C2_05220C_A
orf19.11036,orf19.11036,C2_05230C_A
orf19.3553,orf19.3553,C2_05230C_A
orf19.11037,orf19.11037,C2_05250C_A
orf19.3554,orf19.3554,C2_05250C_A
orf19.11038,orf19.11038,C2_05260W_A
orf19.3555,orf19.3555,C2_05260W_A
orf19.11040,orf19.11040,C2_05270W_A
orf19.3556,orf19.3556,C2_05270W_A
orf19.11041,orf19.11041,C2_05280C_A
orf19.3557,orf19.3557,C2_05280C_A
orf19.11042,orf19.11042,C2_05290C_A
orf19.3558,orf19.3558,C2_05290C_A
orf19.11043,orf19.11043,C2_05300C_A
orf19.11044,orf19.11044,C2_05300C_A
orf19.3559,orf19.3559,C2_05300C_A
orf19.3560,orf19.3560,C2_05300C_A
orf19.11045,orf19.11045,C2_05320W_A
orf19.3561,orf19.3561,C2_05320W_A
orf19.11047,orf19.11047,C2_05330C_A
orf19.3563,orf19.3563,C2_05330C_A
orf19.11048,orf19.11048,C2_05340C_A
orf19.3564,orf19.3564,C2_05340C_A
orf19.11049,orf19.11049,C2_05350C_A
orf19.3565,orf19.3565,C2_05350C_A
orf19.11051,orf19.11051,C2_05360C_A
orf19.3567,orf19.3567,C2_05360C_A
