a21_orf19,a22_orf19,a22_id
orf19.13278,orf19.13278,C3_04120C_A
orf19.5856,orf19.5856,C3_04120C_A
orf19.13279,orf19.13279,C3_04130W_A
orf19.5857,orf19.5857,C3_04130W_A
orf19.13280,orf19.13280,C3_04140C_A
orf19.5858,orf19.5858,C3_04140C_A
orf19.13281,orf19.13281,C3_04160W_A
orf19.5859,orf19.5859,C3_04160W_A
orf19.13282,orf19.13282,C3_04170W_A
orf19.5860,orf19.5860,C3_04170W_A
orf19.13283,orf19.13283,C3_04180W_A
orf19.5861,orf19.5861,C3_04180W_A
orf19.13284,orf19.13284,C3_04200W_A
orf19.5862,orf19.5862,C3_04200W_A
orf19.13285,orf19.13285,C3_04210W_A
orf19.5863,orf19.5863,C3_04210W_A
orf19.13286,orf19.13286,C3_04220C_A
orf19.5864,orf19.5864,C3_04220C_A
orf19.13287,orf19.13287,C3_04230W_A
orf19.5865,orf19.5865,C3_04230W_A
orf19.13288,orf19.13288,C3_04240C_A
orf19.5866,orf19.5866,C3_04240C_A
orf19.13289,orf19.13289,C3_04250W_A
orf19.5867,orf19.5867,C3_04250W_A
orf19.13290,orf19.13290,C3_04260W_A
orf19.5869,orf19.5869,C3_04260W_A
orf19.13291,orf19.13291,C3_04270C_A
orf19.5870,orf19.5870,C3_04270C_A
orf19.13292,orf19.13292,C3_04290C_A
orf19.13293,orf19.13293,C3_04290C_A
orf19.5871,orf19.5871,C3_04290C_A
orf19.5872,orf19.5872,C3_04290C_A
orf19.13294,orf19.13294,C3_04300C_A
orf19.5873,orf19.5873,C3_04300C_A
orf19.13295,orf19.13295,C3_04310C_A
orf19.5874,orf19.5874,C3_04310C_A
orf19.13296,orf19.13296,C3_04320W_A
orf19.5875,orf19.5875,C3_04320W_A
orf19.13297,orf19.13297,C3_04330C_A
orf19.5876,orf19.5876,C3_04330C_A
orf19.13298,orf19.13298,C3_04340W_A
orf19.5877,orf19.5877,C3_04340W_A
orf19.13300,orf19.13300,C3_04350C_A
orf19.5879,orf19.5879,C3_04350C_A
orf19.13301,orf19.13301,C3_04360W_A
orf19.13302,orf19.13302,C3_04360W_A
orf19.5880,orf19.5880,C3_04360W_A
orf19.5881,orf19.5881,C3_04360W_A
orf19.13305,orf19.13305,C3_04370C_A
orf19.5884,orf19.5884,C3_04370C_A
orf19.13306,orf19.13306,C3_04380C_A
orf19.5885,orf19.5885,C3_04380C_A
orf19.13307,orf19.13307,C3_04390W_A
orf19.5886,orf19.5886,C3_04390W_A
orf19.13308,orf19.13308,C3_04400C_A
orf19.5887,orf19.5887,C3_04400C_A
orf19.13311,orf19.13311,C3_04410C_A
orf19.5890,orf19.5890,C3_04410C_A
orf19.13310,orf19.13310,C3_04420W_A
orf19.13312,orf19.13312,C3_04420W_A
orf19.13313,orf19.13313,C3_04420W_A
orf19.5889,orf19.5889,C3_04420W_A
orf19.5891,orf19.5891,C3_04420W_A
orf19.5892,orf19.5892,C3_04420W_A
orf19.13314,orf19.13314,C3_04430W_A
orf19.5893,orf19.5893,C3_04430W_A
orf19.13315,orf19.13315,C3_04440C_A
orf19.13316,orf19.13316,C3_04440C_A
orf19.5894,orf19.5894,C3_04440C_A
orf19.5895,orf19.5895,C3_04440C_A
orf19.13317,orf19.13317,C3_04450C_A
orf19.5896,orf19.5896,C3_04450C_A
orf19.13318,orf19.13318,C3_04460W_A
orf19.5897,orf19.5897,C3_04460W_A
orf19.13322,orf19.13322,C3_04470W_A
orf19.5901,orf19.5901,C3_04470W_A
orf19.13323,orf19.13323,C3_04480C_A
orf19.5902,orf19.5902,C3_04480C_A
orf19.13324,orf19.13324,C3_04490W_A
orf19.5903,orf19.5903,C3_04490W_A
orf19.13325,orf19.13325,C3_04500C_A
orf19.5904,orf19.5904,C3_04500C_A
orf19.13326,orf19.13326,C3_04510W_A
orf19.5905,orf19.5905,C3_04510W_A
orf19.13327,orf19.13327,C3_04520C_A
orf19.5906,orf19.5906,C3_04520C_A
orf19.13329,orf19.13329,C3_04530C_A
orf19.5908,orf19.5908,C3_04530C_A
orf19.13331,orf19.13331,C3_04540C_A
orf19.5910,orf19.5910,C3_04540C_A
orf19.13332,orf19.13332,C3_04550C_A
orf19.5911,orf19.5911,C3_04550C_A
orf19.13333,orf19.13333,C3_04560W_A
orf19.5912,orf19.5912,C3_04560W_A
orf19.13336,orf19.13336,C3_04570C_A
orf19.13337,orf19.13337,C3_04570C_A
orf19.5915,orf19.5915,C3_04570C_A
orf19.5916,orf19.5916,C3_04570C_A
orf19.13338,orf19.13338,C3_04580C_A
orf19.5917,orf19.5917,C3_04580C_A
orf19.13339,orf19.13339,C3_04600C_A
orf19.5918,orf19.5918,C3_04600C_A
orf19.13340,orf19.13340,C3_04610W_A
orf19.5919,orf19.5919,C3_04610W_A
orf19.13341,orf19.13341,C3_04620C_A
orf19.5920,orf19.5920,C3_04620C_A
orf19.13342,orf19.13342,C3_04630W_A
orf19.5921,orf19.5921,C3_04630W_A
orf19.13345,orf19.13345,C3_04640W_A
orf19.5924,orf19.5924,C3_04640W_A
orf19.13346,orf19.13346,C3_04650W_A
orf19.5925,orf19.5925,C3_04650W_A
orf19.13347,orf19.13347,C3_04660C_A
orf19.5926,orf19.5926,C3_04660C_A
orf19.13348,orf19.13348,C3_04670C_A
orf19.5927,orf19.5927,C3_04670C_A
orf19.13349,orf19.13349,C3_04680W_A
orf19.5928,orf19.5928,C3_04680W_A
orf19.13350,orf19.13350,C3_04690C_A
orf19.5929,orf19.5929,C3_04690C_A
orf19.13351,orf19.13351,C3_04700W_A
orf19.5930,orf19.5930,C3_04700W_A
orf19.13352,orf19.13352,C3_04710W_A
orf19.5931,orf19.5931,C3_04710W_A
orf19.13353,orf19.13353,C3_04720C_A
orf19.5932,orf19.5932,C3_04720C_A
orf19.13354,orf19.13354,C3_04730C_A
orf19.5933,orf19.5933,C3_04730C_A
orf19.13355,orf19.13355,C3_04740C_A
orf19.5934,orf19.5934,C3_04740C_A
orf19.13356,orf19.13356,C3_04750W_A
orf19.5935,orf19.5935,C3_04750W_A
orf19.13359,orf19.13359,C3_04760C_A
orf19.5938,orf19.5938,C3_04760C_A
orf19.13361,orf19.13361,C3_04770C_A
orf19.5940,orf19.5940,C3_04770C_A
orf19.13362,orf19.13362,C3_04780C_A
orf19.5941,orf19.5941,C3_04780C_A
orf19.13363,orf19.13363,C3_04790W_A
orf19.5942,orf19.5942,C3_04790W_A
orf19.13364,orf19.13364,C3_04800C_A
orf19.5943,orf19.5943,C3_04800C_A
orf19.13368,orf19.13368,C3_04820C_A
orf19.5947,orf19.5947,C3_04820C_A
orf19.13370,orf19.13370,C3_04830C_A
orf19.13372,orf19.13372,C3_04830C_A
orf19.5949,orf19.5949,C3_04830C_A
orf19.5951,orf19.5951,C3_04830C_A
orf19.13373,orf19.13373,C3_04840C_A
orf19.5952,orf19.5952,C3_04840C_A
orf19.13374,orf19.13374,C3_04860W_A
orf19.5953,orf19.5953,C3_04860W_A
orf19.13375,orf19.13375,C3_04870W_A
orf19.5954,orf19.5954,C3_04870W_A
orf19.13377,orf19.13377,C3_04880W_A
orf19.5956,orf19.5956,C3_04880W_A
orf19.13379,orf19.13379,C3_04890W_A
orf19.5958,orf19.5958,C3_04890W_A
orf19.13380,orf19.13380,C3_04900W_A
orf19.5959,orf19.5959,C3_04900W_A
orf19.13381,orf19.13381,C3_04910C_A
orf19.5960,orf19.5960,C3_04910C_A
orf19.13382,orf19.13382,C3_04920C_A
orf19.5961,orf19.5961,C3_04920C_A
orf19.13383,orf19.13383,C3_04930C_A
orf19.5962,orf19.5962,C3_04930C_A
orf19.13384,orf19.13384,C3_04940W_A
orf19.5963,orf19.5963,C3_04940W_A
orf19.13385,orf19.13385,C3_04950W_A
orf19.5964,orf19.5964,C3_04950W_A
orf19.13386,orf19.13386,C3_04970C_A
orf19.5965,orf19.5965,C3_04970C_A
orf19.13387,orf19.13387,C3_04980W_A
orf19.5966,orf19.5966,C3_04980W_A
orf19.13388,orf19.13388,C3_04990W_A
orf19.5967,orf19.5967,C3_04990W_A
orf19.13389,orf19.13389,C3_05000W_A
orf19.5968,orf19.5968,C3_05000W_A
orf19.13391,orf19.13391,C3_05010C_A
orf19.5970,orf19.5970,C3_05010C_A
orf19.13392,orf19.13392,C3_05020W_A
orf19.5971,orf19.5971,C3_05020W_A
orf19.13394,orf19.13394,C3_05030W_A
orf19.5973,orf19.5973,C3_05030W_A
orf19.13395,orf19.13395,C3_05040C_A
orf19.5974,orf19.5974,C3_05040C_A
orf19.13396,orf19.13396,C3_05050W_A
orf19.5975,orf19.5975,C3_05050W_A
orf19.13397,orf19.13397,C3_05060W_A
orf19.5976,orf19.5976,C3_05060W_A
orf19.13398,orf19.13398,C3_05070W_A
orf19.5977,orf19.5977,C3_05070W_A
orf19.13399,orf19.13399,C3_05080W_A
orf19.5978,orf19.5978,C3_05080W_A
orf19.13401,orf19.13401,C3_05090C_A
orf19.5980,orf19.5980,C3_05090C_A
orf19.13403,orf19.13403,C3_05100C_A
orf19.5982,orf19.5982,C3_05100C_A
orf19.13405,orf19.13405,C3_05110W_A
orf19.5984,orf19.5984,C3_05110W_A
orf19.13406,orf19.13406,C3_05120C_A
orf19.5985,orf19.5985,C3_05120C_A
orf19.13407,orf19.13407,C3_05130C_A
orf19.5986,orf19.5986,C3_05130C_A
orf19.13408,orf19.13408,C3_05140C_A
orf19.5987,orf19.5987,C3_05140C_A
orf19.13410,orf19.13410,C3_05150W_A
orf19.5989,orf19.5989,C3_05150W_A
orf19.13412,orf19.13412,C3_05160C_A
orf19.5991,orf19.5991,C3_05160C_A
orf19.13413,orf19.13413,C3_05170W_A
orf19.5992,orf19.5992,C3_05170W_A
orf19.13415,orf19.13415,C3_05180W_A
orf19.5994,orf19.5994,C3_05180W_A
orf19.13416,orf19.13416,C3_05190C_A
orf19.5995,orf19.5995,C3_05190C_A
orf19.13420,orf19.13420,C3_05210C_A
orf19.5999,orf19.5999,C3_05210C_A
orf19.13421,orf19.13421,C3_05220W_A
orf19.6000,orf19.6000,C3_05220W_A
orf19.13422,orf19.13422,C3_05230W_A
orf19.6001,orf19.6001,C3_05230W_A
orf19.13423,orf19.13423,C3_05240C_A
orf19.6002,orf19.6002,C3_05240C_A
orf19.13424,orf19.13424,C3_05250C_A
orf19.6003,orf19.6003,C3_05250C_A
orf19.13426,orf19.13426,C3_05270C_A
orf19.6005,orf19.6005,C3_05270C_A
orf19.13428,orf19.13428,C3_05280C_A
orf19.6007,orf19.6007,C3_05280C_A
orf19.13429,orf19.13429,C3_05290C_A
orf19.6008,orf19.6008,C3_05290C_A
orf19.6966,orf19.6966,C3_05300C_A
orf19.6967,orf19.6967,C3_05310W_A
orf19.6968,orf19.6968,C3_05320W_A
orf19.6970,orf19.6970,C3_05330C_A
orf19.6971,orf19.6971,C3_05340W_A
orf19.6972,orf19.6972,C3_05350C_A
orf19.6973,orf19.6973,C3_05360C_A
orf19.6975,orf19.6975,C3_05370C_A
orf19.6976,orf19.6976,C3_05380W_A
orf19.6977,orf19.6977,C3_05390C_A
orf19.6978,orf19.6978,C3_05400C_A
orf19.6979,orf19.6979,C3_05410W_A
orf19.6980,orf19.6980,C3_05420W_A
orf19.6981,orf19.6981,C3_05430W_A
orf19.6982,orf19.6982,C3_05440C_A
orf19.6983,orf19.6983,C3_05450C_A
orf19.6984,orf19.6984,C3_05460W_A
orf19.6985,orf19.6985,C3_05470W_A
orf19.6986,orf19.6986,C3_05510W_A
orf19.6987,orf19.6987,C3_05520C_A
orf19.6988,orf19.6988,C3_05530W_A
orf19.6989,orf19.6989,C3_05540C_A
orf19.6990,orf19.6990,C3_05550C_A
orf19.6991,orf19.6991,C3_05560W_A
orf19.6992,orf19.6992,C3_05570W_A
orf19.6993,orf19.6993,C3_05580C_A
orf19.6994,orf19.6994,C3_05590C_A
orf19.6995,orf19.6995,C3_05600W_A
orf19.6996,orf19.6996,C3_05610W_A
orf19.6997,orf19.6997,C3_05620W_A
orf19.6998,orf19.6998,C3_05630W_A
orf19.6999,orf19.6999,C3_05640W_A
orf19.7001,orf19.7001,C3_05650W_A
orf19.7002,orf19.7002,C3_05660C_A
orf19.7348,orf19.7348,C3_05670C_A
orf19.7347,orf19.7347,C3_05680W_A
orf19.7349,orf19.7349,C3_05700W_A
orf19.7350,orf19.7350,C3_05710W_A
orf19.7353,orf19.7353,C3_05720C_A
orf19.7354,orf19.7354,C3_05730C_A
orf19.7355,orf19.7355,C3_05740C_A
orf19.7356,orf19.7356,C3_05750C_A
orf19.7357,orf19.7357,C3_05760W_A
orf19.7358,orf19.7358,C3_05770C_A
orf19.7359,orf19.7359,C3_05780C_A
orf19.7360,orf19.7360,C3_05790C_A
orf19.7361,orf19.7361,C3_05800W_A
orf19.7362,orf19.7362,C3_05810C_A
orf19.7363,orf19.7363,C3_05830W_A
orf19.7364,orf19.7364,C3_05840W_A
orf19.7365,orf19.7365,C3_05850W_A
orf19.7366,orf19.7366,C3_05860C_A
orf19.7367,orf19.7367,C3_05870C_A
orf19.7368,orf19.7368,C3_05880C_A
orf19.7369,orf19.7369,C3_05890W_A
orf19.7370,orf19.7370,C3_05900W_A
orf19.7371,orf19.7371,C3_05910W_A
orf19.7372,orf19.7372,C3_05920W_A
orf19.7374,orf19.7374,C3_05930W_A
orf19.7375,orf19.7375,C3_05940C_A
orf19.7376,orf19.7376,C3_05950W_A
orf19.7377,orf19.7377,C3_05960W_A
orf19.7378,orf19.7378,C3_05970C_A
orf19.7379,orf19.7379,C3_05980C_A
orf19.7380,orf19.7380,C3_05990C_A
orf19.7381,orf19.7381,C3_06000W_A
orf19.7382,orf19.7382,C3_06010W_A
orf19.7383,orf19.7383,C3_06020W_A
orf19.7384,orf19.7384,C3_06030W_A
orf19.7385,orf19.7385,C3_06040W_A
orf19.7386,orf19.7386,C3_06050C_A
orf19.7387,orf19.7387,C3_06060W_A
orf19.7388,orf19.7388,C3_06070C_A
orf19.7389,orf19.7389,C3_06080W_A
orf19.7390,orf19.7390,C3_06080W_A
orf19.7391,orf19.7391,C3_06090C_A
orf19.7392,orf19.7392,C3_06100C_A
orf19.7393,orf19.7393,C3_06110C_A
orf19.7394,orf19.7394,C3_06120C_A
orf19.7395,orf19.7395,C3_06130W_A
orf19.7396,orf19.7396,C3_06140W_A
orf19.7397,orf19.7397,C3_06150W_A
orf19.7417,orf19.7417,C3_06180C_A
orf19.7414,orf19.7414,C3_06190C_A
orf19.7413,orf19.7413,C3_06200C_A
orf19.7412,orf19.7412,C3_06210C_A
orf19.7411,orf19.7411,C3_06220C_A
orf19.7410,orf19.7410,C3_06230W_A
orf19.7409,orf19.7409,C3_06250W_A
orf19.7406,orf19.7406,C3_06260C_A
orf19.7405,orf19.7405,C3_06270C_A
orf19.7404,orf19.7404,C3_06280W_A
orf19.7403,orf19.7403,C3_06290W_A
orf19.7402,orf19.7402,C3_06300W_A
orf19.7401,orf19.7401,C3_06310C_A
orf19.7400,orf19.7400,C3_06320W_A
orf19.7419,orf19.7419,C3_06340W_A
orf19.7420,orf19.7420,C3_06350W_A
orf19.7421,orf19.7421,C3_06360C_A
orf19.7422,orf19.7422,C3_06370C_A
orf19.7424,orf19.7424,C3_06380W_A
orf19.7398,orf19.7398,C3_06390W_A
orf19.7425,orf19.7425,C3_06400C_A
orf19.7426,orf19.7426,C3_06410C_A
orf19.7427,orf19.7427,C3_06420C_A
orf19.7428,orf19.7428,C3_06430W_A
orf19.7433,orf19.7433,C3_06440W_A
orf19.7434,orf19.7434,C3_06450W_A
orf19.7436,orf19.7436,C3_06470W_A
orf19.7437,orf19.7437,C3_06490W_A
orf19.7438,orf19.7438,C3_06500W_A
orf19.7440,orf19.7440,C3_06510C_A
orf19.7441,orf19.7441,C3_06520C_A
orf19.7442,orf19.7442,C3_06530W_A
orf19.7443,orf19.7443,C3_06540C_A
orf19.7444,orf19.7444,C3_06550C_A
orf19.7445,orf19.7445,C3_06560W_A
orf19.7446,orf19.7446,C3_06570C_A
orf19.7447,orf19.7447,C3_06580W_A
orf19.7448,orf19.7448,C3_06590W_A
orf19.7449,orf19.7449,C3_06600C_A
orf19.7450,orf19.7450,C3_06610W_A
orf19.7451,orf19.7451,C3_06620W_A
orf19.7452,orf19.7452,C3_06630W_A
orf19.7453,orf19.7453,C3_06640W_A
orf19.7454,orf19.7454,C3_06650C_A
orf19.7455,orf19.7455,C3_06660C_A
orf19.7456,orf19.7456,C3_06670C_A
orf19.7457,orf19.7457,C3_06680C_A
orf19.7458,orf19.7458,C3_06690C_A
orf19.7459,orf19.7459,C3_06700C_A
orf19.14124,orf19.14124,C3_06710W_A
orf19.14125,orf19.14125,C3_06710W_A
orf19.6832,orf19.6832,C3_06710W_A
orf19.6833,orf19.6833,C3_06710W_A
orf19.14123,orf19.14123,C3_06720W_A
orf19.6831,orf19.6831,C3_06720W_A
orf19.14122,orf19.14122,C3_06730W_A
orf19.6830,orf19.6830,C3_06730W_A
orf19.14121,orf19.14121,C3_06740W_A
orf19.6829,orf19.6829,C3_06740W_A
orf19.14120,orf19.14120,C3_06760W_A
orf19.6828,orf19.6828,C3_06760W_A
orf19.14119,orf19.14119,C3_06770W_A
orf19.6827,orf19.6827,C3_06770W_A
orf19.14118,orf19.14118,C3_06780C_A
orf19.6826,orf19.6826,C3_06780C_A
orf19.14116,orf19.14116,C3_06790W_A
orf19.6824,orf19.6824,C3_06790W_A
orf19.14114,orf19.14114,C3_06800C_A
orf19.6822,orf19.6822,C3_06800C_A
orf19.14113,orf19.14113,C3_06810W_A
orf19.6821,orf19.6821,C3_06810W_A
orf19.14112,orf19.14112,C3_06820C_A
orf19.6820,orf19.6820,C3_06820C_A
orf19.14110,orf19.14110,C3_06830C_A
orf19.6818,orf19.6818,C3_06830C_A
orf19.14109,orf19.14109,C3_06850W_A
orf19.6817,orf19.6817,C3_06850W_A
orf19.14108,orf19.14108,C3_06860C_A
orf19.6816,orf19.6816,C3_06860C_A
orf19.14106,orf19.14106,C3_06870W_A
orf19.6814,orf19.6814,C3_06870W_A
orf19.14105,orf19.14105,C3_06880W_A
orf19.6813,orf19.6813,C3_06880W_A
orf19.14104,orf19.14104,C3_06890W_A
orf19.6812,orf19.6812,C3_06890W_A
orf19.14103,orf19.14103,C3_06900W_A
orf19.6811,orf19.6811,C3_06900W_A
orf19.14102,orf19.14102,C3_06910C_A
orf19.6810,orf19.6810,C3_06910C_A
orf19.14101,orf19.14101,C3_06920W_A
orf19.6809,orf19.6809,C3_06920W_A
orf19.14099,orf19.14099,C3_06940W_A
orf19.6807,orf19.6807,C3_06940W_A
orf19.14097,orf19.14097,C3_06950W_A
orf19.6805,orf19.6805,C3_06950W_A
orf19.14096,orf19.14096,C3_06970W_A
orf19.6804,orf19.6804,C3_06970W_A
orf19.14095,orf19.14095,C3_06980W_A
orf19.6803,orf19.6803,C3_06980W_A
orf19.14094,orf19.14094,C3_06990W_A
orf19.6802,orf19.6802,C3_06990W_A
orf19.14093,orf19.14093,C3_07000W_A
orf19.6801,orf19.6801,C3_07000W_A
orf19.14092,orf19.14092,C3_07010W_A
orf19.6800,orf19.6800,C3_07010W_A
orf19.14090,orf19.14090,C3_07020W_A
orf19.6798,orf19.6798,C3_07020W_A
orf19.14089,orf19.14089,C3_07030C_A
orf19.6797,orf19.6797,C3_07030C_A
orf19.14088,orf19.14088,C3_07040C_A
orf19.6796,orf19.6796,C3_07040C_A
orf19.14087,orf19.14087,C3_07050W_A
orf19.6795,orf19.6795,C3_07050W_A
orf19.14086,orf19.14086,C3_07060W_A
orf19.6794,orf19.6794,C3_07060W_A
orf19.14085,orf19.14085,C3_07070C_A
orf19.6793,orf19.6793,C3_07070C_A
orf19.14084,orf19.14084,C3_07080W_A
orf19.6792,orf19.6792,C3_07080W_A
orf19.14083,orf19.14083,C3_07090W_A
orf19.6791,orf19.6791,C3_07090W_A
orf19.14082,orf19.14082,C3_07100C_A
orf19.6790,orf19.6790,C3_07100C_A
orf19.14081,orf19.14081,C3_07110W_A
orf19.6789,orf19.6789,C3_07110W_A
orf19.14080,orf19.14080,C3_07120W_A
orf19.6788,orf19.6788,C3_07120W_A
orf19.14079,orf19.14079,C3_07130W_A
orf19.6787,orf19.6787,C3_07130W_A
orf19.14078,orf19.14078,C3_07140C_A
orf19.6786,orf19.6786,C3_07140C_A
orf19.14077,orf19.14077,C3_07150C_A
orf19.6785,orf19.6785,C3_07150C_A
orf19.14076,orf19.14076,C3_07160W_A
orf19.6784,orf19.6784,C3_07160W_A
orf19.14075,orf19.14075,C3_07170C_A
orf19.6783,orf19.6783,C3_07170C_A
orf19.14074,orf19.14074,C3_07180C_A
orf19.6782,orf19.6782,C3_07180C_A
orf19.14073,orf19.14073,C3_07200C_A
orf19.6781,orf19.6781,C3_07200C_A
orf19.14072,orf19.14072,C3_07210W_A
orf19.6780,orf19.6780,C3_07210W_A
orf19.14071,orf19.14071,C3_07220C_A
orf19.6779,orf19.6779,C3_07220C_A
orf19.14070,orf19.14070,C3_07230W_A
orf19.6778,orf19.6778,C3_07230W_A
orf19.14069,orf19.14069,C3_07240W_A
orf19.6777,orf19.6777,C3_07240W_A
orf19.14068,orf19.14068,C3_07250W_A
orf19.6776,orf19.6776,C3_07250W_A
orf19.14064,orf19.14064,C3_07260C_A
orf19.14065,orf19.14065,C3_07260C_A
orf19.6772,orf19.6772,C3_07260C_A
orf19.6773,orf19.6773,C3_07260C_A
orf19.14063,orf19.14063,C3_07270C_A
orf19.6771,orf19.6771,C3_07270C_A
orf19.14062,orf19.14062,C3_07280C_A
orf19.6770,orf19.6770,C3_07280C_A
orf19.14061,orf19.14061,C3_07290W_A
orf19.6769,orf19.6769,C3_07290W_A
orf19.14058,orf19.14058,C3_07300W_A
orf19.6766,orf19.6766,C3_07300W_A
orf19.14055,orf19.14055,C3_07310C_A
orf19.6763,orf19.6763,C3_07310C_A
orf19.14051,orf19.14051,C3_07320W_A
orf19.14052,orf19.14052,C3_07320W_A
orf19.6759,orf19.6759,C3_07320W_A
orf19.6760,orf19.6760,C3_07320W_A
orf19.14050,orf19.14050,C3_07330W_A
orf19.6758,orf19.6758,C3_07330W_A
orf19.14049,orf19.14049,C3_07340W_A
orf19.6757,orf19.6757,C3_07340W_A
orf19.14048,orf19.14048,C3_07350W_A
orf19.6756,orf19.6756,C3_07350W_A
orf19.14047,orf19.14047,C3_07360W_A
orf19.6755,orf19.6755,C3_07360W_A
orf19.14046,orf19.14046,C3_07370W_A
orf19.6754,orf19.6754,C3_07370W_A
orf19.14045,orf19.14045,C3_07380W_A
orf19.6753,orf19.6753,C3_07380W_A
orf19.14044,orf19.14044,C3_07390C_A
orf19.6752,orf19.6752,C3_07390C_A
orf19.14043,orf19.14043,C3_07400W_A
orf19.6751,orf19.6751,C3_07400W_A
orf19.14041,orf19.14041,C3_07410C_A
orf19.6749,orf19.6749,C3_07410C_A
orf19.14040,orf19.14040,C3_07420W_A
orf19.6748,orf19.6748,C3_07420W_A
orf19.14039,orf19.14039,C3_07430W_A
orf19.6747,orf19.6747,C3_07430W_A
orf19.14037,orf19.14037,C3_07440W_A
orf19.6745,orf19.6745,C3_07440W_A
orf19.14036,orf19.14036,C3_07450C_A
orf19.6744,orf19.6744,C3_07450C_A
orf19.14034,orf19.14034,C3_07460W_A
orf19.6742,orf19.6742,C3_07460W_A
orf19.14033,orf19.14033,C3_07470W_A
orf19.6741,orf19.6741,C3_07470W_A
orf19.14032,orf19.14032,C3_07480W_A
orf19.6740,orf19.6740,C3_07480W_A
orf19.14031,orf19.14031,C3_07490W_A
orf19.6739,orf19.6739,C3_07490W_A
orf19.14030,orf19.14030,C3_07500W_A
orf19.6738,orf19.6738,C3_07500W_A
orf19.14029,orf19.14029,C3_07540C_A
orf19.6737,orf19.6737,C3_07540C_A
orf19.14028,orf19.14028,C3_07550C_A
orf19.6736,orf19.6736,C3_07550C_A
orf19.14026,orf19.14026,C3_07560W_A
orf19.6734,orf19.6734,C3_07560W_A
orf19.14024,orf19.14024,C3_07570C_A
orf19.6732,orf19.6732,C3_07570C_A
orf19.14023,orf19.14023,C3_07590W_A
orf19.6731,orf19.6731,C3_07590W_A
orf19.14022,orf19.14022,C3_07600W_A
orf19.6730,orf19.6730,C3_07600W_A
orf19.14021,orf19.14021,C3_07610W_A
orf19.6729,orf19.6729,C3_07610W_A
orf19.14019,orf19.14019,C3_07620C_A
orf19.6727,orf19.6727,C3_07620C_A
orf19.14018,orf19.14018,C3_07630C_A
orf19.6726,orf19.6726,C3_07630C_A
orf19.14016,orf19.14016,C3_07640C_A
orf19.14017,orf19.14017,C3_07640C_A
orf19.6724,orf19.6724,C3_07640C_A
orf19.6725,orf19.6725,C3_07640C_A
orf19.14015,orf19.14015,C3_07650C_A
orf19.6723,orf19.6723,C3_07650C_A
orf19.14014,orf19.14014,C3_07660W_A
orf19.6722,orf19.6722,C3_07660W_A
orf19.14012,orf19.14012,C3_07670W_A
orf19.6720,orf19.6720,C3_07670W_A
orf19.14011,orf19.14011,C3_07680W_A
orf19.6719,orf19.6719,C3_07680W_A
orf19.14010,orf19.14010,C3_07690C_A
orf19.6718,orf19.6718,C3_07690C_A
orf19.14009,orf19.14009,C3_07700W_A
orf19.6717,orf19.6717,C3_07700W_A
orf19.14008,orf19.14008,C3_07710W_A
orf19.6716,orf19.6716,C3_07710W_A
orf19.14007,orf19.14007,C3_07720C_A
orf19.6715,orf19.6715,C3_07720C_A
orf19.14005,orf19.14005,C3_07730W_A
orf19.6713,orf19.6713,C3_07730W_A
orf19.14004,orf19.14004,C3_07740W_A
orf19.6712,orf19.6712,C3_07740W_A
orf19.14002,orf19.14002,C3_07750W_A
orf19.6710,orf19.6710,C3_07750W_A
orf19.14001,orf19.14001,C3_07760C_A
orf19.6709,orf19.6709,C3_07760C_A
orf19.6170,orf19.6170,C3_07770C_A
orf19.6171,orf19.6171,C3_07780C_A
orf19.6173,orf19.6173,C3_07790W_A
orf19.6175,orf19.6175,C3_07800C_A
orf19.6176,orf19.6176,C3_07810C_A
orf19.6177,orf19.6177,C3_07820W_A
orf19.6178,orf19.6178,C3_07830W_A
orf19.6179,orf19.6179,C3_07840C_A
orf19.6180,orf19.6180,C3_07850W_A
orf19.6182,orf19.6182,C3_07860C_A
orf19.6181,orf19.6181,C3_07870W_A
orf19.6184,orf19.6184,C3_07880C_A
orf19.6183,orf19.6183,C3_07890W_A
orf19.6186,orf19.6186,C3_07900C_A
orf19.6185,orf19.6185,C3_07910W_A
orf19.6187,orf19.6187,C3_07920W_A
orf19.6188,orf19.6188,C3_07930C_A
orf19.6189,orf19.6189,C3_07940W_A
orf19.6190,orf19.6190,C3_07950C_A
orf19.6191,orf19.6191,C3_07970C_A
orf19.6192,orf19.6192,C3_07980C_A
orf19.362,orf19.362,C4_00010W_A
orf19.7994,orf19.7994,C4_00010W_A
orf19.364,orf19.364,C4_00020W_A
orf19.7996,orf19.7996,C4_00020W_A
orf19.366,orf19.366,C4_00030C_A
orf19.7997,orf19.7997,C4_00030C_A
orf19.367,orf19.367,C4_00040W_A
orf19.8001,orf19.8001,C4_00040W_A
orf19.371,orf19.371,C4_00050W_A
orf19.8003,orf19.8003,C4_00050W_A
orf19.372,orf19.372,C4_00060W_A
orf19.8004,orf19.8004,C4_00060W_A
orf19.374,orf19.374,C4_00070C_A
orf19.8006,orf19.8006,C4_00070C_A
orf19.376,orf19.376,C4_00080C_A
orf19.8008,orf19.8008,C4_00080C_A
orf19.13077,orf19.13077,C4_00090W_A
orf19.377,orf19.377,C4_00090W_A
orf19.5632,orf19.5632,C4_00090W_A
orf19.8010,orf19.8010,C4_00090W_A
orf19.13078,orf19.13078,C4_00100C_A
orf19.378,orf19.378,C4_00100C_A
