"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"orf19.5760",491.397773260406,3.29848137438578,0.333280463348292,3.8762256643069e-24,1.77798303851014e-23
"orf19.5770",868.813655155397,-2.35191389332239,0.122056626141186,1.26838945443662e-83,1.41085676994388e-82
"orf19.5775",296.421533977119,-1.50300554699237,0.172904243826703,9.67986868796252e-19,3.82345605943681e-18
"orf19.5784",658.175223095576,-1.95615662846541,0.132546387319745,4.57475618672457e-50,3.40863113482145e-49
"orf19.5785",173.124380451882,-7.02096800001358,0.655986674347153,3.3157394554386e-26,1.59488348014881e-25
"orf19.5791",11395.7687454729,2.09984450283754,0.0662108966279455,1.69448012853338e-221,6.10110793100255e-220
"orf19.5799",2208.19964632117,-1.55038028730037,0.083648100449898,2.89471519003438e-77,3.01021384285879e-76
"orf19.58",1401.97138903611,1.80379573032816,0.0993905848589666,2.92853344421811e-74,2.94698462423822e-73
"orf19.5801",13438.9950967419,-1.35063347199,0.0622498323141304,7.37893960090511e-105,1.01018494008875e-103
"orf19.5802",574.735319359039,1.43486011037987,0.13638123915135,2.10632479576563e-26,1.01628947736825e-25
"orf19.5804",3706.7949946031,-1.64084006468912,0.0731978282467113,6.34638301316868e-112,9.52569151542836e-111
"orf19.5805",9859.98473786181,-3.58123353055123,0.0669669717091384,0,0
"orf19.5809",4204.64208120958,-3.84445275397882,0.084576090519862,0,0
"orf19.5811",1973.79904321304,-2.65888109303497,0.088325623382402,5.06979945938309e-200,1.5949384258837e-198
"orf19.5818",2669.97412362919,-1.87595830326768,0.0780117908106647,1.6482352900558e-128,2.97590075992973e-127
"orf19.5820",33.4980992325428,-1.92287130249839,0.522418113366833,4.03129302650951e-05,8.40392378250593e-05
"orf19.5823",5589.81040849391,1.0585544823476,0.0655739940705053,6.12935899013285e-59,5.1594293445321e-58
"orf19.5824",361.301679556114,1.0280168487167,0.15577358352054,2.02022902659446e-11,6.08216849040932e-11
"orf19.5832",2134.38895488451,2.66957791169654,0.0895155558926623,2.70936290754795e-196,8.43831077555808e-195
"orf19.5842",331.325004795063,-3.1422736544044,0.201436222019099,7.95529443148696e-56,6.42717626637254e-55
"orf19.5847",1824.95831049771,1.69829156262196,0.0867508498334191,5.8588593978103e-86,6.69630003467163e-85
"orf19.585",1987.60924702029,1.27360985491434,0.0819620735765604,7.22187851968128e-55,5.73058360498021e-54
"orf19.5850",2241.7919113773,3.73261274357689,0.100693189524569,1.06259793520652e-301,5.96299327783908e-300
"orf19.5859",40.561247876827,-1.12332443650735,0.444935308214474,0.00433796400749333,0.00742748152904781
"orf19.5862",885.570329134708,-1.20472498924898,0.110403615939797,3.91366290444228e-28,1.95494837464081e-27
"orf19.5870",2008.37031101596,-1.69209958952382,0.0845098690456678,7.7410432851298e-90,9.20209134028121e-89
"orf19.5877",5651.89367894837,-2.75311602750901,0.0693755883973717,0,0
"orf19.5879",265.740971744256,-3.10270457780917,0.212314984004599,3.04611954812743e-49,2.23489736929161e-48
"orf19.588",130.177478173051,1.12659935470614,0.248006239238902,2.34000462588652e-06,5.37727517024234e-06
"orf19.5884",1002.91135018226,1.75570833629094,0.10733626371942,8.96248830033435e-61,7.65807127884536e-60
"orf19.5885",2044.56189951656,2.09725178745719,0.0948627336338347,4.80000218027438e-109,6.98579756563764e-108
"orf19.5893",8602.31587937227,1.23540436011157,0.06492862659285,4.03278530606708e-81,4.35359093093446e-80
"orf19.59",866.664045922549,3.16198619907371,0.126336397064511,3.82144699022503e-139,7.48546959185903e-138
"orf19.5902",24.903650792732,-3.71420482739149,0.768508035252298,2.03915952807486e-07,5.00272733374491e-07
"orf19.5905",158.202580122208,3.20393681933053,0.291589086676411,5.43879407161265e-29,2.76557128751634e-28
"orf19.5911",2912.43892740805,-2.14432437160444,0.0760132339725997,6.96296780230664e-176,1.91912948852071e-174
"orf19.5912",3756.08026444266,3.23561649140861,0.0803595203473248,0,0
"orf19.5917",1559.40926317949,-1.16460122472837,0.0894230922784298,3.74381753512686e-39,2.3204218334632e-38
"orf19.5921",405.672375530528,1.20240975162185,0.15741580828736,8.58162118020749e-15,2.97798987919289e-14
"orf19.5925",850.065329439439,4.23628540421736,0.15060772477185,7.02316810112785e-175,1.91874184657567e-173
"orf19.5926",86.6147804899423,1.56959942251864,0.322941765592253,2.94116189214583e-07,7.15364991260303e-07
"orf19.5927",28348.0143719324,1.25523950680406,0.0658018492771469,1.52658258550912e-81,1.66242708481405e-80
"orf19.5928",13202.401704836,1.56198195255936,0.0664813936926469,1.22332897038373e-122,2.0266266373724e-121
"orf19.5959",898.332147928283,2.85802296429292,0.122053537171623,3.71181333401567e-122,6.13286081103013e-121
"orf19.596.1",350.769817525425,1.98570437664227,0.179600190715054,3.85622094603739e-29,1.97373872414683e-28
"orf19.5964.2",17993.6126726536,1.32760247979693,0.0713487386467266,9.77251818158512e-78,1.02826040123469e-76
"orf19.597",11407.6068985499,-2.46593688259308,0.0600221423885201,0,0
